"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006935","chemotaxis","27/241","436/15845",0.0619266055045872,4.07148159427462,8.08214990925005,6.15948206261899e-10,7.81566357371023e-07,6.46803580182974e-07,"CMKLR1/DEFA1/DOCK2/HBEGF/AGTR1/LPAR1/EDN1/AIF1/GAS6/CXCL1/NCKAP1L/APOA1/IL6/CXCR2/LOX/CCL3L3/NBL1/PTPRO/CCL3/CCL8/CCL13/SLIT3/SYK/C5/DEFA1B/WNT3A/CD74",27
"GO:0042330","taxis","27/241","438/15845",0.0616438356164384,4.05289035411811,8.05215614498389,6.81204308934356e-10,7.81566357371023e-07,6.46803580182974e-07,"CMKLR1/DEFA1/DOCK2/HBEGF/AGTR1/LPAR1/EDN1/AIF1/GAS6/CXCL1/NCKAP1L/APOA1/IL6/CXCR2/LOX/CCL3L3/NBL1/PTPRO/CCL3/CCL8/CCL13/SLIT3/SYK/C5/DEFA1B/WNT3A/CD74",27
"GO:0050900","leukocyte migration","25/241","381/15845",0.0656167979002625,4.31410026028904,8.13748455904024,8.45352374537660e-10,7.81566357371023e-07,6.46803580182974e-07,"CMKLR1/DEFA1/EDN1/AIF1/PLCB1/MCOLN2/GAS6/HCK/NCKAP1L/APOD/IL6/CXCR2/KITLG/NBL1/PECAM1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/DEFA1B/TRIM55/TNFRSF14/CD74",25
"GO:0060326","cell chemotaxis","22/241","296/15845",0.0743243243243243,4.88659302455983,8.38854537363387,9.14380061270573e-10,7.81566357371023e-07,6.46803580182974e-07,"CMKLR1/DEFA1/HBEGF/AGTR1/LPAR1/EDN1/AIF1/GAS6/NCKAP1L/IL6/CXCR2/LOX/CCL3L3/NBL1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/DEFA1B/CD74",22
"GO:0097529","myeloid leukocyte migration","19/241","225/15845",0.0844444444444444,5.55195942830798,8.54618115005634,1.63116646940242e-09,1.11539163177738e-06,9.2306851994815e-07,"CMKLR1/EDN1/AIF1/PLCB1/MCOLN2/NCKAP1L/IL6/CXCR2/KITLG/NBL1/PECAM1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/TRIM55/CD74",19
"GO:1990868","response to chemokine","12/241","86/15845",0.13953488372093,9.17398436746116,9.44586355648053,6.59627351369087e-09,3.22180844904415e-06,2.66628318869189e-06,"SH2B3/CMKLR1/EDN1/FOXC1/ACKR1/CXCR2/LOX/CCL3L3/CCL3/CCL8/CCL13/SLIT3",12
"GO:1990869","cellular response to chemokine","12/241","86/15845",0.13953488372093,9.17398436746116,9.44586355648053,6.59627351369087e-09,3.22180844904415e-06,2.66628318869189e-06,"SH2B3/CMKLR1/EDN1/FOXC1/ACKR1/CXCR2/LOX/CCL3L3/CCL3/CCL8/CCL13/SLIT3",12
"GO:0032602","chemokine production","12/241","93/15845",0.129032258064516,8.48346941507161,8.99496707669176,1.63610512483519e-08,6.21538157979056e-06,5.14368488369238e-06,"AIF1/ALOX15B/ACKR1/MCOLN2/APOD/IL6/MBP/SYK/TLR4/C5/KLF4/CD74",12
"GO:0032642","regulation of chemokine production","12/241","93/15845",0.129032258064516,8.48346941507161,8.99496707669176,1.63610512483519e-08,6.21538157979056e-06,5.14368488369238e-06,"AIF1/ALOX15B/ACKR1/MCOLN2/APOD/IL6/MBP/SYK/TLR4/C5/KLF4/CD74",12
"GO:0070098","chemokine-mediated signaling pathway","11/241","77/15845",0.142857142857143,9.39241256668642,9.17417139877072,2.21546835927345e-08,7.57468632035592e-06,6.2686094207653e-06,"SH2B3/CMKLR1/EDN1/FOXC1/ACKR1/CXCR2/CCL3L3/CCL3/CCL8/CCL13/SLIT3",11
"GO:0071674","mononuclear cell migration","17/241","219/15845",0.0776255707762557,5.10363970518577,7.59959306905508,4.23313534639226e-08,1.31573543175592e-05,1.08886773311985e-05,"CMKLR1/DEFA1/AIF1/PLCB1/MCOLN2/GAS6/APOD/IL6/CXCR2/NBL1/PECAM1/PTPRO/CCL3/C5/DEFA1B/TRIM55/TNFRSF14",17
"GO:0006959","humoral immune response","19/241","277/15845",0.0685920577617329,4.50971433707327,7.32349197801896,4.88611022609824e-08,1.39213423858582e-05,1.15209335857474e-05,"DEFA1/DEFA3/ANG/CXCL1/HLA-A/IL6/LYZ/CCL3L3/NTS/RNASE6/CCL3/CCL8/CCL13/C1QC/C4BPB/C5/DEFA1B/C7/CD28",19
"GO:0030595","leukocyte chemotaxis","17/241","223/15845",0.0762331838565022,5.0120945983663,7.49856648638252,5.52027494793374e-08,1.45183231130657e-05,1.20149789959886e-05,"CMKLR1/DEFA1/EDN1/AIF1/GAS6/NCKAP1L/IL6/CXCR2/NBL1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/DEFA1B/CD74",17
"GO:0001906","cell killing","17/241","237/15845",0.0717299578059072,4.71602149972863,7.16311180985686,1.33641610020061e-07,3.26371903327563e-05,2.70096727619492e-05,"DEFA1/DEFA3/FCGR1A/FCGR2A/CADM1/CXCL1/NCKAP1L/HLA-A/ITGAM/LYZ/NTS/CCL8/CCL13/SPI1/C5/DEFA1B/C7",17
"GO:0002443","leukocyte mediated immunity","22/241","393/15845",0.0559796437659033,3.6804873670985,6.68714372628584,1.54856566516773e-07,3.52969733947231e-05,2.92108386524271e-05,"SCN11A/FCGR1A/FCGR2A/CADM1/MILR1/NCKAP1L/HLA-A/IL6/ITGAM/CALHM6/TLR8/CCL3/SPI1/SYK/TLR4/C1QC/C4BPB/C5/C7/WAS/CD28/CD74",22
"GO:0001819","positive regulation of cytokine production","24/241","483/15845",0.0496894409937888,3.2669261101518,6.28796357087921,3.71666026190191e-07,7.57708288063435e-05,6.27059275046417e-05,"CLEC12A/AIF1/FCGR1A/FCGR2A/PLCB1/CADM1/ALOX15B/MCOLN2/HLA-A/STING1/IL6/MBP/TLR8/IL17D/CCL3/SYK/TLR1/TLR4/C5/TNFRSF14/WNT3A/ARRDC4/CD28/CD74",24
"GO:0006909","phagocytosis","16/241","226/15845",0.0707964601769911,4.65464693570301,6.87695214030091,3.7674878318451e-07,7.57708288063435e-05,6.27059275046417e-05,"ABCA7/DOCK2/AIF1/FCGR1A/FCGR2A/GAS6/HCK/NCKAP1L/APOA1/ITGAM/PECAM1/SYK/TLR4/C4BPB/TIMD4/ARHGAP25",16
"GO:0002685","regulation of leukocyte migration","16/241","227/15845",0.0704845814977974,4.63414188312282,6.85369960555476,3.99890700916406e-07,7.59570170240663e-05,6.28600119335264e-05,"CMKLR1/EDN1/AIF1/PLCB1/GAS6/NCKAP1L/APOD/IL6/CXCR2/KITLG/NBL1/CCL3/CCL8/C5/TNFRSF14/CD74",16
