"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006959","humoral immune response","41/422","277/15845",0.148014440433213,5.55755641863569,12.6578440207756,2.52256360336665e-19,1.03223302649763e-15,7.97661164685622e-16,"VSIG4/CCR7/DEFA1/DEFA3/DEFB1/CFD/GPR183/A2M/FCGR2B/ANG/RGCC/CXCL1/HLA-A/CFI/IL6/LYZ/CCL3L3/NTS/TREM1/PPBP/RARRES2/RNASE4/RNASE6/CFB/CCL2/CCL3/CCL8/CCL13/SLC11A1/C1QA/C1QB/C1QC/C1R/C2/C4BPB/C5/DEFA1B/C7/H2BC8/FCN3/CD28",41
"GO:0001819","positive regulation of cytokine production","52/422","483/15845",0.107660455486542,4.04236947200063,11.232226503301,5.66047107938501e-18,1.15813238284217e-14,8.94950269603819e-15,"POSTN/CCR7/CYBB/CLEC12A/AIF1/F3/FCER1G/FCGR1A/FCGR2A/FCGR2B/RFTN1/LY96/MCOLN2/RGCC/HLA-A/HLA-F/STING1/IFI16/IL6/IDO1/ISL1/LEP/LPL/MBP/MMP12/PAEP/TLR7/TLR8/NLRP2/CCL3/SLC11A1/SYK/TLR1/TLR4/C3AR1/C5/TYROBP/LAPTM5/CASP1/AFAP1L2/HAVCR2/SERPINB7/TNFRSF14/WNT3A/IL33/CD4/CD14/CD28/CD86/CD34/CD36/CD74",52
"GO:0050900","leukocyte migration","41/422","381/15845",0.10761154855643,4.04053314425744,9.9370053196661,2.35356252919054e-14,3.2102592898159e-11,2.48073748690821e-11,"LYVE1/CCR7/CMKLR1/DEFA1/GPR183/EDN1/AIF1/FCER1G/MCOLN2/GAS6/HCK/NCKAP1L/APOD/IL6/ITGB2/LEP/KITLG/NBL1/PECAM1/TREM1/PPBP/CXCL16/JAM2/RARRES2/CCL2/CCL3/CCL8/CCL13/BMP5/SYK/C3AR1/C5/DEFA1B/VEGFC/PLA2G7/PLVAP/TRIM55/TNFRSF14/IL33/CD34/CD74",41
"GO:0002443","leukocyte mediated immunity","40/422","393/15845",0.101781170483461,3.82161764528538,9.36928179251185,3.11208029640348e-13,3.18365814322076e-10,2.46018137115685e-10,"HCST/SCN11A/FCER1G/FCGR1A/FCGR2A/FCGR2B/FOXF1/RFTN1/MILR1/NCKAP1L/HLA-A/HLA-B/HLA-DRA/HLA-F/CFI/IL6/ITGAM/ITGB2/LEP/CALHM6/TLR8/TREM1/PTGDS/CCL3/SPI1/SYK/TLR4/C1QA/C1QB/C1QC/C1R/C2/C4BPB/C5/C7/TYROBP/WAS/HAVCR2/CD28/CD74",40
"GO:0002274","myeloid leukocyte activation","30/422","241/15845",0.12448132780083,4.67394938152642,9.50665934459595,2.00611302308655e-12,1.15506152214139e-09,8.92577252794349e-10,"DHRS2/SCN11A/VSIG4/CLEC12A/AIF1/FCER1G/FCGR2B/CD93/FOXF1/MILR1/IL6/ITGAM/ITGB2/MAPT/MT1G/PLA2G2A/PTGDS/CCL3/SLC11A1/SPI1/SYK/TLR1/TLR4/C1QA/TYROBP/PLA2G10/HAVCR2/IL33/CD33/CD74",30
"GO:0006935","chemotaxis","41/422","436/15845",0.0940366972477064,3.53083286229836,8.86387647399048,2.09299047243789e-12,1.15506152214139e-09,8.92577252794349e-10,"CYSLTR1/CCR7/CMKLR1/DEFA1/DEFB1/AGTR1/GPR183/EDN1/AIF1/F3/FCER1G/FPR1/GAS6/CXCL1/NCKAP1L/APOA1/TUBB2B/IL6/ITGB2/LOX/CCL3L3/NBL1/ENPP2/TREM1/PPBP/SEMA3G/CXCL16/RARRES2/CCL2/CCL3/CCL8/CCL13/SYK/C3AR1/C5/DEFA1B/VEGFC/PLA2G7/WNT3A/CCRL2/CD74",41
"GO:0042330","taxis","41/422","438/15845",0.0936073059360731,3.51471033781298,8.82815997025465,2.42762671048031e-12,1.15506152214139e-09,8.92577252794349e-10,"CYSLTR1/CCR7/CMKLR1/DEFA1/DEFB1/AGTR1/GPR183/EDN1/AIF1/F3/FCER1G/FPR1/GAS6/CXCL1/NCKAP1L/APOA1/TUBB2B/IL6/ITGB2/LOX/CCL3L3/NBL1/ENPP2/TREM1/PPBP/SEMA3G/CXCL16/RARRES2/CCL2/CCL3/CCL8/CCL13/SYK/C3AR1/C5/DEFA1B/VEGFC/PLA2G7/WNT3A/CCRL2/CD74",41
"GO:0006956","complement activation","15/422","51/15845",0.294117647058824,11.043350989685,11.8828844685963,2.4962040057679e-12,1.15506152214139e-09,8.92577252794349e-10,"VSIG4/CFD/A2M/RGCC/CFI/CFB/C1QA/C1QB/C1QC/C1R/C2/C4BPB/C5/C7/FCN3",15
"GO:0002250","adaptive immune response","42/422","458/15845",0.091703056768559,3.44321074525549,8.77649086050111,2.54045789327286e-12,1.15506152214139e-09,8.92577252794349e-10,"TNFSF13B/LILRB5/CTSS/GPR183/FCER1G/FCGR1A/FCGR2A/FCGR2B/RFTN1/MCOLN2/NCKAP1L/HLA-A/HLA-B/HLA-DMB/HLA-DRA/HLA-F/HLX/CFI/IL6/TLR8/TREM1/SLC11A1/STAT4/SYK/TLR4/C1QA/C1QB/C1QC/C1R/C2/C4BPB/C5/C7/WAS/LILRA6/HAVCR2/TNFRSF14/IL33/CD4/CD28/CD86/CD74",42
"GO:0070663","regulation of leukocyte proliferation","30/422","264/15845",0.113636363636364,4.26674924601465,8.85369001150523,2.0889429056449e-11,8.54795436989892e-09,6.60545735637607e-09,"TNFSF13B/VSIG4/GPR183/AIF1/FCGR2B/NCKAP1L/HHEX/HLA-A/HLA-DMB/IGF1/IL6/IDO1/LEP/KITLG/MNDA/CD320/PLA2G2A/PLA2G5/CCL8/SYK/TLR4/TYROBP/HAVCR2/PDE5A/TNFRSF14/WNT3A/IL33/CD28/CD86/CD74",30
"GO:0042116","macrophage activation","19/422","106/15845",0.179245283018868,6.73019315031745,9.79124322811373,4.3095308158675e-11,1.60314546350271e-08,1.23883546132689e-08,"VSIG4/AIF1/FCGR2B/CD93/IL6/ITGAM/ITGB2/MAPT/CCL3/SLC11A1/SYK/TLR1/TLR4/C1QA/TYROBP/PLA2G10/HAVCR2/IL33/CD74",19
"GO:0030595","leukocyte chemotaxis","27/422","223/15845",0.121076233183857,4.54609695449812,8.82142880459255,5.03262265262559e-11,1.71612432454533e-08,1.32614021477958e-08,"CCR7/CMKLR1/DEFA1/GPR183/EDN1/AIF1/FCER1G/GAS6/NCKAP1L/IL6/ITGB2/NBL1/TREM1/PPBP/CXCL16/RARRES2/CCL2/CCL3/CCL8/CCL13/SYK/C3AR1/C5/DEFA1B/VEGFC/PLA2G7/CD74",27
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","32/422","310/15845",0.103225806451613,3.87585996025073,8.45857424101781,5.62467161892802e-11,1.76977838165509e-08,1.36760154820494e-08,"TNFSF13B/FCER1G/FCGR1A/FCGR2A/FCGR2B/RFTN1/NCKAP1L/HLA-A/HLA-B/HLA-DRA/HLA-F/HLX/CFI/IL6/TLR8/SLC11A1/STAT4/TLR4/C1QA/C1QB/C1QC/C1R/C2/C4BPB/C5/C7/WAS/HAVCR2/IL33/CD4/CD28/CD74",32
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","19/422","108/15845",0.175925925925926,6.60555994383009,9.66883434335371,6.05496025004185e-11,1.76977838165509e-08,1.36760154820494e-08,"CYBB/FCGR1A/FCGR2A/FCGR2B/LY96/IL6/ISL1/LEP/LPL/CCL3/SYK/TLR1/TLR4/TYROBP/HAVCR2/IL33/CD14/CD86/CD36",19
"GO:0060326","cell chemotaxis","31/422","296/15845",0.10472972972973,3.93232835916485,8.42386575799147,7.86329125087922e-11,2.14510585323985e-08,1.65763697667657e-08,"CCR7/CMKLR1/DEFA1/AGTR1/GPR183/EDN1/AIF1/FCER1G/GAS6/NCKAP1L/IL6/ITGB2/LOX/CCL3L3/NBL1/TREM1/PPBP/CXCL16/RARRES2/CCL2/CCL3/CCL8/CCL13/SYK/C3AR1/C5/DEFA1B/VEGFC/PLA2G7/CCRL2/CD74",31
"GO:0042742","defense response to bacterium","30/422","288/15845",0.104166666666667,3.91118680884676,8.24722049335418,1.83196231852194e-10,4.469389355144e-08,3.45373401832911e-08,"ADAMTS5/DEFA1/DEFA3/DEFB1/FCER1G/FCGR1A/STAB1/ANG/SLC9A9/HLA-A/IL6/LYZ/PLA2G2A/TREM1/PPBP/RARRES2/RNASE1/RNASE4/RNASE6/SLC11A1/SYK/TLR4/DEFA1B/H2BC8/CASP1/HAVCR2/TNFRSF14/IL33/CD4/CD36",30
"GO:0050670","regulation of lymphocyte proliferation","27/422","236/15845",0.114406779661017,4.29567635954695,8.43756693244799,1.85678443395523e-10,4.469389355144e-08,3.45373401832911e-08,"TNFSF13B/VSIG4/GPR183/AIF1/FCGR2B/NCKAP1L/HLA-A/HLA-DMB/IGF1/IL6/IDO1/LEP/KITLG/MNDA/CD320/PLA2G2A/PLA2G5/SYK/TLR4/TYROBP/HAVCR2/PDE5A/TNFRSF14/WNT3A/CD28/CD86/CD74",27
"GO:0001906","cell killing","27/422","237/15845",0.113924050632911,4.27755114284,8.40919135190804,2.04481573255083e-10,4.64854776533221e-08,3.59217921671502e-08,"HCST/DEFA1/DEFA3/FCGR1A/FCGR2A/FCGR2B/CXCL1/NCKAP1L/HLA-A/HLA-B/HLA-DRA/HLA-F/ITGAM/LEP/LYZ/NTS/PLA2G2A/TREM1/PPBP/CCL8/CCL13/SPI1/C5/DEFA1B/C7/TYROBP/HAVCR2",27
