"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060326","cell chemotaxis","23/231","296/15845",0.0777027027027027,5.32986720486721,9.14640693938907,6.54893558782422e-11,2.15459980839417e-07,1.80957430716196e-07,"CMKLR1/CX3CR1/DEFA1/HBEGF/AGTR1/LPAR1/EDN1/AIF1/GAS6/NCKAP1L/IL6/CXCR2/LOX/CCL3L3/NBL1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/DEFA1B/CD74",23
"GO:0006935","chemotaxis","27/231","436/15845",0.0619266055045872,4.24773620874538,8.36407818068742,2.36116518720918e-10,2.83346035526775e-07,2.37972594227415e-07,"CMKLR1/CX3CR1/DEFA1/DOCK2/HBEGF/AGTR1/LPAR1/EDN1/AIF1/GAS6/CXCL1/NCKAP1L/APOA1/IL6/CXCR2/LOX/CCL3L3/NBL1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/DEFA1B/WNT3A/CD74",27
"GO:0042330","taxis","27/231","438/15845",0.0616438356164384,4.22834015299769,8.33371455554247,2.6145643840275e-10,2.83346035526775e-07,2.37972594227415e-07,"CMKLR1/CX3CR1/DEFA1/DOCK2/HBEGF/AGTR1/LPAR1/EDN1/AIF1/GAS6/CXCL1/NCKAP1L/APOA1/IL6/CXCR2/LOX/CCL3L3/NBL1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/DEFA1B/WNT3A/CD74",27
"GO:0050900","leukocyte migration","25/231","381/15845",0.0656167979002625,4.50085784731454,8.41312541805587,3.44493660214924e-10,2.83346035526775e-07,2.37972594227415e-07,"CMKLR1/CX3CR1/DEFA1/EDN1/AIF1/MCOLN2/GAS6/HCK/NCKAP1L/APOD/IL6/CXCR2/KITLG/NBL1/PECAM1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/DEFA1B/TRIM55/TNFRSF14/CD74",25
"GO:0097529","myeloid leukocyte migration","19/231","225/15845",0.0844444444444444,5.79230399230399,8.80595420560508,7.99913598792755e-10,5.26343148005633e-07,4.42057515122312e-07,"CMKLR1/CX3CR1/EDN1/AIF1/MCOLN2/NCKAP1L/IL6/CXCR2/KITLG/NBL1/PECAM1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/TRIM55/CD74",19
"GO:0030595","leukocyte chemotaxis","18/231","223/15845",0.0807174887892377,5.53666064876827,8.2985407029988,4.65787910187813e-09,2.55407037419651e-06,2.14507590218072e-06,"CMKLR1/CX3CR1/DEFA1/EDN1/AIF1/GAS6/NCKAP1L/IL6/CXCR2/NBL1/PTPRO/CCL3/CCL8/CCL13/SYK/C5/DEFA1B/CD74",18
"GO:0071674","mononuclear cell migration","17/231","219/15845",0.0776255707762557,5.32457648896005,7.83832108323626,2.26721183950012e-08,1.01688354516839e-05,8.54045530656544e-06,"CMKLR1/CX3CR1/DEFA1/AIF1/MCOLN2/GAS6/APOD/IL6/CXCR2/NBL1/PECAM1/PTPRO/CCL3/C5/DEFA1B/TRIM55/TNFRSF14",17
"GO:0006959","humoral immune response","19/231","277/15845",0.0685920577617329,4.7049400659509,7.56634220314484,2.47266515542466e-08,1.01688354516839e-05,8.54045530656544e-06,"DEFA1/DEFA3/ANG/CXCL1/HLA-A/IL6/LYZ/CCL3L3/NTS/RNASE6/CCL3/CCL8/CCL13/C1QC/C4BPB/C5/DEFA1B/C7/CD28",19
"GO:1990868","response to chemokine","11/231","86/15845",0.127906976744186,8.77353266888151,8.79193857491625,4.66665232468953e-08,1.53532861482286e-05,1.28946972129579e-05,"SH2B3/CMKLR1/CX3CR1/EDN1/ACKR1/CXCR2/LOX/CCL3L3/CCL3/CCL8/CCL13",11
"GO:1990869","cellular response to chemokine","11/231","86/15845",0.127906976744186,8.77353266888151,8.79193857491625,4.66665232468953e-08,1.53532861482286e-05,1.28946972129579e-05,"SH2B3/CMKLR1/CX3CR1/EDN1/ACKR1/CXCR2/LOX/CCL3L3/CCL3/CCL8/CCL13",11
