"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","14/296","94/7877",0.148936170212766,3.96341288096607,5.71107727865625,9.53710561822522e-06,0.000253166803683797,0.000204431737653823,"2209/3109/3113/3122/3569/3684/4254/920/929/945/947/948/951/960",14
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","12/296","74/7877",0.162162162162162,4.31537618699781,5.66178444784208,1.72304460757312e-05,0.000419274187842792,0.000338563150961736,"1536/2209/2212/3109/3113/3122/3684/3689/4688/5579/7043/7099",12
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","11/296","67/7877",0.164179104477612,4.36905002016942,5.47210981578009,3.43902855813993e-05,0.000772458722289891,0.000623759025929833,"3105/3106/3109/3113/3122/3134/3689/3908/6641/940/942",11
"Human Diseases","Immune disease","hsa05330","Allograft rejection","8/296","36/7877",0.222222222222222,5.91366366366366,5.83856891126474,4.36578622049236e-05,0.00091057826884555,0.000735290310819766,"3105/3106/3109/3113/3122/3134/940/942",8
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","10/296","58/7877",0.172413793103448,4.58818732525629,5.41937194743813,5.07214031268254e-05,0.000987376647535534,0.000797304863186588,"127281/247/255189/27306/5320/5322/5730/6916/8399/8644",10
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","9/296","48/7877",0.1875,4.98965371621622,5.47820317945855,6.09503205839968e-05,0.00111234335065794,0.000898215250711532,"2532/3043/3569/3689/5175/6347/7043/7099/948",9
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","16/296","144/7877",0.111111111111111,2.95683183183183,4.68269860902456,9.35892305879219e-05,0.00160753266656901,0.00129807973075508,"10161/109/185/1902/196883/2207/23236/255189/27128/3579/4254/5159/56034/57121/6850/8613",16
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","8/296","42/7877",0.19047619047619,5.06885456885457,5.22411553482746,0.000139933760351445,0.00227003655681233,0.00183305042799554,"3105/3106/3109/3113/3122/3134/940/942",8
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","10/296","68/7877",0.147058823529412,3.91345389507154,4.76760597873838,0.00020272553454771,0.00311557137304901,0.0025158182680713,"1520/3105/3106/3109/3113/3122/3134/3310/920/972",10
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","18/296","187/7877",0.0962566844919786,2.56153345859228,4.27016236417572,0.000221847792924818,0.00320383358084686,0.00258708984177972,"109/1236/1794/196883/23236/2791/2919/3055/3579/414062/5473/5579/58191/6347/6348/6355/6357/7454",18
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","8/296","45/7877",0.177777777777778,4.73093093093093,4.95932520274295,0.000231703145010647,0.00320383358084686,0.00258708984177972,"10673/3109/3113/3122/3569/5284/940/942",8
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","17/296","172/7877",0.0988372093023256,2.63020505971087,4.27125597764127,0.000241384721844626,0.00320383358084686,0.00258708984177972,"1520/2207/2209/2212/2213/3109/3113/3122/3569/3684/3689/6850/7043/7096/7099/929/972",17
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","8/296","46/7877",0.173913043478261,4.62808460634548,4.87621864779595,0.000271477587991212,0.0034465850301493,0.00278311119954378,"3105/3106/3109/3113/3122/3134/940/942",8
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","12/296","98/7877",0.122448979591837,3.25854936569222,4.44545481738509,0.000284950319833156,0.00346689555797007,0.00279951191415031,"1536/185/1906/1958/2152/23236/3569/4313/5579/6347/7043/7424",12
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","12/296","100/7877",0.12,3.19337837837838,4.36157123033879,0.000344597358355153,0.00393979051620192,0.00318137374055238,"10319/23236/2769/2919/3569/3684/3689/3908/5579/7043/7099/929",12
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","23/296","281/7877",0.0818505338078292,2.17816437433875,3.97376361709677,0.000350803265141267,0.00393979051620192,0.00318137374055238,"10673/1236/2919/3569/3579/3623/392255/3952/414062/53342/5473/55504/58191/6347/6348/6355/6357/653/7043/8742/8764/90865/920",23
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","14/296","131/7877",0.106870229007634,2.84397565504436,4.20520861499485,0.000383662824715343,0.00414924240062519,0.00335050575969734,"109/185/1906/196883/23236/255189/2982/3778/4629/4638/5320/5322/5579/8399",14
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","17/296","188/7877",0.0904255319148936,2.40635782058654,3.85633973863945,0.00068358996248475,0.00712886675162668,0.00575654705250316,"1667/1668/2209/2313/3479/3569/3684/4066/4094/4613/6688/7102/7113/728358/8842/929/942",17
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","11/296","95/7877",0.115789473684211,3.08133001422475,4.03266919234903,0.000820944493709851,0.00826606179873367,0.00667483000330332,"1236/2919/3569/3579/414062/5473/6347/6348/6355/6357/8764",11
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","8/296","55/7877",0.145454545454545,3.87076167076167,4.2213857420704,0.00094498026623806,0.00919780792471711,0.00742721332060791,"2919/3310/3569/3684/3689/7099/834/929",8
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","11/296","101/7877",0.108910891089109,2.89828070644902,3.79383514676764,0.00136899477989994,0.012492077366587,0.0100873299571575,"23643/3569/414062/51284/51311/6348/6696/7096/7099/929/942",11
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","11/296","101/7877",0.108910891089109,2.89828070644902,3.79383514676764,0.00136899477989994,0.012492077366587,0.0100873299571575,"23236/2769/3569/414062/6347/6348/7043/7099/712/713/714",11
"Organismal Systems","Immune system","hsa04611","Platelet activation","12/296","120/7877",0.1,2.66114864864865,3.62316143846203,0.0017729039627243,0.0156875138519847,0.0126676391594974,"109/196883/2207/2212/23236/255189/2982/4638/6850/6916/7450/83706",12
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","6/296","36/7877",0.166666666666667,4.43524774774775,4.08186886107252,0.00201133151687525,0.0172737883213992,0.0139485529343671,"23236/3043/335/3569/3620/5579",6
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","7/296","49/7877",0.142857142857143,3.80164092664093,3.88705392353269,0.00218092578851436,0.0176897313957276,0.0142844262171701,"255189/5168/5320/5322/7941/8399/8613",7
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","7/296","49/7877",0.142857142857143,3.80164092664093,3.88705392353269,0.00218092578851436,0.0176897313957276,0.0142844262171701,"109/196883/255189/3284/3294/3479/8644",7
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","11/296","109/7877",0.100917431192661,2.68556285643442,3.5013784457218,0.00253479472046906,0.0197151474855378,0.0159199460589779,"1365/1536/3684/3689/4313/4688/5175/5579/58494/7294/9071",11
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","8/296","64/7877",0.125,3.32643581081081,3.69239037403582,0.00256566987825491,0.0197151474855378,0.0159199460589779,"3109/3113/3122/3569/4094/6775/7043/7099",8
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","8/296","69/7877",0.115942028985507,3.08538973756365,3.43777410530614,0.0041235514676293,0.030873769962763,0.0249305135964633,"185/1906/23236/2982/3759/3778/5140/5732",8
NA,NA,"hsa04518","Integrin signaling","13/296","151/7877",0.0860927152317881,2.29105512797566,3.16512866912969,0.00438166237515587,0.0319861353386379,0.0258287466324978,"10319/3384/3479/3684/3689/3908/5159/56034/6696/7424/7448/7450/83706",13
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","14/296","171/7877",0.0818713450292398,2.17871819187609,3.07913691295925,0.00496135486414869,0.0351322603822416,0.0283692369344705,"10628/118429/1536/1667/1668/23236/2919/340061/3428/3569/6347/7099/728358/834",14
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","6/296","43/7877",0.13953488372093,3.713230672533,3.52504465652611,0.00505327032895256,0.0351322603822416,0.0283692369344705,"335/5320/5322/8399/8613/948",6
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","9/296","87/7877",0.103448275862069,2.75291239515377,3.2485276708999,0.00518592207161332,0.0352160289514206,0.0284368799030938,"10381/109/1902/196883/23236/2982/5159/5579/56034",9
