"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001819","positive regulation of cytokine production","56/499","483/15845",0.115942028985507,3.68156603061195,10.7925302149483,2.06336461506675e-17,9.01277663861156e-14,7.02629950499046e-14,"POSTN/CCR7/CYBB/CLEC12A/EGR1/AIF1/F3/FCER1G/FCGR1A/FCGR2A/FCGR2B/RFTN1/LY96/ALOX15B/MCOLN2/RGCC/HLA-A/HLA-DPA1/HLA-F/STING1/IFI16/IL6/IDO1/ISL1/LEP/LPL/MBP/MMP12/PAEP/TLR7/TLR8/NLRP2/CCL3/SYK/TLR1/TLR4/C3AR1/C5/TXK/TYROBP/LAPTM5/CASP1/AFAP1L2/HAVCR2/TNFRSF14/WNT3A/IL33/ARRDC4/CD4/CD14/CD28/CD86/CD34/CD36/CD74/APOA2",56
"GO:0050900","leukocyte migration","46/499","381/15845",0.120734908136483,3.83375675234984,10.0959973535047,3.93073671790327e-15,8.58472899190074e-12,6.69259646443004e-12,"LYVE1/CCR7/CMKLR1/CX3CR1/DEFA1/GPR183/EDN1/AIF1/FCER1G/MCOLN2/GAS6/GCNT1/HCK/NCKAP1L/APOD/IL6/CXCR2/ITGB2/LEP/KITLG/MMP2/NBL1/PECAM1/TREM1/PPBP/PTPRO/CXCL16/JAM2/RARRES2/S100A8/CCL2/CCL3/CCL8/CCL13/BMP5/SYK/C3AR1/C5/DEFA1B/VEGFC/PLA2G7/TRIM55/TNFRSF14/IL33/CD34/CD74",46
"GO:0060326","cell chemotaxis","39/499","296/15845",0.131756756756757,4.18373909982126,9.97050573360996,3.10051074567947e-14,3.60793762549099e-11,2.81272368865996e-11,"CCR7/CMKLR1/CX3CR1/DEFA1/HBEGF/AGTR1/GPR183/LPAR1/EDN1/AIF1/FCER1G/GAS6/NCKAP1L/IL6/CXCR2/ITGB2/LOX/CCL3L3/MMP2/NBL1/PDGFRB/TREM1/PPBP/PTPRO/CXCL16/RARRES2/S100A8/CCL2/CCL3/CCL8/CCL13/SYK/C3AR1/C5/DEFA1B/VEGFC/PLA2G7/CCRL2/CD74",39
"GO:0006935","chemotaxis","48/499","436/15845",0.110091743119266,3.49579893732419,9.52907412496214,3.46816963437343e-14,3.60793762549099e-11,2.81272368865996e-11,"CYSLTR1/CCR7/CMKLR1/CX3CR1/DEFA1/DOCK2/HBEGF/AGTR1/GPR183/LPAR1/EDN1/AIF1/F3/FCER1G/FPR1/GAS6/CXCL1/NCKAP1L/APOA1/IL6/CXCR2/ITGB2/LOX/CCL3L3/MMP2/NBL1/PDGFRB/ENPP2/TREM1/PPBP/PTPRO/CXCL16/RARRES2/S100A8/CCL2/CCL3/CCL8/CCL13/SYK/C3AR1/C5/DEFA1B/VEGFC/SEMA3B/PLA2G7/WNT3A/CCRL2/CD74",48
"GO:0042330","taxis","48/499","438/15845",0.10958904109589,3.47983638509896,9.49043533909385,4.12996523064445e-14,3.60793762549099e-11,2.81272368865996e-11,"CYSLTR1/CCR7/CMKLR1/CX3CR1/DEFA1/DOCK2/HBEGF/AGTR1/GPR183/LPAR1/EDN1/AIF1/F3/FCER1G/FPR1/GAS6/CXCL1/NCKAP1L/APOA1/IL6/CXCR2/ITGB2/LOX/CCL3L3/MMP2/NBL1/PDGFRB/ENPP2/TREM1/PPBP/PTPRO/CXCL16/RARRES2/S100A8/CCL2/CCL3/CCL8/CCL13/SYK/C3AR1/C5/DEFA1B/VEGFC/SEMA3B/PLA2G7/WNT3A/CCRL2/CD74",48
"GO:0006959","humoral immune response","37/499","277/15845",0.133574007220217,4.24144317515898,9.81402089554873,9.42314743916293e-14,6.86005133571061e-11,5.34804946766528e-11,"VSIG4/CCR7/DEFA1/DEFA3/CFD/GPR183/A2M/FCGR2B/ANG/RGCC/CXCL1/HLA-A/IL6/LYZ/CCL3L3/NTS/TREM1/PPBP/RARRES2/RNASE4/RNASE6/CFB/CCL2/CCL3/CCL8/CCL13/C1QA/C1QB/C1QC/C2/C4BPB/C5/DEFA1B/C7/H2BC8/FCN3/CD28",37
"GO:0030595","leukocyte chemotaxis","32/499","223/15845",0.143497757847534,4.55655706030896,9.64492796348134,6.43394800467881e-13,4.01478355491958e-10,3.12989801430616e-10,"CCR7/CMKLR1/CX3CR1/DEFA1/GPR183/EDN1/AIF1/FCER1G/GAS6/NCKAP1L/IL6/CXCR2/ITGB2/MMP2/NBL1/TREM1/PPBP/PTPRO/CXCL16/RARRES2/S100A8/CCL2/CCL3/CCL8/CCL13/SYK/C3AR1/C5/DEFA1B/VEGFC/PLA2G7/CD74",32
"GO:0097529","myeloid leukocyte migration","31/499","225/15845",0.137777777777778,4.37492763304387,9.19391113980089,4.44539246500018e-12,2.4271842858901e-09,1.892216397931e-09,"CCR7/CMKLR1/CX3CR1/EDN1/AIF1/FCER1G/MCOLN2/NCKAP1L/IL6/CXCR2/ITGB2/KITLG/MMP2/NBL1/PECAM1/TREM1/PPBP/PTPRO/RARRES2/S100A8/CCL2/CCL3/CCL8/CCL13/SYK/C3AR1/C5/VEGFC/PLA2G7/TRIM55/CD74",31
"GO:0002274","myeloid leukocyte activation","32/499","241/15845",0.132780082987552,4.21623329646846,9.0724208275837,5.47333704990083e-12,2.6563929148852e-09,2.07090588964084e-09,"DHRS2/SCN11A/VSIG4/CX3CR1/CLEC12A/DOCK2/AIF1/FCER1G/FCGR2B/CD93/MILR1/IL6/CXCR2/ITGAM/ITGB2/MAPT/MT1G/PLA2G2A/PTGDS/CCL3/SNCA/SPI1/SYK/TLR1/TLR4/C1QA/TYROBP/PLA2G10/HAVCR2/IL33/CD33/CD74",32
"GO:0006909","phagocytosis","30/499","226/15845",0.132743362831858,4.21506730274709,8.77814536725371,2.57978774108445e-11,1.12685128530569e-08,8.78485614990338e-09,"DOCK2/AIF1/FCER1G/FCGR1A/FCGR2A/FCGR2B/CD93/GAS6/HCK/NCKAP1L/APOA1/ITGAM/ITGB2/LEP/NCF2/PECAM1/PLA2G5/CCL2/SYK/TLR4/C2/C4BPB/TYROBP/SRPX/FCN3/TIMD4/CD14/CD36/ARHGAP25/APOA2",30
