"gene","n_datasets_with_gene","non_imputed_First.trimester","non_imputed_Second.trimester","in_both_groups"
"56848",5,86,15,TRUE
"56884",4,50,15,TRUE
"56892",5,66,15,TRUE
"56893",3,94,7,TRUE
"56899",5,66,15,TRUE
"56906",4,50,15,TRUE
"56907",5,66,15,TRUE
"56911",5,66,15,TRUE
"56919",5,86,15,TRUE
"56924",3,94,7,TRUE
"56927",5,86,15,TRUE
"56929",5,86,15,TRUE
"56940",5,86,15,TRUE
"56952",4,50,15,TRUE
"56963",5,66,15,TRUE
"56970",5,86,15,TRUE
"56978",4,50,15,TRUE
"56981",4,50,15,TRUE
"56999",5,86,15,TRUE
"5700",3,94,7,TRUE
"57026",5,86,15,TRUE
"57048",3,94,7,TRUE
"5706",3,94,7,TRUE
"5708",5,86,15,TRUE
"57088",5,66,15,TRUE
"57089",5,86,15,TRUE
"57096",5,86,15,TRUE
"57097",4,50,15,TRUE
"57116",5,86,15,TRUE
"57118",5,66,15,TRUE
"57121",5,66,15,TRUE
"57139",5,86,15,TRUE
"57148",5,86,15,TRUE
"57158",5,86,15,TRUE
"57161",5,66,15,TRUE
"57165",5,86,15,TRUE
"57182",5,86,15,TRUE
"57184",5,66,15,TRUE
"57186",5,86,15,TRUE
"57187",5,86,15,TRUE
"57188",4,50,15,TRUE
"57189",4,50,15,TRUE
"57190",5,86,15,TRUE
"57191",4,50,15,TRUE
"57194",5,66,15,TRUE
"57198",5,86,15,TRUE
"57209",5,66,15,TRUE
"5721",3,94,7,TRUE
"57210",5,86,15,TRUE
"57214",5,86,15,TRUE
"57216",4,50,15,TRUE
"57221",5,86,15,TRUE
"57222",5,86,15,TRUE
"57232",5,86,15,TRUE
"5732",5,66,15,TRUE
"5734",4,50,15,TRUE
"57343",5,86,15,TRUE
"57348",5,86,15,TRUE
"5737",5,66,15,TRUE
"5738",2,58,7,TRUE
"57381",4,50,15,TRUE
"57393",4,50,15,TRUE
"57412",1,42,7,TRUE
"57413",5,66,15,TRUE
"57414",5,86,15,TRUE
"5742",4,50,15,TRUE
"5743",5,66,15,TRUE
"57452",4,50,15,TRUE
"57455",4,50,15,TRUE
"57456",3,94,7,TRUE
"57459",5,66,15,TRUE
"5746",4,50,15,TRUE
"57460",5,86,15,TRUE
"57463",5,86,15,TRUE
"57464",5,66,15,TRUE
"57465",5,86,15,TRUE
"57467",4,50,15,TRUE
"57474",4,50,15,TRUE
"57476",5,86,15,TRUE
"57480",5,86,15,TRUE
"57484",5,66,15,TRUE
"57489",5,66,15,TRUE
"57493",5,86,15,TRUE
"575",5,86,15,TRUE
"57507",5,66,15,TRUE
"57508",4,50,15,TRUE
"57514",5,66,15,TRUE
"57520",5,66,15,TRUE
"57521",5,86,15,TRUE
"57523",4,50,15,TRUE
"57529",4,50,15,TRUE
"57534",5,86,15,TRUE
"57538",5,86,15,TRUE
"57539",4,50,15,TRUE
"57545",4,50,15,TRUE
"57547",5,86,15,TRUE
"57555",5,86,15,TRUE
"57558",5,86,15,TRUE
"57559",4,50,15,TRUE
"5756",3,94,7,TRUE
"57567",4,50,15,TRUE
"57569",4,50,15,TRUE
"5757",3,94,7,TRUE
"57573",5,66,15,TRUE
"57574",4,50,15,TRUE
"57583",5,86,15,TRUE
"57585",5,86,15,TRUE
"57587",5,86,15,TRUE
"57591",5,86,15,TRUE
"57593",5,86,15,TRUE
"57600",5,86,15,TRUE
"57606",5,86,15,TRUE
"57610",5,86,15,TRUE
"57613",5,86,15,TRUE
"57616",5,66,15,TRUE
"57619",5,66,15,TRUE
"57620",5,66,15,TRUE
"57631",4,50,15,TRUE
"57639",5,86,15,TRUE
"57642",5,86,15,TRUE
"57643",4,50,15,TRUE
"57648",5,86,15,TRUE
"57649",4,50,15,TRUE
"57650",5,66,15,TRUE
"57657",5,66,15,TRUE
"57662",5,86,15,TRUE
"57665",3,94,7,TRUE
"57666",5,86,15,TRUE
"57669",5,86,15,TRUE
"57670",5,86,15,TRUE
"57673",5,86,15,TRUE
"57674",5,86,15,TRUE
"57677",5,66,15,TRUE
"57678",5,86,15,TRUE
"57683",5,86,15,TRUE
"57687",4,50,15,TRUE
"57688",4,50,15,TRUE
"57692",4,50,15,TRUE
"57693",5,86,15,TRUE
"57696",5,86,15,TRUE
"57700",5,86,15,TRUE
"57701",5,86,15,TRUE
"57711",5,86,15,TRUE
"57718",4,50,15,TRUE
"57719",4,50,15,TRUE
"57724",5,86,15,TRUE
"57727",5,86,15,TRUE
"57728",5,86,15,TRUE
"57730",2,78,7,TRUE
"57731",4,50,15,TRUE
"5775",5,86,15,TRUE
"57758",5,66,15,TRUE
"5778",4,50,15,TRUE
"57799",5,86,15,TRUE
"578",2,78,7,TRUE
"5780",5,66,15,TRUE
"57820",5,66,15,TRUE
"57823",5,66,15,TRUE
"57835",5,66,15,TRUE
"5787",5,66,15,TRUE
"5789",5,66,15,TRUE
"5790",3,94,7,TRUE
"5795",5,86,15,TRUE
"58",4,50,15,TRUE
"5800",4,50,15,TRUE
"5801",4,50,15,TRUE
"5814",5,86,15,TRUE
"5816",5,66,15,TRUE
"5817",5,86,15,TRUE
"5818",5,86,15,TRUE
"58475",5,66,15,TRUE
"58487",5,86,15,TRUE
"58489",5,86,15,TRUE
"58497",5,66,15,TRUE
"58506",5,86,15,TRUE
"58508",5,86,15,TRUE
"58509",5,86,15,TRUE
"58516",3,94,7,TRUE
"58526",5,86,15,TRUE
"58527",5,86,15,TRUE
"58529",4,50,15,TRUE
"586",5,86,15,TRUE
"5866",4,50,15,TRUE
"5869",3,94,7,TRUE
"5872",3,94,7,TRUE
"5874",4,50,15,TRUE
"5891",5,86,15,TRUE
"5900",5,86,15,TRUE
"5908",3,94,7,TRUE
"59084",5,86,15,TRUE
"5912",5,86,15,TRUE
"5913",4,50,15,TRUE
"5915",5,66,15,TRUE
"5918",5,86,15,TRUE
"5926",5,66,15,TRUE
"59277",5,66,15,TRUE
"59286",3,94,7,TRUE
"5929",5,66,15,TRUE
"5933",5,86,15,TRUE
"59339",5,86,15,TRUE
"5954",3,94,7,TRUE
"5959",2,58,7,TRUE
"5961",5,66,15,TRUE
"5971",5,86,15,TRUE
"5981",5,86,15,TRUE
"5984",5,86,15,TRUE
"5986",5,86,15,TRUE
"5991",4,50,15,TRUE
"5995",5,66,15,TRUE
"60",3,94,7,TRUE
"6002",5,86,15,TRUE
"602",5,86,15,TRUE
"60312",5,86,15,TRUE
"6036",5,66,15,TRUE
"6039",5,66,15,TRUE
"60401",4,50,15,TRUE
"60436",4,50,15,TRUE
"60437",4,50,15,TRUE
"60468",5,66,15,TRUE
"6048",2,78,7,TRUE
"60484",4,50,15,TRUE
"60487",5,86,15,TRUE
"60677",5,66,15,TRUE
"607",5,86,15,TRUE
"6094",5,86,15,TRUE
"6128",3,94,7,TRUE
"6129",3,94,7,TRUE
"6130",3,94,7,TRUE
"6133",3,94,7,TRUE
"6136",3,94,7,TRUE
"6139",3,94,7,TRUE
"6141",3,94,7,TRUE
"6142",3,94,7,TRUE
"6143",3,94,7,TRUE
"6144",3,94,7,TRUE
"6147",3,94,7,TRUE
"6152",3,94,7,TRUE
"6154",3,94,7,TRUE
"6155",3,94,7,TRUE
"6159",3,94,7,TRUE
"6161",3,94,7,TRUE
"6164",3,94,7,TRUE
"6166",3,94,7,TRUE
"6170",3,94,7,TRUE
"6171",3,94,7,TRUE
"6173",3,94,7,TRUE
"6175",3,94,7,TRUE
"6176",3,94,7,TRUE
"6187",3,94,7,TRUE
"6188",5,86,15,TRUE
"6189",3,94,7,TRUE
"6191",3,94,7,TRUE
"6192",5,66,15,TRUE
"619208",5,86,15,TRUE
"619279",5,86,15,TRUE
"6193",3,94,7,TRUE
"6195",5,86,15,TRUE
"6201",3,94,7,TRUE
"6202",3,94,7,TRUE
"6203",3,94,7,TRUE
"6204",3,94,7,TRUE
"6206",3,94,7,TRUE
"6207",2,78,7,TRUE
"6209",3,94,7,TRUE
"6210",3,94,7,TRUE
"6222",3,94,7,TRUE
"6230",3,94,7,TRUE
"6231",3,94,7,TRUE
"6232",3,94,7,TRUE
"624",5,86,15,TRUE
"6248",3,94,7,TRUE
"6252",4,50,15,TRUE
"6259",5,86,15,TRUE
"6261",4,50,15,TRUE
"627",4,50,15,TRUE
"6271",4,50,15,TRUE
"6278",3,94,7,TRUE
"6284",5,86,15,TRUE
"6296",5,86,15,TRUE
"6297",5,86,15,TRUE
"63027",5,86,15,TRUE
"6310",5,66,15,TRUE
"632",3,94,7,TRUE
"6335",5,66,15,TRUE
"6348",3,94,7,TRUE
"6349",2,58,7,TRUE
"6355",4,50,15,TRUE
"6357",5,66,15,TRUE
"636",5,66,15,TRUE
"6387",5,66,15,TRUE
"63876",5,66,15,TRUE
"6389",3,94,7,TRUE
"639",4,50,15,TRUE
"63908",4,50,15,TRUE
"63915",3,94,7,TRUE
"63917",5,86,15,TRUE
"63920",5,86,15,TRUE
"63928",4,50,15,TRUE
"63933",5,86,15,TRUE
"63939",5,86,15,TRUE
"63941",5,86,15,TRUE
"6401",4,50,15,TRUE
"6403",5,66,15,TRUE
"64061",5,86,15,TRUE
"64067",5,86,15,TRUE
"64080",5,86,15,TRUE
"64092",5,66,15,TRUE
"64098",5,66,15,TRUE
"64102",5,66,15,TRUE
"64115",5,86,15,TRUE
"64123",4,50,15,TRUE
"64131",5,86,15,TRUE
"641339",4,50,15,TRUE
"64137",5,66,15,TRUE
"641371",2,78,7,TRUE
"641649",4,50,15,TRUE
"64170",5,86,15,TRUE
"641700",5,86,15,TRUE
"64218",5,86,15,TRUE
"64231",5,66,15,TRUE
"64282",5,86,15,TRUE
"64288",5,66,15,TRUE
"643161",2,78,7,TRUE
"64319",5,86,15,TRUE
"6432",5,86,15,TRUE
"64332",5,66,15,TRUE
"64333",5,66,15,TRUE
"64342",5,86,15,TRUE
"643664",1,42,7,TRUE
"64375",5,86,15,TRUE
"643834",2,78,7,TRUE
"643853",1,42,7,TRUE
"64386",4,50,15,TRUE
"643866",4,50,15,TRUE
"643905",1,42,7,TRUE
"64393",5,66,15,TRUE
"64407",4,50,15,TRUE
"644096",5,86,15,TRUE
"6441",4,50,15,TRUE
"6442",5,86,15,TRUE
"644353",4,50,15,TRUE
"644591",1,42,7,TRUE
"6453",5,86,15,TRUE
"64577",4,50,15,TRUE
"64598",5,66,15,TRUE
"64682",3,94,7,TRUE
"64710",5,86,15,TRUE
"6474",4,50,15,TRUE
"64753",5,66,15,TRUE
"64769",5,86,15,TRUE
"64770",5,86,15,TRUE
"64776",5,86,15,TRUE
"648",3,94,7,TRUE
"6480",5,86,15,TRUE
"64805",4,50,15,TRUE
"64806",4,50,15,TRUE
"6483",5,86,15,TRUE
"64838",5,66,15,TRUE
"64853",3,94,7,TRUE
"64859",5,86,15,TRUE
"64863",4,50,15,TRUE
"64864",5,86,15,TRUE
"6487",5,86,15,TRUE
"6490",5,86,15,TRUE
"6491",4,50,15,TRUE
"64926",5,86,15,TRUE
"6493",4,50,15,TRUE
"649330",1,42,7,TRUE
"64951",3,94,7,TRUE
"650",5,66,15,TRUE
"65009",4,50,15,TRUE
"65057",5,86,15,TRUE
"65059",5,86,15,TRUE
"6509",5,86,15,TRUE
"65244",4,50,15,TRUE
"65249",1,42,7,TRUE
"6525",5,86,15,TRUE
"652968",4,50,15,TRUE
"653121",5,86,15,TRUE
"653145",1,42,7,TRUE
"6533",5,86,15,TRUE
"653308",4,50,15,TRUE
"653319",5,86,15,TRUE
"653361",3,94,7,TRUE
"653437",1,42,7,TRUE
"653489",1,42,7,TRUE
"653505",3,94,7,TRUE
"653567",1,42,7,TRUE
"653583",5,86,15,TRUE
"6536",5,66,15,TRUE
"653604",2,78,7,TRUE
"653784",4,50,15,TRUE
"653820",1,42,7,TRUE
"6539",5,66,15,TRUE
"654",5,66,15,TRUE
"6541",5,86,15,TRUE
"654364",1,42,7,TRUE
"6546",4,50,15,TRUE
"6558",4,50,15,TRUE
"6570",5,66,15,TRUE
"6572",4,50,15,TRUE
"6580",5,66,15,TRUE
"6596",5,86,15,TRUE
"65987",3,94,7,TRUE
"65989",5,66,15,TRUE
"65998",5,86,15,TRUE
"660",5,66,15,TRUE
"6602",5,86,15,TRUE
"6606",2,78,7,TRUE
"6611",3,94,7,TRUE
"6627",2,78,7,TRUE
"6637",3,94,7,TRUE
"6638",1,42,7,TRUE
"6640",5,86,15,TRUE
"6641",5,66,15,TRUE
"6649",5,86,15,TRUE
"6650",5,86,15,TRUE
"6652",3,94,7,TRUE
"6653",5,86,15,TRUE
"6655",5,86,15,TRUE
"6671",4,50,15,TRUE
"6674",4,50,15,TRUE
"6675",5,86,15,TRUE
"6688",5,66,15,TRUE
"6695",4,50,15,TRUE
"6712",5,86,15,TRUE
"6714",5,86,15,TRUE
"6718",4,50,15,TRUE
"6751",5,66,15,TRUE
"6752",4,50,15,TRUE
"6759",1,42,7,TRUE
"676",5,86,15,TRUE
"6781",5,66,15,TRUE
"6785",5,66,15,TRUE
"6793",5,86,15,TRUE
"6795",4,50,15,TRUE
"6801",5,86,15,TRUE
"6815",5,86,15,TRUE
"6817",5,86,15,TRUE
"6818",2,58,7,TRUE
"6820",5,66,15,TRUE
"6838",5,86,15,TRUE
"6843",5,66,15,TRUE
"6850",5,66,15,TRUE
"6853",5,86,15,TRUE
"6854",5,66,15,TRUE
"6874",5,86,15,TRUE
"6875",5,86,15,TRUE
"6884",5,86,15,TRUE
"6891",5,86,15,TRUE
"6916",5,86,15,TRUE
"6917",3,94,7,TRUE
"6929",5,86,15,TRUE
"6948",5,66,15,TRUE
"695",5,66,15,TRUE
"6996",3,94,7,TRUE
"6999",4,50,15,TRUE
"7008",5,86,15,TRUE
"701",5,86,15,TRUE
"7019",5,86,15,TRUE
"7023",4,50,15,TRUE
"7044",5,66,15,TRUE
"7046",5,86,15,TRUE
"7047",4,50,15,TRUE
"7048",5,86,15,TRUE
"7053",4,50,15,TRUE
"7062",5,86,15,TRUE
"7067",5,86,15,TRUE
"7079",5,66,15,TRUE
"7092",4,50,15,TRUE
"7096",4,50,15,TRUE
"7099",5,66,15,TRUE
"7101",4,50,15,TRUE
"7102",5,66,15,TRUE
"7103",5,66,15,TRUE
"7109",3,94,7,TRUE
"7112",5,86,15,TRUE
"7114",3,94,7,TRUE
"7130",4,50,15,TRUE
"7137",4,50,15,TRUE
"714",5,66,15,TRUE
"715",5,66,15,TRUE
"718",5,66,15,TRUE
"7216",5,86,15,TRUE
"7220",5,66,15,TRUE
"7225",5,66,15,TRUE
"7227",4,50,15,TRUE
"723790",2,78,7,TRUE
"723961",2,78,7,TRUE
"725",5,66,15,TRUE
"7259",5,86,15,TRUE
"726",4,50,15,TRUE
"7268",2,78,7,TRUE
"727",1,42,7,TRUE
"7275",5,66,15,TRUE
"727832",1,42,7,TRUE
"727851",1,42,7,TRUE
"727866",1,42,7,TRUE
"727957",5,86,15,TRUE
"728",5,66,15,TRUE
"728113",2,78,7,TRUE
"728224",4,50,15,TRUE
"728229",2,78,7,TRUE
"728269",1,42,7,TRUE
"728358",1,42,7,TRUE
"728369",1,42,7,TRUE
"728378",2,78,7,TRUE
"728489",5,86,15,TRUE
"728492",2,78,7,TRUE
"728524",2,78,7,TRUE
"728591",5,86,15,TRUE
"7286",5,86,15,TRUE
"728642",2,78,7,TRUE
"728661",2,58,7,TRUE
"728689",1,42,7,TRUE
"728695",4,50,15,TRUE
"728743",4,50,15,TRUE
"728833",3,94,7,TRUE
"729020",1,42,7,TRUE
"7292",4,50,15,TRUE
"7293",4,50,15,TRUE
"7295",5,86,15,TRUE
"729533",1,42,7,TRUE
"729597",1,42,7,TRUE
"7298",5,86,15,TRUE
"729852",5,86,15,TRUE
"729857",2,78,7,TRUE
"729920",1,42,7,TRUE
"730",5,66,15,TRUE
"730291",1,42,7,TRUE
"7307",3,94,7,TRUE
"7316",3,94,7,TRUE
"7335",2,78,7,TRUE
"7345",5,86,15,TRUE
"7348",4,50,15,TRUE
"7352",5,86,15,TRUE
"7366",4,50,15,TRUE
"7373",5,86,15,TRUE
"7386",3,94,7,TRUE
"7388",3,94,7,TRUE
"7391",5,66,15,TRUE
"7401",4,50,15,TRUE
"741",5,86,15,TRUE
"7410",5,86,15,TRUE
"7412",5,66,15,TRUE
"7416",3,94,7,TRUE
"7422",5,86,15,TRUE
"7433",5,66,15,TRUE
"7434",4,50,15,TRUE
"7439",5,66,15,TRUE
"7454",5,86,15,TRUE
"7458",3,94,7,TRUE
"747",4,50,15,TRUE
"7482",5,66,15,TRUE
"7498",5,86,15,TRUE
"7512",5,86,15,TRUE
"7517",5,66,15,TRUE
"7535",4,50,15,TRUE
"7539",4,50,15,TRUE
"7541",5,86,15,TRUE
"7552",4,50,15,TRUE
"7565",3,94,7,TRUE
"7566",5,86,15,TRUE
"7568",3,94,7,TRUE
"7576",3,94,7,TRUE
"7581",5,86,15,TRUE
"7582",5,66,15,TRUE
"7584",5,66,15,TRUE
"7586",5,86,15,TRUE
"762",5,66,15,TRUE
"7620",5,86,15,TRUE
"7621",4,50,15,TRUE
"7634",4,50,15,TRUE
"7644",5,86,15,TRUE
"767",5,66,15,TRUE
"7675",5,86,15,TRUE
"7681",3,94,7,TRUE
"768211",5,86,15,TRUE
"7690",5,86,15,TRUE
"7694",5,66,15,TRUE
"7697",5,86,15,TRUE
"7704",5,66,15,TRUE
"771",5,86,15,TRUE
"7711",5,66,15,TRUE
"7730",3,94,7,TRUE
"7732",5,86,15,TRUE
"7745",4,50,15,TRUE
"7760",5,86,15,TRUE
"7768",5,66,15,TRUE
"7770",5,66,15,TRUE
"7773",5,66,15,TRUE
"7781",5,66,15,TRUE
"7784",2,78,7,TRUE
"7786",5,66,15,TRUE
"7789",5,86,15,TRUE
"779",4,50,15,TRUE
"7798",5,86,15,TRUE
"782",5,66,15,TRUE
"7837",5,86,15,TRUE
"784",5,86,15,TRUE
"7840",5,86,15,TRUE
"7851",1,42,7,TRUE
"7857",5,66,15,TRUE
"7881",4,50,15,TRUE
"78991",5,86,15,TRUE
"79005",3,94,7,TRUE
"79007",4,50,15,TRUE
"79008",2,58,7,TRUE
"79031",3,94,7,TRUE
"79033",5,86,15,TRUE
"79035",5,86,15,TRUE
"79047",5,66,15,TRUE
"79057",4,50,15,TRUE
"79064",5,86,15,TRUE
"79068",5,86,15,TRUE
"79075",5,86,15,TRUE
"79081",3,94,7,TRUE
"79092",5,86,15,TRUE
"790955",5,86,15,TRUE
"79102",5,86,15,TRUE
"79134",5,86,15,TRUE
"79140",5,86,15,TRUE
"79168",4,50,15,TRUE
"79173",4,50,15,TRUE
"79176",5,86,15,TRUE
"7919",3,94,7,TRUE
"79190",1,42,7,TRUE
"79192",5,66,15,TRUE
"79339",4,50,15,TRUE
"79363",4,50,15,TRUE
"79366",5,66,15,TRUE
"794",4,50,15,TRUE
"79414",5,86,15,TRUE
"79415",5,86,15,TRUE
"79444",5,86,15,TRUE
"7957",4,50,15,TRUE
"79583",5,86,15,TRUE
"79625",5,66,15,TRUE
"79628",5,86,15,TRUE
"79642",5,66,15,TRUE
"79649",5,86,15,TRUE
"79656",5,66,15,TRUE
"79659",4,50,15,TRUE
"79665",5,66,15,TRUE
"79668",5,86,15,TRUE
"79671",5,66,15,TRUE
"79673",4,50,15,TRUE
"79690",5,66,15,TRUE
"79692",3,94,7,TRUE
"79695",4,50,15,TRUE
"79703",5,66,15,TRUE
"79706",3,94,7,TRUE
"79716",3,94,7,TRUE
"79723",5,86,15,TRUE
"79725",5,66,15,TRUE
"79728",5,86,15,TRUE
"79736",5,86,15,TRUE
"79738",5,86,15,TRUE
"79741",4,50,15,TRUE
"79759",5,86,15,TRUE
"79791",5,86,15,TRUE
"79797",5,66,15,TRUE
"79805",5,86,15,TRUE
"79810",5,66,15,TRUE
"79813",5,86,15,TRUE
"79822",5,86,15,TRUE
"79823",5,66,15,TRUE
"79839",5,66,15,TRUE
"79842",5,86,15,TRUE
"79844",5,66,15,TRUE
"79845",5,86,15,TRUE
"79846",4,50,15,TRUE
"79847",5,86,15,TRUE
"79861",4,50,15,TRUE
"79862",5,66,15,TRUE
"79864",5,66,15,TRUE
"79896",4,50,15,TRUE
"79897",3,94,7,TRUE
"79899",4,50,15,TRUE
"799",4,50,15,TRUE
"79929",5,86,15,TRUE
"79943",5,86,15,TRUE
"79944",5,86,15,TRUE
"79966",5,66,15,TRUE
"79973",5,66,15,TRUE
"79974",4,50,15,TRUE
"79982",5,86,15,TRUE
"79987",5,86,15,TRUE
"79989",4,50,15,TRUE
"79993",5,86,15,TRUE
"80007",5,66,15,TRUE
"80008",4,50,15,TRUE
"80018",5,66,15,TRUE
"80019",5,86,15,TRUE
"80055",5,86,15,TRUE
"80071",4,50,15,TRUE
"80095",5,66,15,TRUE
"80114",4,50,15,TRUE
"80124",5,86,15,TRUE
"80125",4,50,15,TRUE
"80127",5,66,15,TRUE
"80149",5,86,15,TRUE
"80177",5,66,15,TRUE
"80183",5,66,15,TRUE
"80223",5,86,15,TRUE
"80231",5,66,15,TRUE
"8029",5,66,15,TRUE
"80310",5,66,15,TRUE
"80317",5,66,15,TRUE
"80318",5,86,15,TRUE
"80320",5,66,15,TRUE
"80323",5,66,15,TRUE
"80325",5,86,15,TRUE
"80326",5,86,15,TRUE
"80331",5,86,15,TRUE
"80333",4,50,15,TRUE
"80352",5,66,15,TRUE
"80381",5,86,15,TRUE
"8045",5,86,15,TRUE
"80705",5,66,15,TRUE
"80709",5,66,15,TRUE
"80723",5,86,15,TRUE
"80724",5,86,15,TRUE
"80726",5,86,15,TRUE
"80728",5,86,15,TRUE
"80736",5,66,15,TRUE
"8074",4,50,15,TRUE
"80772",5,86,15,TRUE
"80776",5,86,15,TRUE
"80778",5,66,15,TRUE
"80817",5,86,15,TRUE
"80818",5,86,15,TRUE
"80823",2,78,7,TRUE
"80853",5,86,15,TRUE
"80863",4,50,15,TRUE
"8092",4,50,15,TRUE
"8099",5,86,15,TRUE
"81027",4,50,15,TRUE
"81029",4,50,15,TRUE
"81033",5,66,15,TRUE
"8106",3,94,7,TRUE
"81061",1,42,7,TRUE
"8111",4,50,15,TRUE
"81285",4,50,15,TRUE
"81309",1,42,7,TRUE
"8131",5,86,15,TRUE
"81543",5,66,15,TRUE
"81557",3,94,7,TRUE
"81567",3,94,7,TRUE
"81579",5,86,15,TRUE
"81615",5,66,15,TRUE
"81621",5,86,15,TRUE
"81697",4,50,15,TRUE
"8175",5,86,15,TRUE
"81789",5,86,15,TRUE
"81831",5,66,15,TRUE
"81857",5,86,15,TRUE
"8190",2,78,7,TRUE
"81928",5,86,15,TRUE
"8193",4,50,15,TRUE
"81931",5,86,15,TRUE
"820",4,50,15,TRUE
"8209",3,94,7,TRUE
"8214",2,78,7,TRUE
"8239",5,86,15,TRUE
"8263",3,94,7,TRUE
"8289",5,86,15,TRUE
"829",3,94,7,TRUE
"8292",5,86,15,TRUE
"8312",5,86,15,TRUE
"8324",5,66,15,TRUE
"8325",4,50,15,TRUE
"8334",3,94,7,TRUE
"8337",2,58,7,TRUE
"8338",2,78,7,TRUE
"83442",5,86,15,TRUE
"83444",3,94,7,TRUE
"83452",5,66,15,TRUE
"8347",5,86,15,TRUE
"83475",5,86,15,TRUE
"83479",5,86,15,TRUE
"83483",5,66,15,TRUE
"83538",5,66,15,TRUE
"83544",5,86,15,TRUE
"83593",5,66,15,TRUE
"83595",5,66,15,TRUE
"8362",3,94,7,TRUE
"8363",2,78,7,TRUE
"83637",5,86,15,TRUE
"83638",5,86,15,TRUE
"83640",3,94,7,TRUE
"83648",5,86,15,TRUE
"83650",2,58,7,TRUE
"83657",4,50,15,TRUE
"83659",4,50,15,TRUE
"8367",5,86,15,TRUE
"83690",5,66,15,TRUE
"83692",5,86,15,TRUE
"83693",5,86,15,TRUE
"83694",5,66,15,TRUE
"83698",5,66,15,TRUE
"8370",2,58,7,TRUE
"83706",5,66,15,TRUE
"83716",5,66,15,TRUE
"83744",5,86,15,TRUE
"83786",5,86,15,TRUE
"83849",2,78,7,TRUE
"83854",5,66,15,TRUE
"83938",5,66,15,TRUE
"83940",3,94,7,TRUE
"8398",5,86,15,TRUE
"8405",5,86,15,TRUE
"84056",4,50,15,TRUE
"84059",5,86,15,TRUE
"84068",5,86,15,TRUE
"84071",4,50,15,TRUE
"84108",2,78,7,TRUE
"84109",5,66,15,TRUE
"84126",2,78,7,TRUE
"84129",3,94,7,TRUE
"84131",5,86,15,TRUE
"84132",5,86,15,TRUE
"84133",5,86,15,TRUE
"84134",5,86,15,TRUE
"84135",5,86,15,TRUE
"84140",5,86,15,TRUE
"84144",5,86,15,TRUE
"84152",5,66,15,TRUE
"84159",5,86,15,TRUE
"84171",5,66,15,TRUE
"84172",5,86,15,TRUE
"84181",5,86,15,TRUE
"84182",2,78,7,TRUE
"84187",3,94,7,TRUE
"84188",5,86,15,TRUE
"84210",1,42,7,TRUE
"84217",5,86,15,TRUE
"84218",2,78,7,TRUE
"84220",2,78,7,TRUE
"84223",5,86,15,TRUE
"84224",5,86,15,TRUE
"84225",5,86,15,TRUE
"84229",5,66,15,TRUE
"84230",5,66,15,TRUE
"84236",5,86,15,TRUE
"8424",5,66,15,TRUE
"84247",5,86,15,TRUE
"84263",5,86,15,TRUE
"84268",5,86,15,TRUE
"84274",5,86,15,TRUE
"84301",4,50,15,TRUE
"84307",5,86,15,TRUE
"84312",5,86,15,TRUE
"84321",3,94,7,TRUE
"84329",5,66,15,TRUE
"84332",4,50,15,TRUE
"84333",5,86,15,TRUE
"84342",3,94,7,TRUE
"8436",5,66,15,TRUE
"8438",5,86,15,TRUE
"84433",4,50,15,TRUE
"84436",5,66,15,TRUE
"84446",4,50,15,TRUE
"84449",5,66,15,TRUE
"84450",4,50,15,TRUE
"84464",5,86,15,TRUE
"84466",4,50,15,TRUE
"8448",5,66,15,TRUE
"8450",5,86,15,TRUE
"84514",5,86,15,TRUE
"84520",5,86,15,TRUE
"84527",4,50,15,TRUE
"84539",4,50,15,TRUE
"84541",5,86,15,TRUE
"84547",4,50,15,TRUE
"84552",5,86,15,TRUE
"84561",5,66,15,TRUE
"84612",5,86,15,TRUE
"84622",4,50,15,TRUE
"84624",4,50,15,TRUE
"8463",5,66,15,TRUE
"8464",5,66,15,TRUE
"84640",5,66,15,TRUE
"84649",5,66,15,TRUE
"84650",3,94,7,TRUE
"84666",5,86,15,TRUE
"84675",5,86,15,TRUE
"84676",5,86,15,TRUE
"84680",5,66,15,TRUE
"84698",4,50,15,TRUE
"84726",5,86,15,TRUE
"84733",4,50,15,TRUE
"84747",5,86,15,TRUE
"84767",4,50,15,TRUE
"8477",5,66,15,TRUE
"84775",5,86,15,TRUE
"84779",5,86,15,TRUE
"84792",5,86,15,TRUE
"84807",4,50,15,TRUE
"8483",4,50,15,TRUE
"84833",3,94,7,TRUE
"84866",5,86,15,TRUE
"84874",5,86,15,TRUE
"84876",5,86,15,TRUE
"84878",5,86,15,TRUE
"84889",4,50,15,TRUE
"84894",5,86,15,TRUE
"8490",5,66,15,TRUE
"84904",5,86,15,TRUE
"84905",5,86,15,TRUE
"84918",5,86,15,TRUE
"8492",5,86,15,TRUE
"84930",5,86,15,TRUE
"84941",5,86,15,TRUE
"84944",5,66,15,TRUE
"84947",4,50,15,TRUE
"84955",5,86,15,TRUE
"84960",1,42,7,TRUE
"84962",5,86,15,TRUE
"84984",5,66,15,TRUE
"84986",5,86,15,TRUE
"84992",2,78,7,TRUE
"85002",1,42,7,TRUE
"85013",3,94,7,TRUE
"85016",5,66,15,TRUE
"8502",5,66,15,TRUE
"8505",5,66,15,TRUE
"8506",4,50,15,TRUE
"8510",3,94,7,TRUE
"8515",5,66,15,TRUE
"8517",2,78,7,TRUE
"8522",5,66,15,TRUE
