GSM929667	GSM929668	GSM929669	GSM929670
100421372	6.26960926094488	6.48925816404279	6.19925850409573	6.26880923124628
10043	5.40926607283809	5.27660368767923	5.15088931359751	5.10876679546133
10044	4.34772372338915	4.44237817295986	4.60365373559435	4.35972864324167
10045	3.98308339512352	3.63807677086234	4.02792339667268	3.98308339512352
10046	4.52751751034713	4.90128428340392	5.24290441262153	5.29151028210759
10047	5.76365296552201	5.72605016576115	5.79693482144013	6.03123863674339
10048	8.15244049791567	8.14016415935373	7.60266403219042	8.06780605338613
10049	5.80515607010207	5.73703974992056	5.43904009924269	5.71641527431161
1005	3.70856522009117	3.69498955153588	3.73995529416687	3.71548653170751
10050	4.16656696687597	4.29213446918996	4.27678518915431	4.10867801115002
100505478	6.36505135836941	6.65829039525916	6.82728144616442	6.71665179787625
100505573	5.85737784606216	6.01158731684979	6.16218178371749	5.72145316098991
100505576	4.62351831258614	4.30334055877376	4.89532039947786	4.13043519584998
100505741	3.1591797250536	3.2303400483636	3.21442006191182	3.40783928456547
100505841	4.63817753806854	4.36227002998427	4.51108989428727	4.57196539999093
100505876	5.62690433549254	5.74806799754591	5.26140960805864	5.60649988580461
100505989	3.19157128306389	3.13898477593872	3.351965472458	3.23563598246752
100506013	3.29318338218316	2.93418510967903	3.26805881522147	3.65109862746599
100506049	3.50527250911819	4.29880222159919	4.20264495819254	4.26605548219856
100506084	3.05715653784359	3.47907145452587	3.1740235338465	3.58910955592275
100506127	3.57154111622033	3.75220301895178	3.67199473755185	3.63991259814696
100506144	7.43350431905812	7.91929949039382	7.89397720400757	7.55877280499939
100506243	5.13701358750304	4.89953328870246	4.95238122386523	4.88862492260642
100506374	5.07644797709397	5.16552647032402	5.14639112742227	5.16213539618309
100506540	4.10470751278621	4.38388611916852	4.33684958255761	4.28584238448158
100506581	4.32086221245188	4.26793554941809	4.39077961262136	4.35222703309582
100506742	3.59493309278869	3.62802240399253	3.57177384660464	3.71446301570546
100507027	3.85610685236923	3.49712036118385	3.62429787218369	3.67158852651191
100507043	3.9590489492462	3.67227646747073	3.83489143181589	3.64254722390499
100507050	4.34639897052391	4.21756020927703	4.50523703226568	4.2535526542764
100507203	3.20607341675907	3.24605548708687	3.33626691259384	3.25744329066554
100507290	3.86646418332548	3.90783079916385	4.20273366436479	4.31470083523761
100507421	4.06029266637893	4.03130734792462	4.20089780675385	4.07734256408194
100507436	4.29270719591024	5.73997378293014	4.61500247484637	5.46104147386484
100507537	2.74472463372827	2.9997235141304	3.01956840480856	2.96282991294242
100507650	4.18529989251147	3.74316875534775	3.96859445326607	4.02230228921846
10051	7.99698176883827	8.13105767711062	7.85343598855128	7.26130931944862
10052	6.6159836823114	6.89172660515352	6.57561738302538	5.90510115163836
100528062	4.78365552176217	4.74651183942802	5.07945370813756	4.761938873707
10053	5.76593271841993	5.54368481491793	5.58828383571032	5.67196438511091
100533106	4.86701820702782	4.763734437664	4.76866049419343	4.8839921115226
10054	6.6720156834115	6.7361025497712	6.64703792486291	6.75034711623577
10055	8.3369550504792	8.03231673891685	8.07728958050783	7.89040529298573
10056	3.6852403700284	3.63286582039861	3.60387699551136	3.57957464323783
10057	5.90379276711033	6.5691189927884	6.08167350420755	6.70143706083922
10058	5.89075875905401	5.87301882455566	5.58635703915343	5.78869841951653
10059	8.31725313638907	8.21341900444803	8.23254315141751	7.9900282850474
1006	3.52521036097951	3.46338863717212	3.5881738011084	3.54084115404593
10060	3.74052637535653	3.75339864722923	3.88913889805034	3.74460474832141
10061	5.30461872331954	5.25447442228254	5.30414422182356	5.10065166155688
10062	4.54159582923339	4.57591653778791	4.47113865804951	4.47887569498836
100652824	4.27344449543557	4.17953658512738	4.39554394473635	4.30962251699216
10066	7.7607408285301	7.66869300855704	7.81119345196666	7.79412344451033
10067	7.65423628468888	7.74080366056164	7.62167957166969	7.64648491291281
10068	5.50281176645269	5.32836788917726	5.70612743114263	5.67097182307714
10069	6.50110976734213	6.68176675352357	6.39803912528422	6.75876048499939
1007	3.44678044616455	3.55099301993848	3.58765736465327	3.45391331107831
10071	4.66574955126985	4.82974321836861	4.97102660780437	5.18027027583497
10072	5.59837470497241	5.63611267429632	5.41613787931872	5.25413865413346
10073	6.40895608748635	6.56283182616245	6.56213773567325	6.61096496448445
10075	4.97559206242901	5.1383959659884	4.92460002867649	5.03661464732894
10076	5.87882468228373	5.59687965773839	5.72568498382657	5.86483854765512
10077	4.52657138983995	4.59287158314112	4.69866801857505	4.66030005828374
10078	4.69733618242967	4.86317481327877	5.03320463306424	5.08491289466817
10079	4.5764261098871	4.64656811340231	4.91480950940037	5.08946233930879
1008	4.25305320068446	4.05341821110418	4.30210919571275	4.19725563636444
10081	6.78171600779703	6.66876751261682	6.55197143019983	6.86509861185287
10082	4.47213917126268	4.20769410944955	4.53591730504824	4.38732995385813
100820829	6.93228849465151	6.63787032288025	6.60176304059139	6.78949846109785
10083	5.03626191156824	5.00112611465541	5.10595379906312	5.13634104022583
10084	6.15198811895284	6.1786181499261	6.06979012785265	5.99822538113811
10085	4.95546266326769	5.1467212558327	4.93280603823985	4.83138793858184
10086	4.50763352923627	4.2996958002831	4.52366724630758	4.72586161325753
100862671	5.19876598758687	5.05094105008721	4.93422200625799	5.16869611235547
10087	6.85299026983186	6.77240765704872	6.81938113361132	7.09363918748553
100885848	3.50092385265323	3.44647790690294	3.57055802223341	3.49409453531054
10089	4.20843704182255	4.26626245750082	4.22407115841944	4.36209652473938
1009	8.65418217266799	9.08138025002778	8.84224601990723	9.26420336303708
10090	4.02245775970535	4.31122919315116	4.25458745830021	4.39584242465841
10092	7.67399650516286	7.70128605750345	7.46558356222615	7.59817786473677
10093	6.01183479574449	6.06526591725362	6.21180554328855	5.91721280408791
10095	9.1356254111017	9.01545069525199	9.1925937920185	8.85362327722417
10096	8.21114787419927	8.04617779236077	8.0596551777259	7.81807945144327
10097	8.50934774990012	8.50428623570228	8.49447188791733	8.12236287400379
10098	5.71173206489913	5.95485872311277	6.0072848318736	5.82959680027558
10099	4.89303339845429	5.05172506723843	4.89186202014845	4.88899244859268
100996492	4.19325308577503	4.16073502974694	4.29559729863441	4.29941399848788
101	4.71360009428143	4.57536247326994	4.88717379101216	4.76665198621763
1010	3.44934563422187	3.89216124089525	3.54093446560356	3.5543348239528
10100	3.48789106220227	3.31323324594315	3.53857273077341	3.51180984090268
10101	6.47422601299269	6.99023278671969	6.63769590643035	6.1939558738555
10102	5.03503434246224	5.14919259106793	4.94617412335288	5.26371119346584
10103	5.34577720834872	5.21068136153799	5.28712648724012	5.29044102031228
10105	7.40860407899236	7.35010117065716	7.31694123348613	7.0883833232416
101059948	4.21342705997308	4.24546823684051	4.36522757586448	4.29944504571412
10106	5.11360068644001	5.25690865531785	5.51860484340513	5.49845820725433
101060200	3.75522797069465	3.87084339716025	3.66133215556491	3.72348219829839
10107	4.11238701994541	4.10499306366187	4.05847384697008	4.18157548356365
10109	11.1075274253031	10.9972415552167	11.0576901230731	10.8503636455087
10110	4.64490324783759	4.73505643067004	4.79972365488816	4.89536270913657
10111	6.32781024388585	5.85569969378661	5.79462570709049	5.99044229003857
10112	6.36702778765583	7.03090006202827	6.56021726852643	5.90339221808446
10113	6.38983728417993	6.36675823337967	6.23416472955237	6.07494490332632
10114	5.54718305003332	5.37243748764315	5.34503053112886	5.37359282100823
10116	6.0920028199154	6.10329567596143	6.01950322851679	6.12166967766728
10117	4.58153864214411	4.64849114340629	5.05165248678533	4.65280161721902
1012	5.459576704663	5.17823849088664	6.16322057390264	5.05035104206874
10120	6.2688429342131	6.17678687504089	6.17948079349272	6.26614901576128
10121	6.998129628197	6.91093896087667	6.80266425104232	6.39469804316681
10123	7.49082726766772	6.67950696522543	6.85801772278791	7.64269719269545
10125	4.06330711132788	3.60036560751271	3.31073834215215	3.54839998585888
10126	5.50250341124034	5.64570153958295	5.40275027287497	5.54594840121758
10127	5.42061720363158	5.45405781397084	5.64472962330882	5.5590228705097
10128	7.56092426660646	7.58036520304526	7.21455218270143	7.33844479923584
10129	4.17956912680748	4.2919716042344	4.03787976165215	4.01526212157074
1013	4.46834765641214	4.47231370003874	4.57886287909846	4.86090385296569
10130	9.7479782016138	9.49116846233551	9.35437141138147	9.73242482463293
10131	7.22991766735659	7.44213699189686	7.0446348290316	6.89423274953939
10133	7.40629728670576	7.62219413294787	7.43073188167686	7.71570121358417
10134	9.84933170288835	9.86581373138777	9.4391316000103	9.75861042271164
10135	7.01932313389286	6.34146430083191	7.58678283496468	6.82942457786204
10136	4.61472609097628	4.64573818782279	4.66875439164885	4.77820347845815
10137	6.9201050422732	7.14660381610051	6.53997137997322	6.28923790218612
10138	4.05687574579446	4.00451543220329	3.93479109586458	3.95880410950313
10139	5.46505895368712	5.43716271646672	5.54335905207138	5.20646504874242
1014	3.97777615221606	3.98616720741812	3.94769506940751	4.12241843655008
10140	7.42495090409363	7.93412730621427	7.67681785300929	7.77394396614568
101410538	6.24862303521744	6.12768289339979	6.30174147662327	6.12702652938526
10142	8.04442128868109	8.08864607984467	7.59171642403332	8.13920765158755
10143	4.51500987876511	4.36824666430477	4.36426676674404	4.74512049925996
10144	8.98127262183973	8.24235277395135	8.50478493363585	8.97660265493173
10146	6.44561492084104	6.48106139994136	6.29271650208455	6.20952176767802
10147	5.95657507974924	6.25693368252009	6.29337527994548	6.00188363845872
10148	10.5718683354697	7.83997253622682	8.70086294988409	8.99264283134569
10149	3.99602357498087	3.98610793817853	3.90186206805008	4.03168518256498
1015	4.13198608746391	3.9475354816464	3.97785012948502	4.09747577977654
10150	6.82877593983341	6.46046051544917	6.89705802329167	7.13482787483365
10152	7.22611927644216	7.25445062421523	7.32737701897319	7.24078813382702
10153	8.42630065745467	8.26599926391883	8.29859885892088	8.04240970055437
10154	3.89428048846676	3.89093553402632	4.07415477515997	3.98944242361166
10155	7.61510301707714	7.42688542364092	7.35931073586106	7.00003051732696
10157	4.00186810690951	4.53415360521648	4.51613655375663	4.43012012212003
10158	4.3805151015417	4.42532357953401	4.60581537038991	4.76376703793054
10159	9.72969187359537	9.9297402078164	10.0097500017546	10.042723230849
1016	4.39052040107749	4.22781271430109	4.54309176054844	4.58185248451074
10160	6.67099865163219	6.95746310878835	7.09042894600164	6.29893346547219
10161	7.47034971129192	8.13559308510454	7.8053034014567	7.4461869881652
10162	5.22713350003004	5.19592429411581	5.6480970242873	5.35820040947328
10163	7.39104466795022	7.35257672462189	7.40140667798449	7.48530746738851
10164	4.60301140061847	4.43649963190105	4.35261028714807	4.73525757418312
10165	6.45035131638264	6.6493922200181	6.74295248380664	6.27800937394365
10166	5.45099744540094	5.15002864355063	5.55450530090019	5.21527788116164
101669762	4.10644738255847	4.16137120912802	4.08749727411589	4.33360232675881
10169	7.98991066556314	8.04006890496214	7.9079530001304	8.11156004701686
1017	7.63213084615359	8.04885069283142	7.53450257058871	7.87036372208599
10170	4.89366372024593	4.96993016576086	4.7251411108257	4.78390986348378
10171	6.03967009401677	6.2877570932319	5.86648529739742	6.29118089276023
10172	4.24584796024987	4.25854785416887	4.34317853900895	4.32705747118962
10174	5.04819873543948	5.17362886910566	5.40085135529179	4.93144959314964
10175	7.98349534898092	7.9859356526098	7.63351441631006	7.89333439429979
10178	3.3282377612795	3.27756379966313	3.3211553710101	3.31462040958756
10179	5.63411544851686	5.38474939517394	5.53979158289651	5.50947884954498
10180	7.13057276975977	7.38992897909555	7.46460973478529	7.43255569100641
10181	7.91564029645771	8.14187697552785	7.99826301614889	8.28601391174486
10184	6.69294201403864	6.84846919005714	6.91874619576173	7.32689975127058
10186	9.32009396515516	9.3824933641541	9.60392014075123	8.54093323742944
10188	4.84078995843288	5.02341450368971	4.94586105549605	5.11170463360789
10189	6.67283814793568	6.53443709109734	5.70174759539355	5.88857183708568
1019	7.85352139824561	7.93313002280346	7.92240360935942	7.64190480941766
10190	8.65682229961206	8.64683231408704	8.25842859401086	7.88808158685869
101927581	5.97666396512332	5.95139411472012	6.07492397603586	6.06700902354935
101928991	4.83030469680938	4.95073271226901	5.46082868666972	5.30472448508752
101929726	4.35541372594121	4.13132596368855	4.47962701988023	4.47962701988023
101929926	4.0492591065538	3.89001094323447	4.01739902589742	4.02027956316826
10193	4.75663396433557	4.74014558921091	4.77106157026867	4.65566337587587
10194	8.39076685855605	8.76732149465352	8.63645475317326	8.99472338533923
10195	6.53720420944023	6.33084302875172	6.34670895674133	6.39649004055984
10196	5.78448772823178	5.91731086410883	5.38993557403164	4.95381597143193
10197	6.60086087281047	6.40616564705973	6.30267579175386	6.03546291914012
10198	4.7278601191516	4.63276778745673	4.46539575594147	4.37646410762381
10199	7.07811940023129	7.23957042912573	7.41816934464977	6.98310768708042
102	8.1299426660466	7.63957828752858	7.49920037636649	7.55782583957401
1020	5.2641177049197	5.66279146959231	4.97918273248034	5.23133837599664
10200	8.24642664983416	8.41382791316646	8.23183931711844	7.91669152825013
10201	6.64262734283965	6.6171467495002	6.40179301474276	5.89034003706899
10202	6.07934696250201	7.11269794346897	5.21546876451166	6.03620892568347
10203	4.38472479588511	4.5405445315089	4.38210387805497	4.28980881110248
10204	7.2026770613945	7.20548104534341	7.26000061835383	7.28169929514396
10205	3.79446570354315	3.69687053620604	3.74090077381102	3.76411924734908
10206	6.72139880535216	6.45384288947593	6.2662822900172	6.38328444831442
10207	3.52901333225325	3.59485461318345	3.66866057355674	3.63174453408153
10208	7.03177417881154	7.45551786567979	7.33863353354792	7.37101572548821
10209	9.84392939567716	9.84615606126632	9.7450691623307	10.2188015729852
1021	6.14347197687666	6.26931383944147	6.05601210176859	6.14553941882365
10210	7.42979908436792	6.99075496785917	6.62020707163972	6.98331969825806
10211	8.18401456365615	8.23065088784792	8.45781272458259	8.03443432945127
10212	7.47992805682077	7.40047543089508	7.55010435586036	6.98395718450749
10213	9.32272324927443	9.43757236469667	9.17051665660883	8.89693249796147
10214	4.83969565178571	4.85499911975494	5.17558824598107	5.12379091033378
10215	3.67734220845712	3.76247072234358	3.96084683796937	3.62840978941882
102157402	7.94591069374423	8.01978664595775	7.82737129674644	8.28925749519758
10216	3.62947460982141	3.59971276279063	3.51140257827283	3.57691534689526
10217	7.06585666533793	7.24276684960597	7.05209220185643	7.02694762497786
10218	3.68856697470274	3.85199260741836	3.69284154461796	3.72165628590659
10219	4.40894346626164	4.49074375253368	4.30961164885868	4.51101096719002
1022	8.30143513786739	8.03939024567489	8.64963594185038	9.1266799682714
10220	4.40431911432652	4.46008454783827	4.58790433247984	4.47120399135168
10221	4.52554150882173	4.33851925377115	4.90111012321506	4.49137040790408
10223	5.41554623680626	5.14391240524055	5.46479987736668	5.48330284342567
10225	3.3613002771758	3.35648631648285	3.38906450387583	3.34239763078492
10226	8.1838813708878	7.85561017865531	8.03353641579256	7.93767351820823
10227	5.67571161381212	5.38076632195038	5.65878507686182	5.5135601826587
10228	5.75517912446481	5.85206782114599	5.84692335579264	6.18312399935965
10229	5.67926746473815	5.86341140262289	5.68871356594251	5.7802282584272
10231	3.46804373990927	3.62355555824515	3.5436045396273	3.72359720381079
10232	3.3294705576417	3.43713575885841	3.48086156817933	3.28603928638044
10233	4.27443780607434	4.4092843051073	4.41242334579945	4.55409374659207
10234	4.08870360789175	4.1669063434753	4.31396537191849	4.35706384065054
10235	3.90523921679119	4.30633216754646	4.50614486764198	4.23420214001775
10236	9.19524231746433	9.17353729138819	8.95382663996343	8.81972114626391
10237	7.58477317506654	7.28855016163368	7.12032600474959	7.26044513142232
10238	6.69572519936395	6.76083925145812	6.82740095683805	6.7724804097592
1024	5.41321148591611	5.34019928339903	5.09581973435691	5.10297154203731
10240	7.39566505957134	7.10303790619867	7.02361240829157	6.55713919165298
10241	7.70251258070793	7.40978871894824	7.63096621790957	7.71777048380379
10242	3.79647098730767	3.77007271884347	3.83846473226738	3.74778028120519
10243	4.66082566902785	4.79491120171686	4.59317583553817	4.95496772469537
10244	6.45785754943428	6.61059656643439	6.30229059369013	6.15107663349822
10245	6.42594452042142	6.43367670446626	6.52065010369548	6.48239075061806
10246	3.54677630411786	3.54143342597596	3.6156091356481	3.58886190832134
10247	4.83825835838038	4.90031629855586	4.63452596686902	4.98165233651836
10248	7.24290392069109	7.0693242649835	6.48592852031354	7.04630583436915
10249	4.27000592282716	4.19680675723482	4.33881087652478	4.53167567501707
1025	4.40337634887781	4.31999042642668	4.52078618776179	4.47608027996332
10250	8.82084423913601	9.08543630157528	9.03505987725214	8.73220397620739
10251	3.38614292411488	3.56738065088042	3.7765254261985	4.05997620431226
10252	7.1073092668816	7.49215048968071	8.02680738383705	7.8073792176692
10253	6.474264591648	6.87534295746604	6.78874578150549	6.72464384002834
10254	5.47878715165437	5.43185110727613	5.3322939023772	5.42474544303126
10256	6.66858568203342	6.21382404724607	6.23098363014042	6.19248459890543
10257	4.19362128823911	4.32068092620406	4.06920638815566	4.25422755025166
1026	7.21477178198224	6.93514088377027	7.91010532665493	8.05456151287336
10260	4.79944398176767	5.0290738182384	4.82861073673857	4.83472430567328
10261	4.52357281549334	4.91499810402321	5.1229627531135	5.10562724372303
10262	7.10718628500415	7.14590216454131	7.20181744992814	6.83666432687466
10263	6.52248107154631	6.7219291361355	7.02570942251801	6.7841224547125
10265	3.49057601129362	3.54780079829002	3.75197128339377	3.61125804387095
10266	5.75369182880501	6.1067225173891	6.01892423834177	5.25572327334041
10267	5.45475116269499	4.8939954032097	5.41519601532464	5.27585254595445
10268	4.58390982041658	4.82433141516282	4.6803774118354	5.02614781787672
10269	8.16524020506316	8.17037209158145	7.84051180030828	7.98863184994337
1027	9.28275999850821	9.4666682233895	9.04888260574001	9.70657844154113
10270	6.7371505954781	6.55321520781652	6.44846577660572	6.37857545249131
10272	8.4892558844974	6.77749753487474	9.68098471565609	7.99274928883261
102723899	3.2706022926474	3.09866482059453	3.28764098264118	3.24303040659371
10273	7.46923616995331	7.56233933633924	7.50438885645599	7.30838221910185
10274	7.35785038567203	7.35344231141205	6.95597290166486	7.34263827702466
10276	8.97702750361256	8.5993087733676	7.97012969777442	9.08622687499773
10277	6.20671090616226	6.43628468485045	5.93065813806223	6.31647783266754
10278	7.02637615983232	6.21901392453632	5.97502756005793	6.36108968492679
10279	4.72755093110914	4.78063715088244	4.65708150847839	5.0073983856247
1028	10.244293665675	10.2081341656401	10.7339087776345	10.9424324188326
10280	5.96592087077678	5.92339944647899	5.94433095379124	5.400778262075
102800317	4.16301536683929	4.59083020866699	4.97159266464481	4.38199849249658
10282	8.5854088106772	8.30128274663369	7.88650672934368	7.85149075445493
10283	5.78338319382594	6.10658813945658	6.00200407299502	6.07545800693923
10284	6.65277057188879	6.74572338377503	6.6117363786788	6.79621675028481
10285	8.53869431222129	8.81977053397173	8.55400956947496	8.73883382043122
10286	7.73841394176218	8.04438321605015	7.60425249859657	7.81086813149711
10287	6.71801959547406	7.10718628500415	7.00631131265262	6.64777268977035
10288	3.49631443971518	3.54148882397761	3.40075417851015	3.56522081015334
10289	8.59362133325796	8.82183859208976	8.83352455862499	8.91918430448327
1029	4.18832080152218	4.32198395253222	4.36625239645443	4.30269732291928
10290	4.98949181204999	5.24516480285228	5.1189658301104	5.14904926824469
10291	7.06390406102261	7.0705807781963	7.03240168950651	7.07257432908746
10293	4.71981700687897	4.85145028699118	4.48990134863168	4.48431363474233
10294	8.21969849826736	8.28712159131372	7.81943985333726	8.1164934036972
10295	5.31126378778798	5.53262880889769	5.53434985416528	5.44852040526692
10296	8.33387930251384	8.21187397188737	7.82729171698419	7.86831457766945
10297	3.64433341634624	3.84221245099017	4.03196144623652	3.84925742921334
10298	5.64832762940386	5.69213223292782	5.76737988278292	5.77017472889784
10299	8.20883432990807	8.22968021033858	8.180936705044	8.15889846752708
103	9.3845714163574	9.3432545035331	9.23460416954139	9.23140792464679
1030	3.72992024151871	3.80514422809007	3.80241513262234	3.80303829949843
10300	5.0482024239315	5.03821386513424	5.25250931436345	4.92583399065275
10302	6.61468597318372	6.60933007845317	6.63037153262906	6.50529437892757
10307	5.49528321134007	5.76024819228777	6.2083177743041	5.87838885345314
10308	6.74969237059422	6.82826236970154	6.5915179976572	6.72035051467677
10309	3.80050468453292	3.98762209900241	3.98783184027487	4.07508786034781
1031	5.58796860975042	6.42875040884348	6.1857991421355	5.96737020424119
10311	6.3500185597125	6.14479462304402	6.32514092046438	6.22290268603626
10312	5.5623562097776	5.74752158334148	5.88287537571034	5.47310774824369
10313	8.0821255447589	8.18482587763075	7.9233501951214	8.22178059197243
10314	7.01784954237803	6.98028015389245	6.88609414867717	6.96828686042519
10316	3.89428048846676	3.7765254261985	3.83489143181589	3.98855332488177
10317	4.15352451692696	4.0888154427344	4.24638885189778	4.26533609624116
10318	6.9923231869984	6.62893293424807	7.24143065950878	6.96188619926022
10319	6.56753801764995	6.28161725355065	6.60870687295582	6.27311300455424
1032	4.1276608548211	4.29085983829969	4.30506851570067	4.15998846677843
10320	4.2805947268873	4.45078734166795	4.38468427283999	4.51774537018149
10321	3.04471285796798	3.11988196402986	3.06043931940607	3.05939135177372
