GSM707051	GSM707052	GSM707053	GSM707054	GSM707055	GSM707056	GSM707057	GSM707058	GSM707059	GSM707060	GSM707061	GSM707062	GSM707063	GSM707064	GSM707065	GSM707066
10048	12.7220157176648	13.1752670562219	12.708291964545	12.5064129847826	12.9601450457361	12.4535019665899	12.9835352739985	12.6765367046917	12.8932450469573	12.0287289829781	13.5532606459224	12.8011479306097	12.369769038412	13.1905966789177	13.4351421734237	12.1670799636822
10049	15.7708434077209	15.6816481451654	15.4571033273227	15.5863349155353	15.6022458525151	16.4572953959633	16.0265444717807	15.8294596600067	15.6480139269202	15.3847405842185	15.9378215323523	15.7445710602364	15.8489325954471	15.6179085359044	15.7496652060767	15.6554537099618
100506164	10.1597190481422	9.56676493565819	10.4783996701601	10.2000338762446	10.0763815910303	9.27209070874633	10.5860213878326	10.3828033375691	9.22447290426675	10.5989034468993	9.3793873587732	10.3897579805924	9.92555724042003	9.34517488069935	10.0176912569309	9.97276196233957
100506658	11.5565765837069	12.4036802220983	11.3027460847642	10.9052601021672	11.8802088400911	12.1344183496448	11.8423782715618	11.282420454101	11.332373800264	10.8840573458069	12.0950862446941	11.3768101738296	12.2334279575733	11.0693033661766	11.9213774842051	10.1624711083649
100507436	10.7190810824038	9.73567901249179	11.2918708985241	10.9045726860878	10.850424743213	10.3613017894993	9.58912681109839	11.0750474687997	11.4352104839283	11.6599932947535	11.1926385094112	10.9115590476186	11.9231287452234	12.0287289829781	11.5586771829498	12.8340255629078
10051	12.2216010073769	13.0450554585722	12.4803173563573	12.3907040082586	12.6269242326397	12.5265700838391	12.0635253177525	13.0221417995556	12.6020297921147	12.3067840439935	12.7662589568251	12.4178847060884	13.1616982725119	12.5727964558398	12.2680987414607	12.5065986000539
10052	9.91932636021581	10.8318263237137	10.5018167723116	10.6308838828586	9.76385315548337	9.68758050835009	7.25582077506701	10.8531945079728	10.9769573076214	9.03460225153485	10.8945170998349	9.63274176107635	9.67774715930691	12.0552163189647	10.2935795589686	10.4405234108193
10053	12.5060005441621	12.7603845141117	12.266031357365	12.326389141398	12.841930572797	12.8406506707994	12.5696073674287	12.8980296432928	11.9859345276886	12.1052731173903	11.9675649504034	12.1191575392718	12.9735654691428	12.3348076142944	12.5139824098173	11.4525357687223
10054	13.2352744884985	13.5365858437682	13.42854721769	13.3617087691842	13.4227669380614	13.5253743969743	13.2430663415839	14.0592809915988	13.8141554821979	13.3238005924921	14.0930697389086	13.6134220047421	13.6694887124337	14.0717941843622	13.4742219517926	13.6384424908601
10055	14.9654145299819	15.3675587426288	15.1300777893224	15.3793201710814	15.1944990991618	15.2302167616229	14.4781091544934	15.6434921910213	15.4404539164696	14.7403582948221	15.3899790011879	14.9577019144355	14.7658517111048	15.6631857459508	15.4858505164561	15.5119601649244
10056	14.0475907112639	14.0343522578192	13.8428562366525	14.1365231571501	14.2097349650171	14.1204738985415	13.5069849317289	14.6988048534265	14.171717690561	13.6581341052475	14.0457948623127	13.9158915086087	14.1377739502676	14.2026550810955	13.8675153180201	13.8349170582371
10057	11.2702508896097	11.7087629292677	11.7918472517714	11.487367327216	11.1600057371211	10.5392219823419	10.5211328540145	11.7532576620442	11.8713588686882	12.1839211754119	12.0896549854433	10.7503609008118	12.0356606149404	12.2025806523115	11.7189795661111	12.2865393455727
10058	11.1580481970437	11.3676299352364	10.4933324018053	11.5779197359674	10.7015203893163	10.7997736589806	10.6808002707074	11.2237701382553	11.1211266304562	10.3351500053292	10.9897204574457	10.4994799508377	12.1607828137277	11.2830642761534	11.1502828065873	10.2905184741007
10059	13.3034020166191	13.7367563028618	13.2931697062122	13.2055948849795	13.4636495710957	13.6493820562706	13.3143105647465	13.2459424923581	13.7241948009392	12.8771770465311	13.5819542882845	13.537984129252	13.2786277979699	13.2758745410139	13.6593100234398	13.0243101307318
10061	12.6058491131709	12.6890441152559	12.3274195955107	12.9518453326717	12.414702836367	13.0775248679678	12.746620809005	13.1792369210536	13.0810875262786	12.6778867585813	12.1836635118759	12.313005435377	12.2529652148194	12.4790016532829	12.3111964039373	12.7459066185833
10062	10.4611456561942	10.4256149299967	10.9285447279423	10.3440049645567	10.7730503757207	9.94643228325904	9.65656664069056	10.6757821404202	11.5813310747299	11.0581764482626	10.8558879084918	11.5294122648191	10.8185051207271	10.9938009716495	10.8745679110155	11.0576017225815
10063	12.9429784362037	13.0080108347613	13.3757127548677	12.7088205446634	13.3238005924921	13.3157894994385	13.376959973115	13.4710633849932	13.5900610546859	12.3300017101411	13.0090360469527	13.3081445739495	12.6534493462801	13.5290897541176	13.4734770184621	12.5961882311862
10066	12.9479661852464	13.193957887134	13.2561758480939	12.5600647547902	12.6965865866256	13.0533212772938	13.2087681649282	12.9757256064646	13.0680598674239	12.8630702578214	12.2825916360699	13.2277479408159	13.2099127560375	12.7266186034963	13.1798712984701	12.3807829202113
10067	13.9891059884888	13.9358110832517	13.8733527107455	13.8237072701326	13.8378011715719	14.1918630221521	14.3492495059064	13.864331015538	13.915403934572	13.7837054923609	13.819121193081	14.0250389418848	13.4010813267367	13.8760375206553	14.3091766018236	13.4765168754671
10068	17.847284436575	18.2671769741912	18.0861676519777	18.0666757835274	18.2068803182656	18.1683604323611	18.3092548227465	17.5162042915332	16.8675151650161	17.9099715866323	17.1451819958909	17.7832066113148	17.0432641435228	17.5486903142846	17.495473971962	17.71822976884
10069	12.1435976268914	12.2072996736412	12.2306850803426	12.1832950275154	12.1251126765389	11.5359736907687	12.3598656163516	12.1275215593659	12.0018308719125	12.0517359182763	12.4586351307776	12.3269149921408	11.5633544236326	12.336208597238	12.320134050217	12.266607206777
10073	11.6183312573741	11.6097377004143	10.8714707270093	12.2287339473589	11.331237746717	11.3193423131945	11.3704868685691	11.9872220004095	11.927008195073	11.5468664909094	11.9079545223369	11.2896931050468	11.9839470865458	11.9702046205408	11.5906160329391	12.0825048041387
10076	10.5487105223044	10.5354870922595	10.330186524126	10.667330961922	10.2038106280865	10.1659051764682	9.777118366632	10.5439789173638	9.5898446292964	11.0036139353093	9.41842238809219	10.7275086618502	11.4401193464608	10.096399178495	10.6217083628868	11.5209791200205
10078	12.0351006851356	11.7809900542768	11.9278909933407	12.079083558282	11.8103025568583	11.9079545223369	12.7452760535971	11.6034616121575	12.0695902563954	12.1350620214005	11.7397302954227	11.963620500735	12.2135004990797	11.9666469673902	12.0740639037733	12.1425771578207
10081	12.0853321334037	11.6619424219504	12.4989169779737	11.9642143504698	11.6192380767767	11.2179534790172	12.1049245803854	11.8094351690742	13.0387503132322	11.7387573622708	12.5078107119076	12.7403166171638	12.1897942971113	11.7955613751858	12.7505245240924	11.9751862572188
10084	13.4273050561675	13.279886237139	13.474442313491	13.8408747994292	13.5656487016292	13.5442377515162	13.1748517071613	13.9298159672205	13.7549658588913	13.8813845541709	13.394148918959	13.5634824120279	13.6325237368629	13.664891029712	13.6106312040709	13.8934367931821
10087	13.527696836931	13.4557709091312	13.4010813267367	13.499269308517	13.429218350083	13.3022336867651	13.1571053125373	13.4879881798761	13.3107079380455	13.7565469662095	13.9477624822942	13.1995348899203	13.7147487326246	13.5241934730642	13.4607929456108	13.5784818296347
100885850	14.5093356720099	14.0264502300361	12.6343553157565	15.0130997838921	14.8441080263431	14.8241480389381	14.4156906973404	15.0635261141419	13.6365838072966	15.4404539164696	13.5774608577891	14.6902434997736	13.9993063008429	14.3603705934811	13.4545091144773	15.3192591176265
1009	15.3831879578188	15.8745868315795	15.5459502492707	15.7934946353161	15.3401025915153	14.6738569570552	15.0346729527831	14.8465263743973	15.9357462621675	16.2783681708302	15.731112456456	15.4606653841282	15.9945023566212	15.8803547511649	15.2063496440829	16.8117993440659
10092	15.2360654973553	15.8041615819612	15.5297568130328	15.1353549666463	15.7339313128381	15.0252159988749	15.1284470409849	15.8745868315795	15.5995467945623	14.8718769999854	16.6632658389705	15.2650382136224	15.4234223222137	16.0772756174282	15.8311750530538	14.5989907100275
10093	14.7321637045157	14.9136854713563	14.7568917007838	14.4076697269365	14.6497878492687	14.5289562360573	14.4354983250715	14.335724767133	15.1411771691731	14.5227061703458	14.0313951998131	14.6889983523985	14.9239009768992	14.574466504482	14.798782833205	14.4570704152063
10094	15.9988058752198	16.0653749540499	16.0573304515448	15.5777826921241	16.3082605427161	16.1988526441452	16.0337561744354	16.3044320152365	15.988728494468	15.7802873383303	16.4398026119725	15.9419237948059	16.2427439890861	16.1228671636856	15.854049360888	15.4397723108387
10095	16.7645242502256	16.6568379043655	16.661752866206	16.7328354762758	16.8847921753086	16.4297388560959	16.5204770378759	16.4529674582512	17.3756170113635	17.0058043197673	16.8166338615787	17.1137437757137	16.6661804553467	16.7058695384756	17.315062723406	16.505971649217
10096	14.4994535931409	14.8293918650834	14.0093125077046	14.1568409078279	14.575615855718	14.5685988106857	14.139148570121	14.6441979080754	14.4235902438001	14.1572949112265	14.5402131667512	14.1564201211655	14.7711138467959	14.3582855367557	14.3773974301299	14.0819746779704
10097	14.8351808601722	15.214638220861	15.0801619805571	15.4776980615778	15.3779202183833	14.6897207970672	14.5842281258573	15.0076367011061	15.0123866755933	15.246541271085	14.8802684463693	14.9339077136839	15.3588383117023	15.1035380346493	14.8408870229544	15.2692711487389
10098	11.5995145631137	10.9863208237065	11.5929829159609	11.9041423043746	10.6578350880658	11.5108814242504	10.9623012326319	11.7012552185001	11.9254092215955	12.4175578726081	12.4894842443986	11.5168134214371	13.2498616898905	12.3785538527017	11.5870421811796	13.2299208472701
10099	13.7299501423167	14.2373915291646	14.3171950784574	13.4159267141392	13.9993063008429	13.8089653541914	14.0233163109511	14.3599093843851	14.3731082677072	13.9275282423378	14.4599360994024	14.0068829515326	13.7245400811564	14.4770655026778	13.6163912557066	13.9344158061093
100996939	14.2190608775976	14.27135642378	14.6651115860231	13.982929541658	14.5283002735774	14.1792097934456	14.313088443169	14.7890410118876	14.4557460471506	14.3393219478597	15.0963007770275	14.5060955340334	14.0752510598426	14.7362270832031	14.4059843451644	14.0752510598426
101	14.4943773015314	13.4765168754671	12.8944036422137	13.4578431966575	14.0329539640584	14.2912058907216	13.9815672392607	14.180573663132	13.758839295161	13.7708466119739	13.3974879388462	13.5596910006262	16.013349437807	13.4620373548307	14.0386198431974	12.7298995354979
10101	12.5677860478579	12.1202886745513	12.5705608559655	12.3111964039373	12.3788505004648	11.9982238169433	12.0466915186743	12.336469300734	13.3063597070507	12.6234594305424	12.302170560596	12.8556227268854	12.8572953598167	12.4998861131846	13.0387503132322	12.4494929054741
10102	12.0988108354807	12.0523812187111	12.4120343205465	12.3258887338794	12.5202690724468	11.9035518913699	11.7735063586566	12.9467282983456	12.6633685200526	11.7036337237783	13.2002677408548	12.2321268293929	11.8319428202278	12.6133404851362	12.1244649921381	12.2404984192173
10103	10.4925109438672	7.19691632577243	8.87341447003198	9.3089622685912	9.07140201566727	10.0059033112299	9.64947345170807	9.83750694455412	11.3035456285481	11.4837246573802	8.4090610225873	9.89767080904375	10.7024222755122	7.42826040326207	9.69133035395889	8.78936463695419
10105	15.2391851009103	15.1484710080147	15.0948282621572	15.4965050025555	15.1784833111255	15.2553838575144	14.8329650539044	15.6862336825735	15.2346405244845	14.7012783007206	15.1258303835695	15.0375438088765	14.9855554858773	15.4271824215596	15.5863349155353	15.0464174907457
10106	12.8030807078012	12.8630702578214	12.44706362326	12.6455978357543	12.688500734314	13.091716117472	12.9653301825988	12.6455978357543	12.951476460467	12.8286227425825	12.9540904055042	13.0168067286564	13.2393982083632	12.6747607761948	12.8384394359782	12.9646502136641
10109	17.4587425833644	17.1997963504001	17.0913210513049	16.9953633192126	17.3477393284981	16.9853551293725	17.2677967200769	17.2213827394094	17.5022601687746	17.2966160202261	17.5065617258434	17.3456492502937	17.5201318666975	17.3477393284981	17.3684654399244	16.9873863490764
10110	11.4062148811986	11.6864952429033	11.9578417925679	11.3342561403892	11.600887792509	11.8550670427244	11.1998882823599	11.7397302954227	11.2738033279493	10.6473222170564	10.7754384879149	11.0096340581446	10.9185089364989	10.9178494481629	11.8052723310185	11.3320953084222
10111	13.4696144221646	13.3617087691842	13.2014008962299	13.8986906083062	13.2193318474261	13.0805375257397	14.0706257670087	13.9761672264161	13.4793204259273	13.6585096445842	14.1088327334034	13.7841733143688	14.2782698298822	13.5887164665583	13.7267904356569	13.9730668537789
10112	11.1576282826132	11.6933882991383	11.5754754949926	12.1076366859967	11.4509667123538	11.231120660394	10.3223744835197	12.3826058757947	12.1541807515358	10.9570322943116	12.0651863844451	11.3583442235633	11.4502945159172	12.0491017250387	11.2868519551494	11.8678626255844
10113	14.8458506931503	14.9463712328576	14.8701158176359	15.038980238077	14.9410538660764	14.8903994424047	14.6644332679195	14.498862153437	14.7535003076187	14.8754587299433	14.5381067227095	14.6031882866538	14.3920431281472	14.5842281258573	15.1803754894623	15.0723244447376
10116	10.2648066729876	10.606833427402	8.69910602661025	10.2918317761297	8.48252350208273	8.43357938381836	9.79035029907659	10.2682572293451	9.37394775986844	9.11940408004912	10.6084000673193	10.3068072850798	10.775788815221	9.58062704478572	10.362807259437	9.79898605565374
10121	13.3168726851038	13.6321099776178	13.3029739658501	14.0210757004767	13.3882421330292	13.1146112363852	13.2401187874467	13.5365858437682	13.7395128268576	13.545583500549	12.5746898124204	13.371247838699	12.7547255275559	13.7704254843977	13.9791942730032	13.8445629230869
10123	12.8093034233954	13.5827023032261	13.0871982352059	13.0709686372276	13.4057489258316	12.41653341378	13.3403187333089	12.6046405997882	13.1049335657072	12.5398065528235	13.7317433216798	13.0832219118912	12.0160628702533	13.7535182106714	13.8802793645264	12.203679426393
10124	13.4347481599189	13.2809819133294	13.9989391215907	13.7661065107074	13.3772595221571	13.7379688225347	13.3961055510365	13.8863647977677	13.6513689856818	13.1256953751584	14.0922145688799	13.4443866490972	12.4749067403701	14.0215421841492	13.8498219010503	14.1957202442693
10125	8.0376299567425	12.2694583255697	8.9817275068011	10.7869045372395	9.05586967521869	8.2813288086332	10.2519070687266	8.51767759176586	9.98589196226834	10.3507155409561	11.8074480464159	10.1438753954373	10.1550570712227	9.72749211943551	11.0020461255168	8.72013253599458
10126	13.2139839298687	12.8610255795089	13.1377595977223	13.3074919789564	13.1256953751584	12.6187720492324	13.0507739462355	13.107635595646	13.4336316753085	13.3358190366804	13.2494985033027	13.157760162102	13.4857564683541	13.150704141758	13.3473968166579	13.4167369369657
10127	12.7961896201959	12.9363843400798	12.7613301569588	13.1531204414374	12.6271547603226	12.5078107119076	12.6479849346381	12.269996844944	13.0005497440343	13.0874805360526	12.705841069972	12.7101990154209	13.2998226892545	12.7582023811966	13.3812077414539	13.5174253970344
10128	14.4354983250715	15.0755662493067	14.1473223862154	14.3782789367232	14.456402983973	14.6337756801447	14.2860124282706	14.6970736916251	14.5415808037561	14.0420406636642	14.3856134947825	14.5093356720099	14.6068868831217	14.2022890759951	14.5187607605913	14.2058296669164
10129	8.55799014969167	10.6992297468074	10.1759155835323	10.7596061899486	9.6444463417072	9.43294115457981	8.8598106662967	9.90610154529525	10.9948833936391	10.9721309123924	10.6378679995923	10.3507155409561	11.4478165943472	11.1161672810864	9.81241539252407	11.5427160833903
1013	13.1146112363852	13.3143105647465	13.6746554737544	13.9929074861241	13.6771330881899	13.4768696896036	13.7497728357169	13.540462924777	12.7930901187289	13.6681658758644	12.9231943518097	13.429218350083	12.7253624808957	12.9649607789761	12.8643093102823	13.5382665435661
10130	16.6534662529194	17.4587425833644	16.2812953866863	16.4572953959633	17.4613038734418	17.4795338151928	16.9183706121326	17.1906617654622	16.5999353806068	15.8421188713197	16.7965037066366	16.4434458942404	16.1853007028527	16.6896727305312	16.7753875447967	15.1769068743421
10131	12.3843440383841	12.1832950275154	12.3557301060141	12.2779720612032	12.2216010073769	12.5746898124204	11.6465414737373	13.252506494824	12.4161648434116	11.9138022738433	12.1211438293238	12.5323968970629	12.4182482541846	12.7003092037042	12.0225902158582	11.1931747509597
10133	14.6568823421644	14.3426650528807	14.4825052338691	14.2702943337628	14.1421205512008	14.3986545773197	14.3931409264091	14.5072494904181	15.0955527461097	15.038163633833	14.3544403944962	15.1379830002737	15.1960327152666	14.6001194279662	14.5374544918839	15.16397051876
10134	15.7812645348034	15.8782865945103	15.6808444714979	15.1692366767337	15.7908267752989	15.9036157625767	15.9896907734632	15.7786415488655	15.7400483996957	15.3103193192761	15.6790248786663	15.6277234987485	15.7934946353161	15.9332195257526	15.7688816647974	14.8299641880115
10135	12.6198791841999	11.9492194708791	12.5005662011917	12.100206779903	11.8395201812099	13.0263863736172	12.5526669435659	12.7820121055555	11.7808334452479	12.7848660924034	11.928869303479	12.8270135116312	11.9425450651108	11.994034281285	11.4758497048154	12.6291305601227
10137	11.5268569816643	11.7436232178977	11.206273569794	10.7282365531222	11.2865930364519	10.8826859460988	10.9098169591637	11.4172515819796	11.6080303677878	11.1515066129296	10.9808399137118	10.9308546148737	11.396417657116	11.430392991165	10.9145798696799	11.5343749661349
10138	12.7140864302191	12.1406148925808	12.7651144079003	13.3063597070507	12.4436306807899	12.433331365963	12.0433033356272	13.0996459680867	12.7427633224741	13.2657325073052	12.9608714356931	12.7640656015593	12.397616593024	13.11532590537	13.1721270228135	13.7254332218768
10139	11.4861160059753	11.5950390433412	11.8014274392658	11.4079394224622	11.5628036628968	11.5961794960474	11.7363791200808	11.5712204601712	12.0703137784024	11.493963398489	11.5279304030798	11.6319118213503	11.5068474782375	11.819681225058	11.9140997920401	11.2351585201481
1014	9.53237748508228	8.13845622863668	7.97824879937779	10.4561314903221	8.55969822074332	9.41290247947437	9.6766363663844	10.4094372086776	9.39287799392637	9.71951630323589	8.71423656704808	8.65206999745512	9.83637946593812	9.11374984773871	9.54524034347637	8.51964494538917
10140	11.2365914677763	10.9194809107762	11.7397302954227	11.0296627771708	10.9948833936391	11.1357327852956	11.3126625392802	10.7618332987197	12.117323060426	12.1587671696281	10.7222046740045	11.3710601921402	12.4051578854995	11.137267149284	10.7819883108468	12.2697173739113
10142	13.5527928002419	13.5130008872778	13.3716549257875	13.211885323706	12.9960452563216	13.2023498576236	13.4647669174024	13.0795396677046	13.2346104146832	13.0602635189011	13.7997969912427	13.2805887386065	12.9926340802765	13.0189729133072	13.5450067837121	13.1156842840352
