GSM252349	GSM252350	GSM252351	GSM252352	GSM252353	GSM252354	GSM252355	GSM252356
100130519	4.20324189488185	4.10277097239004	3.75317872205304	3.51654823729106	3.95838056360765	3.51796306154002	3.59652921216085	3.73671399411756
100130613	2.85625968649104	2.57262993103544	2.47688736927714	2.56455063671187	2.28912680445263	2.66137113050944	2.52548661000955	2.77711173131613
100130705	2.78545253714915	2.89099291681345	2.93990365830554	2.86432675240726	3.03922881023575	2.81387150641544	2.80545504311951	2.92202883388814
100130733	3.24471582015128	3.2486126672836	3.90512655480206	3.80408133688148	4.27997884378002	4.83497430016103	4.10378434691907	4.3198923991491
100130933	3.69486402831007	3.74210433005315	3.97860028253744	4.06546125324598	3.21679702216485	3.33941021360244	3.20070300225105	3.27120754129933
100130958	4.51976277443351	5.04178487849279	4.88988930093006	4.66231109416953	4.89379186141649	4.8422325079362	4.64637297508926	5.01924287597362
100131017	4.21244177972324	4.719567448671	4.20937145542507	4.40563075878249	4.63970921189944	4.70797005224343	4.26111383808873	4.50547680172315
100131187	7.47315194882845	6.99047415243925	7.43893897220523	7.16055722153809	7.3474671230388	6.276311397596	6.84988755324494	6.71901449460178
100131211	3.05495141265916	3.65029889992611	2.82625371102237	3.03407245491482	3.07908272523137	3.10710393219225	3.09038613920941	3.18588244338923
100131303	4.66131718653098	5.01007750736463	4.51228568269214	4.12627987993577	4.39761468656864	4.47116886954274	3.80766792460317	4.6201190064466
100131755	2.87481504448613	2.99560089463672	2.81223263987923	2.91404051894241	2.90847440167963	2.87905305030416	2.89042676577408	2.9795170300615
100131801	6.05928402438206	6.37149080293525	6.31550126887021	5.87967212937448	6.53865480177133	6.11880992904719	5.36920072522117	5.99107438168386
100131827	4.27207438635666	3.67603468096293	4.11741716860255	4.2311046011399	4.11951699815103	4.22300831331314	4.28079866993335	4.03366923174489
100131897	2.65049995495441	2.71814089153557	2.34672079019953	2.50567801077905	2.34203839051789	2.54569367306425	2.47429565551315	2.51518408541446
100132074	6.10224469153086	6.6114804143693	6.08718134914213	5.89561089182851	6.00410159874102	6.42707346548054	5.40091136903974	5.72969058551163
100132386	3.05569342959282	2.72279322009599	2.77182208259127	2.65044619281148	2.7405323063441	2.85247755252181	2.76715023094937	2.68281663765546
100132476	2.52435150295932	2.55093625943774	2.50163710725055	2.16241107324772	2.4967732605029	2.346747067921	2.37495299581843	2.25498162390614
100133941	9.99112682866362	9.98243703319276	9.93512346169657	10.1368036011482	9.92808610479981	9.29882606764547	9.50088494470068	9.00566354332927
100137047	4.50023660738288	4.70778746069472	4.6006168796715	4.52704837878907	4.62980383697523	4.19350793176623	4.1562792925098	4.84502491735225
10014	4.95279660945319	5.04862262960373	4.82848939053041	4.79767037082096	4.86879682349666	4.80858577472993	4.61626761759619	4.87765548944459
100141515	3.45065990888486	3.45661405628495	3.70822211567895	3.71021236733041	3.52451294190061	3.65218056660745	3.39592543098895	3.51135439978698
100144748	3.17822288539114	3.1106562512583	3.13262478297923	3.16155182015841	3.05924592122775	3.03901643819833	3.07873683510908	3.1490703469749
10015	8.16017542581994	7.73721207232863	8.10750062644099	8.17719677927285	8.09137798743745	8.10617643546482	8.2267364324319	8.06620806399916
10016	8.46105597520793	7.96055860024204	8.17514636900232	8.1897622533542	8.54931428240464	8.28488133599827	8.34707893077676	8.11938805784591
10017	2.87965136879197	3.02376214440943	3.14287900200187	2.96301745727472	2.83325993542668	2.85881314763019	3.00805840284634	2.8608605878528
100170229	3.02023537227473	3.06484699851901	3.16465722872492	3.0231330403978	2.86540806629733	2.86395027492073	2.98290743445232	3.03537570801096
100170765	2.99279009549259	2.95969640565804	2.68080855711257	2.95955560756097	2.77534837118917	3.07204634545969	2.57539309816944	2.90719561791956
100170841	5.02611761855727	4.75722363015804	4.79028666771379	4.77778062836345	4.6766706959336	4.89024031380942	4.5455174645463	4.75173638942993
10018	4.36302031116081	4.28825185287946	4.33619961842137	4.27879928684019	4.45462542663311	4.30812520230228	4.37586607129961	4.39258750365109
100188893	9.69774801134831	9.48773305365059	9.5440062457827	9.59744490145794	9.68686994600393	9.37357758408644	9.44964438776197	9.44255086768005
10019	6.56073731278874	6.78383458286541	7.09764437615149	7.27368381432779	7.86213176172942	7.70630351038446	7.71823759895233	7.96162823151597
1002	3.00648117879502	2.94372950313921	3.11553552505645	2.9162379763552	2.95959280552886	2.97585712227267	2.72772511240257	2.93990365830554
10020	7.264840429616	7.30661713041553	7.28490549664182	7.46184895181559	7.75168330935571	7.35757915396308	7.8731187360271	6.87468938905954
10021	3.20021890610077	3.15016526270023	3.05339196909574	3.09269337538272	3.07842095119147	3.23212856042428	3.14840178565893	3.2283205449373
10022	2.98256275911274	3.14787310243348	2.91654456649956	3.06499392268254	2.89514945304262	2.9366416784112	2.73879406822728	2.94726987356959
10023	3.80571540684723	3.75787123022575	4.10489795296087	4.12477295029775	4.29214079529601	4.25766861345058	4.05251549936813	4.31195178458634
10024	5.15016863207899	5.19628782480141	4.50184953294969	4.36618648949147	4.41672546813625	4.6007810818172	4.03902747619027	4.45748070598709
10025	6.60346486890761	6.40313457504693	6.31121006316784	6.25539419326901	6.2919666977391	6.30300017122223	6.08671965425982	6.26328837866772
10026	5.43904658047067	5.29580143908011	6.18811231518031	6.38572477911998	5.2497156116355	5.36166139860959	5.7988441729458	5.33562953709678
100272147	7.06404706702339	7.27662639001166	7.15404721722404	7.11998628874395	7.14753145599005	7.04774471536818	6.98759048300695	6.82415571554885
100287482	2.84954084664704	2.64672828057912	2.54807954200123	2.58789681616042	2.2926690847461	2.46826010335237	2.34849521213502	2.46809889211525
100287932	8.28213751153307	8.37163578033013	8.45597564559588	8.40426155363575	8.27788037370432	8.25036642928075	8.28391111903853	8.08691308093097
100288413	7.71192008927069	7.56759508410912	6.58325699524521	7.02641702579779	7.68035967002558	7.07341730350402	7.00576330643537	6.79639716166991
100288797	3.12261909067986	2.953637641635	3.36069079972898	2.94005915832519	2.68127867969586	3.0421049455905	2.98195837187085	3.17623117115022
100289187	4.00949218609324	3.44596022217464	3.70715673611267	2.9906978689753	3.84760129841965	4.07572177642085	3.85005106789148	3.92074725728322
100289255	3.48359641742798	4.20653007661659	3.74530750403793	3.80056586727475	3.6269037746046	3.64012553382386	3.62237052496801	3.51586392433316
100289635	4.56123071734008	5.3558783323619	4.55050767844249	4.7775762838314	4.64719716120775	4.92790177150913	4.45172375592873	4.95530813487125
100289678	5.20492657581688	5.66017616011477	5.22933216273099	5.06478069678351	5.04813442368676	5.0457481344556	4.85120367247905	5.27572210197289
100293516	3.78773648206131	5.09374635165404	3.79832830610198	3.65690824361057	3.907959672733	3.50095814180001	3.30837701328773	3.99805300833356
1003	7.95739659276012	8.56922734183642	7.59940427680004	8.32658391758947	9.14178294265359	9.39014068058876	8.77924821682451	9.28771006352047
100303755	5.57091088306194	5.65826875015841	5.48036384152754	5.68803768024265	5.82792756726349	5.87330572439942	5.33926744302148	5.48015057142756
100316904	5.77101844568012	6.25468235419404	5.08282062681522	5.13552255230509	5.67559364927525	5.681374348958	5.45930970203545	5.68859529299944
100329135	2.61772693696493	2.51662146058579	2.43343943375723	2.42352249873941	2.6028332054161	2.6028332054161	2.47235755252657	2.48864044104532
10036	4.99844863098295	5.40894551746988	4.74520063750776	4.76517945751094	4.76674347642974	5.01150672378507	4.61612377541237	4.78101343351911
10038	7.04889268432642	6.92386557244058	6.75484448393535	6.64819180410105	7.05281516293261	6.83494562823632	6.61775844403374	6.72296637177435
100381270	3.63847825281809	3.89619380109132	3.94891399067019	3.33489010279657	3.53481076263433	3.61683131708356	3.41442068635454	3.57260936925063
10039	4.00572863122037	3.62129165584498	4.43994691017823	4.03877530075733	4.08783220085215	3.82370437239179	4.31379106966564	3.70806765377571
1004	2.89081399898482	3.0077662690171	3.00008400650009	3.0557597976572	2.75264054781184	3.07214632138014	2.78612642872207	2.77212050960405
10040	3.26423847835479	3.24921922804598	3.32018313732668	3.40066082574829	3.44112002188612	3.6557912439899	3.25558555822278	3.22875519701382
10042	7.00133931632579	7.59851812430638	6.84285525585291	6.77998524419544	6.93650297710945	7.19311704072169	6.81416170429599	7.19038742407496
100421372	5.86185114329245	6.1133990643402	5.61321120563366	5.85078984419652	6.18511591126913	6.0651816123368	5.75868146013564	5.87975355501505
10043	5.66904099030277	5.41224131566708	5.81110039028785	5.88544828153663	5.77098089358719	5.62100117333708	5.9302572505578	5.66782914015322
10044	5.1526159709377	4.88648442623412	5.36438234292347	5.78175854366854	5.894404560251	6.15243909251585	5.72861268291979	5.76955895747862
10045	4.22957190075254	3.97659095398544	3.92487408618689	4.34452385845968	3.92531201933866	4.07161612357187	4.04945012627492	3.62881554111026
10046	3.34639001619868	3.73427807709269	4.72613851311351	4.64135147219674	3.50510576776953	3.40191451958059	3.70311021767801	3.66273352605377
10047	3.61680543573718	3.52246260701189	4.05495702189654	3.46555534767584	3.51118626533737	3.38742952149777	3.63603560426914	3.62827420470968
10048	6.64747690168977	6.38782917659707	6.58861576465965	6.56972666814133	6.66490456821113	6.70942424483891	6.57979103897693	6.5738548043532
10049	6.81671980085896	6.64733891585249	6.91173397302986	7.15716567597998	6.8885714811514	6.57392262615445	6.84135466216245	6.37865935910823
1005	2.70362512740556	2.83365729517262	2.81932649748463	2.7184170497627	2.53483830275225	2.50791998827861	2.6400242205912	2.65382345692394
10050	3.05397208630741	3.03870995868	2.90968296706908	2.89408076992004	2.71888907100132	2.97821100258564	2.86234119241568	2.88127180354932
100505478	4.49205249625883	5.25393853201236	4.60975970774765	4.54160497938079	4.61302529541552	4.68822040196335	4.51729856691822	4.36050848903696
100505573	5.45343983584036	5.06546247105357	5.49870451662482	5.50052278007055	6.10270317717981	5.80119464136197	5.79943522345312	6.11708364133273
100505576	3.22387118759657	3.30077128096867	2.84789360534728	3.02019121456423	3.26655704149173	3.73591777102494	3.38853482996408	3.3678582757541
100505741	2.4846686985553	2.50730280011435	2.44087078153985	2.1821293259477	2.39472290634596	2.38415168430488	2.47262157555442	2.5106439873279
100505841	3.21758749242647	3.48953054678759	3.19851442333093	3.1213813480154	3.07348898548925	3.13681686227137	3.1471867575928	3.01743463113714
100505876	5.50992757942335	5.26223828246979	5.138207514732	5.04820912313866	5.5210337171585	5.56095283667136	5.39007400340267	5.23612343153895
100505989	2.57926467026706	2.61573620725897	3.76571578243403	3.56795801180181	2.37542145907239	2.76362435038797	2.57534069801601	2.44664020022274
100506013	4.58808454043328	4.06877633216534	3.37130295654622	3.97818934527298	3.25429267350458	3.6040150775675	2.15649944661478	2.34909917156431
100506049	2.79703076477986	3.04133718178167	3.07534559406585	2.9157807942771	2.95571324025616	2.91782899501654	2.71348228872948	2.85687968884393
100506084	2.86501617057847	3.22859618450677	2.4805415152311	2.41578737831498	2.41790019654744	2.54294123331622	2.58029408226748	2.36855850907337
100506127	2.8884546214576	2.91019291543341	2.61294367788853	2.71308593701305	2.72197055387824	2.67357903938554	2.59763086802407	2.77945623479275
100506144	7.14786150187586	6.28625099280707	7.72562076358283	7.42106085114752	8.22541714193913	8.04653914474308	8.10529163141315	8.25931850436658
100506243	3.78407297014717	3.82576351785884	3.80887703232281	3.74178222222012	3.31469546785584	3.20082030551561	3.19571629526991	3.11722406536443
100506374	3.36916577747701	3.37246093840225	3.46564927525618	3.31682200424923	3.27809056284206	3.42997608220338	3.13082214455692	3.37201093189687
100506540	2.85814757434994	3.00465280462106	3.15365890099452	3.03374130273787	2.93053713372745	3.20378524010586	2.80545504311951	2.84711611376231
100506581	3.79464834895504	3.71122671290713	4.00315921026683	3.94391374047347	3.73613401043834	3.64707627460923	3.51837870186202	3.68112870894069
100506742	2.872610477846	2.56334677602919	2.74056799664227	2.70295997348566	2.55439699507006	2.68382277059481	2.72395595301346	2.63019145858482
100507027	2.98335890410229	2.92814181501159	2.65414276010864	2.97841369592335	2.6814826338012	2.80706770730191	2.75444910478426	2.91547351524185
100507043	2.49725435105219	3.05124070217925	3.0375276430239	2.71197776832092	2.85282218357823	2.81997764366606	3.15403800345819	3.15875961015932
100507050	3.16176171649323	3.19771617620421	3.01468341384983	2.90260875045177	3.04494793487491	3.16125034583725	3.22714580088483	3.1426162010713
100507203	2.54275775426235	2.70786091127877	2.49758194953187	2.63153155835032	2.46339457047721	2.73809515342177	2.58772523842221	2.41895515596624
100507290	3.44634975675738	3.40688310588375	3.37442380340794	3.18626630924518	3.29085162922134	3.50162412804635	3.31677118691769	3.26711613428556
100507421	3.19025522338397	3.17663112963653	3.01592106939937	2.94806450340873	2.95468126608509	2.98615944313112	2.98004446989191	2.85765027778296
100507436	3.3080019674748	3.42165622027454	4.56585122574821	4.94934268804932	4.4378467153888	3.34388739869968	4.51302536267619	4.2790456015962
100507537	2.32044877739136	2.39172779208082	2.47873071526884	2.17626619529766	2.36628919750957	2.32648752386572	2.23045585838357	2.2755087357534
100507650	2.91600664623631	3.02867309071879	2.78349348449079	2.8925359915271	2.62184032770728	2.65056181709312	2.79524830639472	2.89338829569098
10051	7.20133804085665	7.56939551086836	6.95500260643369	7.17679828086232	7.1492187531591	7.20127567788962	6.91766970504834	7.1022954775689
10052	4.8520956559455	5.84760938910966	5.08430932753777	5.61419200915272	5.93250312463925	6.66003799521269	5.96109024236495	6.44037827017934
100528062	3.86945240901049	3.69993788340584	3.85494918771662	4.19737385545694	4.17638912054842	3.92589006487575	4.23762324383235	3.89338521794513
10053	6.64837939480257	5.8637142289731	6.07561982390386	6.18415585437437	6.02628528609594	5.64164377494211	5.57644084739744	5.43094398081748
100533106	3.63822516530282	3.57417749692772	3.73640134573428	3.41399519378821	3.45491663596035	3.74061859400892	3.35561203612241	3.62206907781696
10054	5.61781156808891	6.1405709281349	5.74823865602435	5.76759358035765	5.6476809517127	6.05037051830089	5.67266677507677	5.92297782643012
10055	8.12756148739137	7.70816730789144	8.04540063466687	8.07634329728696	8.23772516082012	8.062346985152	8.11314638694172	8.08833386316395
10056	2.89419865143595	3.14427426314272	2.80806472080612	2.93161405942799	2.66430517631421	2.76276319540914	2.74258854020214	2.78328080068539
10057	5.13237665162559	5.44271791531827	5.18646624923581	5.59539598147768	6.06973392665709	5.93430365791211	5.34692446909761	5.96933860967334
10058	5.42502866568505	5.5893056939244	5.19072762717077	5.24144223557658	5.02658855738253	5.32794340614894	5.01141751953092	4.898670113942
10059	7.77778925341159	7.95678005236451	7.6341354043605	7.63642897642889	7.71536795228989	7.91932379471491	7.81603403184583	7.65397630603937
1006	2.78420839138921	2.88460549533306	2.75404487877847	2.67819319466091	2.70258576145571	2.57887924326781	2.66919640814363	2.62634583768138
10060	2.91710009188879	2.85868582937086	2.96800969326481	2.87939844953792	2.68186474155788	2.97272791089916	2.84773505755697	2.96528363810097
10061	4.24871139542217	4.5100843584688	4.35363183551258	4.36406388535979	4.21715313440351	4.32411765193048	4.25722977760601	4.30948932391479
10062	5.07612961961068	4.76415031035346	5.13019752491605	5.2870048583292	5.59904038343093	5.42718939160691	5.54230200663997	5.62862635874272
100652824	2.63799040093616	2.87885319152639	2.62114964865796	2.88996020055054	2.3769961353532	2.66411082759847	2.63238491144047	2.82303674323345
10066	8.20623712476565	7.55368377807422	7.83982986968169	7.77503645533241	7.93667175975237	7.71115685532768	7.91769540544459	7.92447851968023
10067	7.28337084386683	6.53350860332279	7.40051104632226	7.17190318846259	7.50254542683982	6.91271296210775	7.52865491601496	7.12285433346509
10068	4.90637852021939	4.62448338687906	4.6682403896194	5.03444586560253	4.93661327353547	5.06909383007428	4.88092199621188	5.15121981122184
10069	6.02640652976251	5.90134479832363	6.32422657822899	6.26904479272519	6.30358546562248	6.3150923724118	6.38680776940585	6.00493696984878
1007	2.59287735224564	2.73610461816793	2.52888184219941	2.40566180220118	2.60056301724349	2.7795093082046	2.57397457643439	2.63240626061674
10071	3.01785821875878	3.299480645512	3.09349522312747	3.12505282074501	3.17280584191067	2.70973475177659	3.03425797479072	3.07060036790667
10072	6.04631312589812	5.27829334681704	5.81336541466978	5.7767705931567	5.85247991788376	5.61958457230218	5.96292786604771	5.68524169244342
10073	7.2371476848733	7.05719818517716	6.95426491724537	7.06071406777637	7.01742020475539	7.12496734836028	7.06742401447495	7.07985392777192
10075	4.15092803515751	4.15925990974572	4.07835469492268	4.139373632433	3.76428627175351	4.05547024251495	3.97429115464556	4.08228144575731
10076	6.13691906817522	6.16986025245517	6.10183895331689	5.99552276844401	4.99807048454211	5.48420450414369	5.27912871301686	5.49543688441083
10077	4.04362524934462	4.08516792182733	4.03586819317041	4.19808743064595	3.92282616176461	4.25545964876093	4.02154974678674	3.82038554573008
10078	5.56629210395443	5.1686309508585	5.4552840808442	5.66397316956231	5.65857240284847	5.59263183445055	5.35531495743316	5.43279415202255
10079	5.11566856974129	6.03257506224921	5.87667556723401	6.16561280152172	5.72427854111993	5.39696649956899	5.64996667939872	5.55406481990166
1008	3.01210168513839	3.05790468460342	2.69764422740109	2.91779826066813	2.63825315317656	2.63825422827153	2.72230994252253	2.71339274814498
10081	6.17776614760137	6.62018274485241	6.32422657822899	6.17574768172954	6.42700625586363	6.60343013716198	6.052388321697	6.36046773602998
10082	5.07674604034789	6.23546659105043	6.15669022574393	5.81219167848074	3.37846726434295	3.64495496521046	4.68015786969375	3.82195335656203
100820829	4.72818883976896	5.10473379078163	5.76856684020069	5.56590933146301	6.2771591874276	6.36214960525028	6.35498215503473	6.2429916552181
10083	3.19129247380423	3.48151801215839	3.10182675673128	3.26642056659168	3.08755604222414	3.04790848959712	3.06186648073153	2.99073700068942
10084	6.68891624158593	6.56487788994432	6.7835076903842	6.72720267999255	7.06779884268656	6.77852776487752	6.69767632529214	6.67645210688895
10085	4.12366549757077	4.32047521459244	3.93376860929184	3.87782665840748	3.5113689989492	3.60418603389398	4.09168265472649	3.66716070191323
10086	3.71972382657359	3.78099782817074	3.36544079644642	3.48066449144069	3.26075888869194	3.45964434063567	3.17515462028258	3.3394926539434
100862671	5.27185700068843	4.51310006070636	4.56539182031045	4.5774214672637	4.43456095133537	4.49425627508406	4.83146532659694	4.66107718259771
10087	6.17323480461327	6.34464019393499	6.33469785556373	6.3851750562621	6.47198894906299	6.46094098418664	6.40212114192137	6.38429224275333
100885848	2.85762894319009	2.71999231837814	2.59284620553236	2.68051385831728	2.75657214515734	2.71808402075009	2.72481039581928	2.89372320843079
10089	3.57772132942572	3.31798851872274	3.6092888001177	3.43643570902171	3.28757755567095	3.33832476667302	3.29031639410045	3.48231165305969
1009	7.98064933457641	8.46234064795851	8.36227192196966	8.10289195643985	8.64895837738946	8.47112536724189	8.49951643936376	8.68843646239681
10090	3.78316959778128	3.99984041356789	3.74923709475583	3.66501539638325	3.75231171842117	3.9282928641984	3.98301728710152	4.04667245174667
10092	7.34666848341574	6.79710991142032	6.98283919667735	6.82334506756472	7.66672114273637	6.78638116819319	7.24928646101372	7.24465088161013
10093	7.61668154390199	7.35468511156265	7.69523018526671	7.69273373484117	7.65098031611664	7.50366588545473	7.81717792911583	7.61988472542609
10095	10.195799707535	10.0169761339057	9.95682363127468	10.0573126872579	10.2211881373592	10.0562655447474	10.0735642417495	10.0134762747461
10096	7.69136940083554	7.36811318207429	7.37465771988066	7.58848781484762	7.6198644254922	7.37385636059647	7.69611283952636	7.53510306185013
10097	8.67207851272368	8.67041897651853	8.648973262261	8.69640128265298	8.71384398527125	8.59453471377721	8.79388983366176	8.85709613748512
10098	6.43182262692082	5.73289195716863	6.59839000440219	6.31715235660023	6.03314935928601	6.59809039444962	6.57188717923644	6.56935839374277
10099	4.07558729434229	4.12646196252455	4.16504299399835	4.08886995810828	4.15037995674591	4.19776915261922	4.15759981096535	4.205875339263
100996492	3.25312571059069	3.67017574561256	3.31173077467015	3.17805866804182	3.09133987293946	3.30263693597031	3.269804336262	3.24010740378453
101	4.61479141549038	3.97765130122729	3.52130840094979	3.90493178799617	3.61459799435182	3.48233321159638	3.5793861580453	3.63338119480104
1010	2.58978734597123	3.05373891097964	2.83815498238156	2.70208604092863	2.33089127421826	2.43545063995196	2.53196127900638	2.90368500851241
10100	3.88276310809267	2.92185647207367	2.81357274068177	2.89374325418919	2.80613870375511	2.95995736823668	2.95386878760001	2.8141810481962
10101	7.53563518136522	7.71777245054858	7.77907182169619	7.72089745229065	7.53478331784884	7.70916148914103	7.48788124963591	7.53081511127361
10102	4.13774715418723	4.12626373993469	4.15769937074617	4.17151674890268	3.98789189921606	4.22272081369345	4.18424054978584	4.07527509116315
10103	5.36243237501853	5.44740977626862	9.70042690619676	9.85710044559046	4.57306551493009	4.59049544123069	7.04025553954186	4.64507088376784
10105	7.35560968451545	6.3112228705887	6.70338187973141	6.57413886295529	7.54999845279267	6.58810371286754	7.50560737588376	6.49133287478996
101059948	2.59330563270538	2.44299942390542	2.61191733014951	2.73358775883379	2.47157201261777	2.55740037625109	2.6609729770275	2.66384574811567
10106	3.63316064343247	3.62202259485029	3.48437105982131	3.38164693132535	3.61366943056453	3.56633822472827	3.62469619274418	3.70513404995252
101060200	2.93589734369398	3.14499300930115	2.93336960431399	2.99254489145028	2.93274639990771	3.04705139182988	2.97683220343525	3.29558775684605
10107	3.13209627854562	3.05852255867234	3.03738248342187	3.18096805383743	2.89376117227256	3.09063118929868	3.022464718652	3.07907429415296
10109	10.9978016667692	10.9662783303646	10.7456207104573	10.7505585210429	10.9999515560451	10.7822497255864	10.8425429354535	10.8189258196254
10110	3.96627866139935	3.91468963049428	4.1645919381018	4.19041851442624	3.70459688159862	3.30896076130216	3.38942323672667	3.36132609616147
10111	5.11609046590276	5.10040945053834	5.26637716377527	5.11397036149574	5.01587137832166	4.98082071298443	4.95618503776942	4.9568693928588
10112	6.96912840224935	7.64681703350439	6.69901081429635	6.50997727544409	6.64231521787549	6.83567759525635	5.80234433409486	6.54244534376918
10113	6.62154225560333	6.93694796730472	6.79949641698019	6.84196591666903	6.82982603823009	6.5253667664088	6.51313631801617	6.5474017018073
10114	5.27853376751363	4.76641797956235	5.18812467023896	5.61730808686877	5.51758075830617	5.34881909156412	5.7138671569235	5.64031632670447
10116	5.15823344063893	4.59742762981258	5.1407703728708	5.31597619017986	5.50468084568242	5.4179269321751	5.57851213336659	5.59366977054025
10117	2.70871467982657	3.17280584191067	3.11073597886349	2.97420204491268	2.95756918677875	3.06275365929864	2.75854833058415	3.05205678033281
1012	3.49393524862089	5.778026561504	6.74196691441238	6.60153505564523	5.01271735734295	6.5469368609583	6.7831795382569	5.46042469768341
10120	6.52612348437076	6.25500354177346	6.86358110805871	6.68978290853573	6.32568637389224	6.28494968445162	6.47744341808624	6.37030958554165
10121	7.25679625581023	7.09498423021829	7.3147453317574	7.22744112793092	7.47456061898658	7.37025088609089	7.58454224633845	7.35059340467955
10123	6.37048555795191	5.86262629828058	6.02683162595915	5.80968151571289	6.75114652793067	5.72454322217385	6.01594122439342	6.40582523678775
10125	3.01499526593526	2.95354823184647	4.95547567812456	4.2336676330192	3.21215348238375	2.82453010031385	4.62140429846274	2.90168800021156
