"gene","n_datasets_with_gene","non_imputed_First.trimester","non_imputed_Second.trimester","in_both_groups"
"11074",1,4,4,TRUE
"11075",1,4,4,TRUE
"11076",1,4,4,TRUE
"110806298",1,4,4,TRUE
"11081",1,4,4,TRUE
"11082",1,4,4,TRUE
"11085",1,4,4,TRUE
"11086",1,4,4,TRUE
"11093",1,4,4,TRUE
"111",1,4,4,TRUE
"11107",1,4,4,TRUE
"11113",1,4,4,TRUE
"11122",1,4,4,TRUE
"11126",1,4,4,TRUE
"1113",1,4,4,TRUE
"11132",1,4,4,TRUE
"11133",1,4,4,TRUE
"11136",1,4,4,TRUE
"11138",1,4,4,TRUE
"1114",1,4,4,TRUE
"11141",1,4,4,TRUE
"11148",1,4,4,TRUE
"11154",1,4,4,TRUE
"11155",1,4,4,TRUE
"11161",1,4,4,TRUE
"11166",1,4,4,TRUE
"1117",1,4,4,TRUE
"11172",1,4,4,TRUE
"1118",1,4,4,TRUE
"11181",1,4,4,TRUE
"11189",1,4,4,TRUE
"11190",1,4,4,TRUE
"11197",1,4,4,TRUE
"112",1,4,4,TRUE
"11202",1,4,4,TRUE
"11211",1,4,4,TRUE
"11216",1,4,4,TRUE
"11219",1,4,4,TRUE
"11221",1,4,4,TRUE
"112268241",1,4,4,TRUE
"11227",1,4,4,TRUE
"11228",1,4,4,TRUE
"11236",1,4,4,TRUE
"11240",1,4,4,TRUE
"112441434",1,4,4,TRUE
"11245",1,4,4,TRUE
"11247",1,4,4,TRUE
"11248",1,4,4,TRUE
"11250",1,4,4,TRUE
"11251",1,4,4,TRUE
"11254",1,4,4,TRUE
"11255",1,4,4,TRUE
"112574",1,4,4,TRUE
"112609",1,4,4,TRUE
"112744",1,4,4,TRUE
"11278",1,4,4,TRUE
"11279",1,4,4,TRUE
"1128",1,4,4,TRUE
"112802",1,4,4,TRUE
"11281",1,4,4,TRUE
"112817",1,4,4,TRUE
"11283",1,4,4,TRUE
"112885",1,4,4,TRUE
"1129",1,4,4,TRUE
"112937",1,4,4,TRUE
"113091",1,4,4,TRUE
"1131",1,4,4,TRUE
"113146",1,4,4,TRUE
"11317",1,4,4,TRUE
"113177",1,4,4,TRUE
"11318",1,4,4,TRUE
"1132",1,4,4,TRUE
"113220",1,4,4,TRUE
"1133",1,4,4,TRUE
"1134",1,4,4,TRUE
"11341",1,4,4,TRUE
"113451",1,4,4,TRUE
"11346",1,4,4,TRUE
"113540",1,4,4,TRUE
"1136",1,4,4,TRUE
"1137",1,4,4,TRUE
"113730",1,4,4,TRUE
"113746",1,4,4,TRUE
"113835",1,4,4,TRUE
"114",1,4,4,TRUE
"114026",1,4,4,TRUE
"1141",1,4,4,TRUE
"114112",1,4,4,TRUE
"114131",1,4,4,TRUE
"114132",1,4,4,TRUE
"114134",1,4,4,TRUE
"1142",1,4,4,TRUE
"1143",1,4,4,TRUE
"1144",1,4,4,TRUE
"114571",1,4,4,TRUE
"1146",1,4,4,TRUE
"114609",1,4,4,TRUE
"114770",1,4,4,TRUE
"114771",1,4,4,TRUE
"114780",1,4,4,TRUE
"114781",1,4,4,TRUE
"114783",1,4,4,TRUE
"114786",1,4,4,TRUE
"114787",1,4,4,TRUE
"114788",1,4,4,TRUE
"114792",1,4,4,TRUE
"114794",1,4,4,TRUE
"114795",1,4,4,TRUE
"114798",1,4,4,TRUE
"114803",1,4,4,TRUE
"114804",1,4,4,TRUE
"114805",1,4,4,TRUE
"114815",1,4,4,TRUE
"114822",1,4,4,TRUE
"114827",1,4,4,TRUE
"114880",1,4,4,TRUE
"114898",1,4,4,TRUE
"114899",1,4,4,TRUE
"1149",1,4,4,TRUE
"114900",1,4,4,TRUE
"114905",1,4,4,TRUE
"114960",1,4,4,TRUE
"114987",1,4,4,TRUE
"115004",1,4,4,TRUE
"115019",1,4,4,TRUE
"115196",1,4,4,TRUE
"115273",1,4,4,TRUE
"115350",1,4,4,TRUE
"115352",1,4,4,TRUE
"115362",1,4,4,TRUE
"115557",1,4,4,TRUE
"115560",1,4,4,TRUE
"115584",1,4,4,TRUE
"115650",1,4,4,TRUE
"115701",1,4,4,TRUE
"115727",1,4,4,TRUE
"115761",1,4,4,TRUE
"115795",1,4,4,TRUE
"1158",1,4,4,TRUE
"115811",1,4,4,TRUE
"115827",1,4,4,TRUE
"115861",1,4,4,TRUE
"116",1,4,4,TRUE
"1160",1,4,4,TRUE
"116039",1,4,4,TRUE
"116071",1,4,4,TRUE
"116085",1,4,4,TRUE
"116113",1,4,4,TRUE
"116135",1,4,4,TRUE
"116154",1,4,4,TRUE
"116173",1,4,4,TRUE
"116179",1,4,4,TRUE
"116255",1,4,4,TRUE
"116285",1,4,4,TRUE
"116328",1,4,4,TRUE
"116337",1,4,4,TRUE
"116369",1,4,4,TRUE
"116442",1,4,4,TRUE
"116443",1,4,4,TRUE
"116444",1,4,4,TRUE
"116448",1,4,4,TRUE
"116449",1,4,4,TRUE
"116511",1,4,4,TRUE
"116519",1,4,4,TRUE
"116534",1,4,4,TRUE
"116729",1,4,4,TRUE
"116840",1,4,4,TRUE
"116966",1,4,4,TRUE
"116969",1,4,4,TRUE
"116983",1,4,4,TRUE
"116986",1,4,4,TRUE
"117",1,4,4,TRUE
"117144",1,4,4,TRUE
"117145",1,4,4,TRUE
"117154",1,4,4,TRUE
"117156",1,4,4,TRUE
"117157",1,4,4,TRUE
"117159",1,4,4,TRUE
"117166",1,4,4,TRUE
"117194",1,4,4,TRUE
"117195",1,4,4,TRUE
"117196",1,4,4,TRUE
"117245",1,4,4,TRUE
"117285",1,4,4,TRUE
"117286",1,4,4,TRUE
"117289",1,4,4,TRUE
"117531",1,4,4,TRUE
"117532",1,4,4,TRUE
"117579",1,4,4,TRUE
"117583",1,4,4,TRUE
"117584",1,4,4,TRUE
"1179",1,4,4,TRUE
"1180",1,4,4,TRUE
"1183",1,4,4,TRUE
"118427",1,4,4,TRUE
"118430",1,4,4,TRUE
"118442",1,4,4,TRUE
"118461",1,4,4,TRUE
"118471",1,4,4,TRUE
"118491",1,4,4,TRUE
"118670",1,4,4,TRUE
"118738",1,4,4,TRUE
"1188",1,4,4,TRUE
"118812",1,4,4,TRUE
"118856",1,4,4,TRUE
"119",1,4,4,TRUE
"1191",1,4,4,TRUE
"119467",1,4,4,TRUE
"119548",1,4,4,TRUE
"1196",1,4,4,TRUE
"120065",1,4,4,TRUE
"120066",1,4,4,TRUE
"120114",1,4,4,TRUE
"120224",1,4,4,TRUE
"120376",1,4,4,TRUE
"120379",1,4,4,TRUE
"120400",1,4,4,TRUE
"120425",1,4,4,TRUE
"1208",1,4,4,TRUE
"120863",1,4,4,TRUE
"120892",1,4,4,TRUE
"120935",1,4,4,TRUE
"121006",1,4,4,TRUE
"121214",1,4,4,TRUE
"121256",1,4,4,TRUE
"121268",1,4,4,TRUE
"121273",1,4,4,TRUE
"121278",1,4,4,TRUE
"121340",1,4,4,TRUE
"121391",1,4,4,TRUE
"1215",1,4,4,TRUE
"121512",1,4,4,TRUE
"121551",1,4,4,TRUE
"121599",1,4,4,TRUE
"121601",1,4,4,TRUE
"121643",1,4,4,TRUE
"121793",1,4,4,TRUE
"122042",1,4,4,TRUE
"122046",1,4,4,TRUE
"122258",1,4,4,TRUE
"122402",1,4,4,TRUE
"122481",1,4,4,TRUE
"122618",1,4,4,TRUE
"122651",1,4,4,TRUE
"122664",1,4,4,TRUE
"122773",1,4,4,TRUE
"122876",1,4,4,TRUE
"122945",1,4,4,TRUE
"123041",1,4,4,TRUE
"123099",1,4,4,TRUE
"1232",1,4,4,TRUE
"123264",1,4,4,TRUE
"123283",1,4,4,TRUE
"1233",1,4,4,TRUE
"123624",1,4,4,TRUE
"1237",1,4,4,TRUE
"123722",1,4,4,TRUE
"123775",1,4,4,TRUE
"123970",1,4,4,TRUE
"124045",1,4,4,TRUE
"124093",1,4,4,TRUE
"1241",1,4,4,TRUE
"124220",1,4,4,TRUE
"1244",1,4,4,TRUE
"124401",1,4,4,TRUE
"124404",1,4,4,TRUE
"124411",1,4,4,TRUE
"124460",1,4,4,TRUE
"124535",1,4,4,TRUE
"124538",1,4,4,TRUE
"124599",1,4,4,TRUE
"124602",1,4,4,TRUE
"124626",1,4,4,TRUE
"124751",1,4,4,TRUE
"124773",1,4,4,TRUE
"124783",1,4,4,TRUE
"124817",1,4,4,TRUE
"124842",1,4,4,TRUE
"124857",1,4,4,TRUE
"124872",1,4,4,TRUE
"124912",1,4,4,TRUE
"124923",1,4,4,TRUE
"124925",1,4,4,TRUE
"124930",1,4,4,TRUE
"124975",1,4,4,TRUE
"124989",1,4,4,TRUE
"125",1,4,4,TRUE
"125111",1,4,4,TRUE
"125113",1,4,4,TRUE
"125115",1,4,4,TRUE
"125170",1,4,4,TRUE
"125336",1,4,4,TRUE
"125488",1,4,4,TRUE
"125704",1,4,4,TRUE
"1258",1,4,4,TRUE
"125965",1,4,4,TRUE
"125972",1,4,4,TRUE
"125981",1,4,4,TRUE
"126",1,4,4,TRUE
"126006",1,4,4,TRUE
"126014",1,4,4,TRUE
"126068",1,4,4,TRUE
"126070",1,4,4,TRUE
"126074",1,4,4,TRUE
"126075",1,4,4,TRUE
"1261",1,4,4,TRUE
"126123",1,4,4,TRUE
"126129",1,4,4,TRUE
"126147",1,4,4,TRUE
"1262",1,4,4,TRUE
"126204",1,4,4,TRUE
"126206",1,4,4,TRUE
"126248",1,4,4,TRUE
"126259",1,4,4,TRUE
"126298",1,4,4,TRUE
"126306",1,4,4,TRUE
"126326",1,4,4,TRUE
"126364",1,4,4,TRUE
"126370",1,4,4,TRUE
"1264",1,4,4,TRUE
"126402",1,4,4,TRUE
"126410",1,4,4,TRUE
"126433",1,4,4,TRUE
"126520",1,4,4,TRUE
"126526",1,4,4,TRUE
"126549",1,4,4,TRUE
"126567",1,4,4,TRUE
"126638",1,4,4,TRUE
"126661",1,4,4,TRUE
"126668",1,4,4,TRUE
"1267",1,4,4,TRUE
"1268",1,4,4,TRUE
"126820",1,4,4,TRUE
"126823",1,4,4,TRUE
"126859",1,4,4,TRUE
"126868",1,4,4,TRUE
"1269",1,4,4,TRUE
"127",1,4,4,TRUE
"127003",1,4,4,TRUE
"127124",1,4,4,TRUE
"1272",1,4,4,TRUE
"127247",1,4,4,TRUE
"127254",1,4,4,TRUE
"127255",1,4,4,TRUE
"127294",1,4,4,TRUE
"127343",1,4,4,TRUE
"127391",1,4,4,TRUE
"127540",1,4,4,TRUE
"127579",1,4,4,TRUE
"127602",1,4,4,TRUE
"127670",1,4,4,TRUE
"127707",1,4,4,TRUE
"127731",1,4,4,TRUE
"127733",1,4,4,TRUE
"127795",1,4,4,TRUE
"127829",1,4,4,TRUE
"127833",1,4,4,TRUE
"1280",1,4,4,TRUE
"128153",1,4,4,TRUE
"128209",1,4,4,TRUE
"128229",1,4,4,TRUE
"128239",1,4,4,TRUE
"128408",1,4,4,TRUE
"128414",1,4,4,TRUE
"128434",1,4,4,TRUE
"128486",1,4,4,TRUE
"128488",1,4,4,TRUE
"128497",1,4,4,TRUE
"1285",1,4,4,TRUE
"128553",1,4,4,TRUE
"1286",1,4,4,TRUE
"128602",1,4,4,TRUE
"128611",1,4,4,TRUE
"128646",1,4,4,TRUE
"128653",1,4,4,TRUE
"128674",1,4,4,TRUE
"128710",1,4,4,TRUE
"128817",1,4,4,TRUE
"128821",1,4,4,TRUE
"128822",1,4,4,TRUE
"128859",1,4,4,TRUE
"128861",1,4,4,TRUE
"128864",1,4,4,TRUE
"128876",1,4,4,TRUE
"128954",1,4,4,TRUE
"129025",1,4,4,TRUE
"129080",1,4,4,TRUE
"129293",1,4,4,TRUE
"129446",1,4,4,TRUE
"129450",1,4,4,TRUE
"1295",1,4,4,TRUE
"129530",1,4,4,TRUE
"129607",1,4,4,TRUE
"129684",1,4,4,TRUE
"1297",1,4,4,TRUE
"129807",1,4,4,TRUE
"129852",1,4,4,TRUE
"129880",1,4,4,TRUE
"129881",1,4,4,TRUE
"1299",1,4,4,TRUE
"13",1,4,4,TRUE
"130",1,4,4,TRUE
"1300",1,4,4,TRUE
"130013",1,4,4,TRUE
"130106",1,4,4,TRUE
"130120",1,4,4,TRUE
"1302",1,4,4,TRUE
"1303",1,4,4,TRUE
"130399",1,4,4,TRUE
"1305",1,4,4,TRUE
"130540",1,4,4,TRUE
"130560",1,4,4,TRUE
"130576",1,4,4,TRUE
"130749",1,4,4,TRUE
"130752",1,4,4,TRUE
"130813",1,4,4,TRUE
"130827",1,4,4,TRUE
"130888",1,4,4,TRUE
"130916",1,4,4,TRUE
"130940",1,4,4,TRUE
"130951",1,4,4,TRUE
"131",1,4,4,TRUE
"1310",1,4,4,TRUE
"131034",1,4,4,TRUE
"131096",1,4,4,TRUE
"1311",1,4,4,TRUE
"131177",1,4,4,TRUE
"131368",1,4,4,TRUE
"131375",1,4,4,TRUE
"131377",1,4,4,TRUE
"131405",1,4,4,TRUE
"131540",1,4,4,TRUE
"131544",1,4,4,TRUE
"131601",1,4,4,TRUE
"131669",1,4,4,TRUE
"131831",1,4,4,TRUE
"131890",1,4,4,TRUE
"132014",1,4,4,TRUE
"132112",1,4,4,TRUE
"132141",1,4,4,TRUE
"132200",1,4,4,TRUE
"132203",1,4,4,TRUE
"132204",1,4,4,TRUE
"132243",1,4,4,TRUE
"132612",1,4,4,TRUE
"132724",1,4,4,TRUE
"132851",1,4,4,TRUE
"132884",1,4,4,TRUE
"132946",1,4,4,TRUE
"132954",1,4,4,TRUE
"133015",1,4,4,TRUE
"133121",1,4,4,TRUE
"133308",1,4,4,TRUE
"133396",1,4,4,TRUE
"133418",1,4,4,TRUE
"133482",1,4,4,TRUE
"133522",1,4,4,TRUE
"133558",1,4,4,TRUE
"133688",1,4,4,TRUE
"133690",1,4,4,TRUE
"1339",1,4,4,TRUE
"133923",1,4,4,TRUE
"134111",1,4,4,TRUE
"134121",1,4,4,TRUE
"134187",1,4,4,TRUE
"134285",1,4,4,TRUE
"134288",1,4,4,TRUE
"134353",1,4,4,TRUE
"134526",1,4,4,TRUE
"134548",1,4,4,TRUE
"134549",1,4,4,TRUE
"134637",1,4,4,TRUE
"134701",1,4,4,TRUE
"134829",1,4,4,TRUE
"134860",1,4,4,TRUE
"134864",1,4,4,TRUE
"135138",1,4,4,TRUE
"135152",1,4,4,TRUE
"135228",1,4,4,TRUE
"135250",1,4,4,TRUE
"135295",1,4,4,TRUE
"1353",1,4,4,TRUE
"135398",1,4,4,TRUE
"1356",1,4,4,TRUE
"135644",1,4,4,TRUE
"135656",1,4,4,TRUE
"1357",1,4,4,TRUE
"1358",1,4,4,TRUE
"135886",1,4,4,TRUE
"135892",1,4,4,TRUE
"1359",1,4,4,TRUE
"135927",1,4,4,TRUE
"135935",1,4,4,TRUE
"135946",1,4,4,TRUE
"135948",1,4,4,TRUE
"1360",1,4,4,TRUE
"1361",1,4,4,TRUE
"136227",1,4,4,TRUE
"136242",1,4,4,TRUE
"136259",1,4,4,TRUE
"136263",1,4,4,TRUE
"1363",1,4,4,TRUE
"136306",1,4,4,TRUE
"136332",1,4,4,TRUE
"136371",1,4,4,TRUE
"1364",1,4,4,TRUE
"136541",1,4,4,TRUE
"136853",1,4,4,TRUE
"136895",1,4,4,TRUE
"1369",1,4,4,TRUE
"136991",1,4,4,TRUE
"137209",1,4,4,TRUE
"137362",1,4,4,TRUE
"137695",1,4,4,TRUE
"137735",1,4,4,TRUE
"1378",1,4,4,TRUE
"137835",1,4,4,TRUE
"137868",1,4,4,TRUE
"1379",1,4,4,TRUE
"137902",1,4,4,TRUE
"137970",1,4,4,TRUE
"137994",1,4,4,TRUE
"1380",1,4,4,TRUE
"138009",1,4,4,TRUE
"138065",1,4,4,TRUE
"138240",1,4,4,TRUE
"138255",1,4,4,TRUE
"138307",1,4,4,TRUE
"138311",1,4,4,TRUE
"138724",1,4,4,TRUE
"139081",1,4,4,TRUE
"139105",1,4,4,TRUE
"139135",1,4,4,TRUE
"139189",1,4,4,TRUE
"139212",1,4,4,TRUE
"139378",1,4,4,TRUE
"139411",1,4,4,TRUE
"139420",1,4,4,TRUE
"1395",1,4,4,TRUE
"139599",1,4,4,TRUE
"139628",1,4,4,TRUE
"139735",1,4,4,TRUE
"140",1,4,4,TRUE
"1401",1,4,4,TRUE
"140258",1,4,4,TRUE
"140453",1,4,4,TRUE
"140456",1,4,4,TRUE
"140458",1,4,4,TRUE
"140597",1,4,4,TRUE
"1406",1,4,4,TRUE
"140612",1,4,4,TRUE
"140625",1,4,4,TRUE
"140628",1,4,4,TRUE
"140679",1,4,4,TRUE
"140680",1,4,4,TRUE
"140683",1,4,4,TRUE
"140686",1,4,4,TRUE
"140687",1,4,4,TRUE
"140688",1,4,4,TRUE
"140689",1,4,4,TRUE
"140690",1,4,4,TRUE
"140691",1,4,4,TRUE
"140699",1,4,4,TRUE
"140701",1,4,4,TRUE
"140711",1,4,4,TRUE
"140731",1,4,4,TRUE
"140732",1,4,4,TRUE
"140733",1,4,4,TRUE
"140766",1,4,4,TRUE
"140767",1,4,4,TRUE
"140775",1,4,4,TRUE
"140801",1,4,4,TRUE
"140803",1,4,4,TRUE
"140807",1,4,4,TRUE
"140832",1,4,4,TRUE
"140836",1,4,4,TRUE
"140850",1,4,4,TRUE
"140856",1,4,4,TRUE
"140870",1,4,4,TRUE
"140873",1,4,4,TRUE
"140876",1,4,4,TRUE
"140880",1,4,4,TRUE
"140881",1,4,4,TRUE
"140883",1,4,4,TRUE
"140894",1,4,4,TRUE
"140902",1,4,4,TRUE
"1411",1,4,4,TRUE
"1413",1,4,4,TRUE
"1417",1,4,4,TRUE
"1418",1,4,4,TRUE
"1419",1,4,4,TRUE
"1420",1,4,4,TRUE
"1421",1,4,4,TRUE
"142680",1,4,4,TRUE
"142684",1,4,4,TRUE
"142685",1,4,4,TRUE
"142686",1,4,4,TRUE
"142689",1,4,4,TRUE
"1427",1,4,4,TRUE
"142910",1,4,4,TRUE
"143187",1,4,4,TRUE
"143241",1,4,4,TRUE
"143282",1,4,4,TRUE
"143379",1,4,4,TRUE
"143425",1,4,4,TRUE
"143458",1,4,4,TRUE
"143471",1,4,4,TRUE
"1435",1,4,4,TRUE
"143678",1,4,4,TRUE
"1437",1,4,4,TRUE
"143941",1,4,4,TRUE
"1440",1,4,4,TRUE
"144124",1,4,4,TRUE
"144132",1,4,4,TRUE
"144193",1,4,4,TRUE
"144404",1,4,4,TRUE
"144406",1,4,4,TRUE
"144423",1,4,4,TRUE
"144535",1,4,4,TRUE
"144568",1,4,4,TRUE
"1446",1,4,4,TRUE
"1447",1,4,4,TRUE
"144715",1,4,4,TRUE
"1448",1,4,4,TRUE
"144809",1,4,4,TRUE
"145226",1,4,4,TRUE
"145258",1,4,4,TRUE
"145264",1,4,4,TRUE
"145270",1,4,4,TRUE
"145282",1,4,4,TRUE
"145376",1,4,4,TRUE
"145447",1,4,4,TRUE
"145483",1,4,4,TRUE
"145497",1,4,4,TRUE
"145581",1,4,4,TRUE
"145645",1,4,4,TRUE
"145741",1,4,4,TRUE
"145773",1,4,4,TRUE
"145788",1,4,4,TRUE
"145864",1,4,4,TRUE
"145873",1,4,4,TRUE
"145942",1,4,4,TRUE
"146",1,4,4,TRUE
"146057",1,4,4,TRUE
"146206",1,4,4,TRUE
"146212",1,4,4,TRUE
"146225",1,4,4,TRUE
"146227",1,4,4,TRUE
"146279",1,4,4,TRUE
"146310",1,4,4,TRUE
"146325",1,4,4,TRUE
"146330",1,4,4,TRUE
"146378",1,4,4,TRUE
"146395",1,4,4,TRUE
"146429",1,4,4,TRUE
"146433",1,4,4,TRUE
"146439",1,4,4,TRUE
"146456",1,4,4,TRUE
"146547",1,4,4,TRUE
"146556",1,4,4,TRUE
"146562",1,4,4,TRUE
"146664",1,4,4,TRUE
"146712",1,4,4,TRUE
"146713",1,4,4,TRUE
"146722",1,4,4,TRUE
"146802",1,4,4,TRUE
"146845",1,4,4,TRUE
"146849",1,4,4,TRUE
"146850",1,4,4,TRUE
"146852",1,4,4,TRUE
"146853",1,4,4,TRUE
"146857",1,4,4,TRUE
"146861",1,4,4,TRUE
"146862",1,4,4,TRUE
"1469",1,4,4,TRUE
"146909",1,4,4,TRUE
"147",1,4,4,TRUE
"1470",1,4,4,TRUE
"147138",1,4,4,TRUE
"147179",1,4,4,TRUE
"147183",1,4,4,TRUE
"1472",1,4,4,TRUE
"1473",1,4,4,TRUE
"147323",1,4,4,TRUE
"147381",1,4,4,TRUE
"147409",1,4,4,TRUE
"147463",1,4,4,TRUE
"147645",1,4,4,TRUE
"147646",1,4,4,TRUE
"147664",1,4,4,TRUE
"147685",1,4,4,TRUE
"147699",1,4,4,TRUE
"1477",1,4,4,TRUE
"147700",1,4,4,TRUE
"147719",1,4,4,TRUE
"147741",1,4,4,TRUE
"147744",1,4,4,TRUE
"147746",1,4,4,TRUE
"147872",1,4,4,TRUE
"147920",1,4,4,TRUE
"147945",1,4,4,TRUE
"148",1,4,4,TRUE
"148014",1,4,4,TRUE
"148066",1,4,4,TRUE
"148103",1,4,4,TRUE
"148109",1,4,4,TRUE
"148113",1,4,4,TRUE
"148137",1,4,4,TRUE
"1482",1,4,4,TRUE
"148229",1,4,4,TRUE
"148252",1,4,4,TRUE
"148266",1,4,4,TRUE
"148268",1,4,4,TRUE
"148281",1,4,4,TRUE
"148327",1,4,4,TRUE
"148345",1,4,4,TRUE
"148418",1,4,4,TRUE
"148523",1,4,4,TRUE
"148581",1,4,4,TRUE
"148641",1,4,4,TRUE
"148738",1,4,4,TRUE
"148753",1,4,4,TRUE
"148808",1,4,4,TRUE
"148823",1,4,4,TRUE
"148870",1,4,4,TRUE
"1489",1,4,4,TRUE
"148930",1,4,4,TRUE
"148979",1,4,4,TRUE
"149018",1,4,4,TRUE
"149041",1,4,4,TRUE
"149069",1,4,4,TRUE
"1491",1,4,4,TRUE
"149111",1,4,4,TRUE
"149175",1,4,4,TRUE
"149233",1,4,4,TRUE
"149297",1,4,4,TRUE
"149345",1,4,4,TRUE
"149465",1,4,4,TRUE
"149466",1,4,4,TRUE
"149478",1,4,4,TRUE
"149483",1,4,4,TRUE
"149499",1,4,4,TRUE
"149563",1,4,4,TRUE
"1496",1,4,4,TRUE
"149643",1,4,4,TRUE
"149647",1,4,4,TRUE
"149685",1,4,4,TRUE
"149699",1,4,4,TRUE
"149954",1,4,4,TRUE
"149986",1,4,4,TRUE
"149998",1,4,4,TRUE
"15",1,4,4,TRUE
"150082",1,4,4,TRUE
"1501",1,4,4,TRUE
"150160",1,4,4,TRUE
"150209",1,4,4,TRUE
"150248",1,4,4,TRUE
"150280",1,4,4,TRUE
"150297",1,4,4,TRUE
"150350",1,4,4,TRUE
"150353",1,4,4,TRUE
"150356",1,4,4,TRUE
"150372",1,4,4,TRUE
"150379",1,4,4,TRUE
"150572",1,4,4,TRUE
"1506",1,4,4,TRUE
"150677",1,4,4,TRUE
"150678",1,4,4,TRUE
"150726",1,4,4,TRUE
"150771",1,4,4,TRUE
"150946",1,4,4,TRUE
"150962",1,4,4,TRUE
"1510",1,4,4,TRUE
"151056",1,4,4,TRUE
"151112",1,4,4,TRUE
"151126",1,4,4,TRUE
"151176",1,4,4,TRUE
"151242",1,4,4,TRUE
"151254",1,4,4,TRUE
"151258",1,4,4,TRUE
"151354",1,4,4,TRUE
"151393",1,4,4,TRUE
"151449",1,4,4,TRUE
"151516",1,4,4,TRUE
"151531",1,4,4,TRUE
"151556",1,4,4,TRUE
"151649",1,4,4,TRUE
"151790",1,4,4,TRUE
"151827",1,4,4,TRUE
"151835",1,4,4,TRUE
"151871",1,4,4,TRUE
"151887",1,4,4,TRUE
"151888",1,4,4,TRUE
"152",1,4,4,TRUE
"1521",1,4,4,TRUE
"152110",1,4,4,TRUE
"152185",1,4,4,TRUE
"152206",1,4,4,TRUE
"152330",1,4,4,TRUE
"152405",1,4,4,TRUE
"1525",1,4,4,TRUE
"152573",1,4,4,TRUE
"152586",1,4,4,TRUE
"152789",1,4,4,TRUE
"152877",1,4,4,TRUE
"152940",1,4,4,TRUE
"153020",1,4,4,TRUE
"153218",1,4,4,TRUE
"153241",1,4,4,TRUE
"153328",1,4,4,TRUE
"153478",1,4,4,TRUE
"153562",1,4,4,TRUE
"153579",1,4,4,TRUE
"153643",1,4,4,TRUE
"153657",1,4,4,TRUE
"153745",1,4,4,TRUE
"153768",1,4,4,TRUE
"153769",1,4,4,TRUE
"153770",1,4,4,TRUE
"1538",1,4,4,TRUE
"1539",1,4,4,TRUE
"153918",1,4,4,TRUE
"154075",1,4,4,TRUE
"154150",1,4,4,TRUE
"154197",1,4,4,TRUE
"154215",1,4,4,TRUE
"154288",1,4,4,TRUE
"1543",1,4,4,TRUE
"154664",1,4,4,TRUE
"154743",1,4,4,TRUE
"154790",1,4,4,TRUE
"1548",1,4,4,TRUE
"154810",1,4,4,TRUE
"154865",1,4,4,TRUE
"154881",1,4,4,TRUE
"1549",1,4,4,TRUE
"155006",1,4,4,TRUE
"155051",1,4,4,TRUE
"1551",1,4,4,TRUE
"155185",1,4,4,TRUE
"1553",1,4,4,TRUE
"155435",1,4,4,TRUE
"1555",1,4,4,TRUE
"1557",1,4,4,TRUE
"1558",1,4,4,TRUE
"1559",1,4,4,TRUE
"1562",1,4,4,TRUE
"1564",1,4,4,TRUE
"157",1,4,4,TRUE
"1571",1,4,4,TRUE
"157310",1,4,4,TRUE
"157313",1,4,4,TRUE
"157378",1,4,4,TRUE
"157570",1,4,4,TRUE
"157574",1,4,4,TRUE
"1576",1,4,4,TRUE
"157680",1,4,4,TRUE
"1577",1,4,4,TRUE
"157724",1,4,4,TRUE
"157753",1,4,4,TRUE
"157773",1,4,4,TRUE
"157807",1,4,4,TRUE
"157848",1,4,4,TRUE
"157855",1,4,4,TRUE
"1579",1,4,4,TRUE
"1580",1,4,4,TRUE
"158038",1,4,4,TRUE
"158046",1,4,4,TRUE
"158067",1,4,4,TRUE
"1581",1,4,4,TRUE
"158131",1,4,4,TRUE
"158135",1,4,4,TRUE
"158158",1,4,4,TRUE
"1582",1,4,4,TRUE
"158248",1,4,4,TRUE
"158297",1,4,4,TRUE
"1584",1,4,4,TRUE
"158405",1,4,4,TRUE
"158431",1,4,4,TRUE
"158471",1,4,4,TRUE
"1585",1,4,4,TRUE
"158506",1,4,4,TRUE
"158521",1,4,4,TRUE
"1586",1,4,4,TRUE
"158724",1,4,4,TRUE
"158763",1,4,4,TRUE
"158787",1,4,4,TRUE
"158798",1,4,4,TRUE
"158800",1,4,4,TRUE
"158809",1,4,4,TRUE
"158830",1,4,4,TRUE
"158833",1,4,4,TRUE
"158866",1,4,4,TRUE
"1589",1,4,4,TRUE
"159091",1,4,4,TRUE
"159195",1,4,4,TRUE
"159296",1,4,4,TRUE
"1594",1,4,4,TRUE
"159989",1,4,4,TRUE
"1600",1,4,4,TRUE
"160287",1,4,4,TRUE
"160298",1,4,4,TRUE
"160335",1,4,4,TRUE
"160419",1,4,4,TRUE
"160428",1,4,4,TRUE
"160492",1,4,4,TRUE
"1607",1,4,4,TRUE
"160762",1,4,4,TRUE
"160777",1,4,4,TRUE
"1608",1,4,4,TRUE
"160851",1,4,4,TRUE
"1610",1,4,4,TRUE
"161003",1,4,4,TRUE
"161142",1,4,4,TRUE
"161176",1,4,4,TRUE
"161247",1,4,4,TRUE
"161253",1,4,4,TRUE
"161357",1,4,4,TRUE
"161424",1,4,4,TRUE
"161436",1,4,4,TRUE
"161502",1,4,4,TRUE
"161514",1,4,4,TRUE
"161582",1,4,4,TRUE
"161725",1,4,4,TRUE
"161753",1,4,4,TRUE
"161779",1,4,4,TRUE
"1618",1,4,4,TRUE
"161829",1,4,4,TRUE
"161931",1,4,4,TRUE
"1620",1,4,4,TRUE
"162083",1,4,4,TRUE
