GSM2668701	GSM2668702	GSM2668703	GSM2668704	GSM2668705	GSM2668706	GSM2668707	GSM2668708	GSM2668709	GSM2668710	GSM2668711	GSM2668712	GSM2668713	GSM2668714	GSM2668715	GSM2668716	GSM2668717	GSM2668718	GSM2668719	GSM2668720	GSM2668721	GSM2668722	GSM2668723	GSM2668724	GSM2668725	GSM2668726	GSM2668727	GSM2668728	GSM2668729	GSM2668730	GSM2668731	GSM2668732	GSM2668733	GSM2668734	GSM2668735	GSM2668736	GSM2668737	GSM2668738	GSM2668739	GSM2668740	GSM2668741	GSM2668742	GSM2668743	GSM2668744	GSM2668745	GSM2668746	GSM2668747	GSM2668748	GSM2668749	GSM252349	GSM252350	GSM252351	GSM252352	GSM252353	GSM252354	GSM252355	GSM252356
10	7.22769054320167	6.94289226899891	6.72841566091741	7.75766200833603	7.86366204931599	6.75526420875275	7.12017053098364	7.30555875641592	8.08237711006702	7.20215806090949	7.56106921711618	7.79695882307611	7.45390263814679	7.3243002121526	7.37897444922516	6.78493983056905	7.20620597874636	6.83364886761838	8.64792247411727	7.20144663370379	6.7846403552802	6.88204245855287	7.37743361485562	7.2785808240525	7.76427782031014	7.31324523048787	6.54088374840961	6.9767451134801	6.87401394318646	6.76012599981658	7.34884396535737	6.94429524974159	6.55847534080388	7.0268433176708	6.49070951274362	6.65687414208801	7.23055198234064	6.46590167690935	6.98731715764355	6.42162680877405	6.5058635678206	6.89268572529666	6.9093042223219	6.86101123652693	6.59512861967031	6.54141935752215	6.95639792037305	6.5520932375144	6.61058542325056	7.23484520513774	7.04842944206073	6.86841086327388	7.05830301228426	6.9230507130635	6.75918508855349	6.75802345153297	6.85596414394273
100	9.03809903499831	8.58301542772567	10.0827054669456	7.97972167004252	8.86228920239833	9.92983490018942	8.35056425808654	8.5620705303859	8.05263259192334	8.90210103286963	8.63110503717043	9.19361755832447	8.01443998888099	7.97821157535757	7.91088645403151	8.60638435349792	7.72095178437417	7.61090469774786	7.30380391388187	7.90595742917162	9.55477730851337	8.32905852313957	8.47551448864401	8.42994850395333	7.68162357385924	7.80428801303821	7.82260780603567	7.55126190317359	6.87428264251467	8.24167452824332	7.63843411743852	7.04464145490949	7.70283080873299	6.79782404904566	7.78858168976913	8.38674558240852	7.81609970347072	8.73803734891106	8.60311239560628	7.25490462784856	7.11379615891953	7.41339977830507	7.0839131319479	7.81341234864742	7.41214735359584	7.38500405233177	8.02134419503636	8.0985719883972	6.38673010899236	7.91863436387103	7.95280607652746	7.87727596482436	8.23051041238517	7.57422059566446	7.5917110352518	7.97011368440891	7.38704042875166
10000	6.04329455579589	7.07493310998632	6.12995200849402	6.98382370279324	6.49773196607711	6.49160369914817	6.86564828251004	6.39197096963439	7.37003673191748	6.86025753818721	6.85018024871473	6.5546530531115	6.82532567094439	7.1373787216521	6.42127603129987	6.04414846616591	6.88943687507285	7.06761643384303	7.24119606048637	6.56905151355206	6.78918838452881	6.30064711904034	6.81891359266386	6.81943828559451	6.64577624394516	6.73694969054628	6.1284108197354	6.46486052040358	6.64195511673752	6.86369321940696	6.49181414329553	5.99006975010152	6.76439244190323	6.33589797447178	6.59420302721848	6.6842343601157	6.8527361046457	6.01310579504177	5.88116497375503	6.3696151051093	6.27037336040195	6.65185080728476	6.32608364733494	6.47212346346006	5.73110227304806	5.89499352155446	6.63367264659774	5.73422684429306	6.42523668010666	6.50399375480569	6.4642638434156	6.58599977510178	6.5628828013611	6.34764231878826	6.35132850031886	6.49461032408932	6.38956976778693
10001	10.6193812007824	10.4784527808058	10.5474560255166	10.521784132678	10.9829022734743	10.4109156073638	10.4765142723316	10.4718486622958	10.474670367024	10.1918285564518	10.6514666090573	10.554379548396	10.7766521922635	10.6024908370277	10.5170770224281	10.2919260305476	10.26751839789	10.4795240746347	10.3961588784757	10.6018183376512	10.5145511469076	10.4822979889231	10.6168406988171	10.5134123644363	10.5031086356341	10.3903074218706	10.3363214742172	10.3557989782294	10.4178148338966	10.5595131031987	10.496201386819	10.1993330180981	10.3414454295878	10.6113073469795	10.5436018128731	10.2235118512527	10.5098396485876	10.2544091873729	10.4120398929911	10.591599427829	10.2475253949601	10.3082890242194	10.3087628175316	10.4811726779263	10.3275632516966	10.0341256420646	10.4665267897099	10.3229050438474	10.2388495747261	10.5292939916566	10.306308144495	10.3166295888997	10.4067735173196	10.5731461497782	10.3925006745675	10.5018047020727	10.3561011481549
10003	7.10567167808498	7.37710726033719	7.28476769796158	6.72941497136079	6.96013603404601	7.05045961972494	7.96213288754874	7.53823420779346	7.66853799486118	7.94642868619927	7.11929576489107	7.35466889999257	7.06376002242618	6.80716066648866	7.72878156780511	8.64362273491286	6.68396625369904	7.55126190317359	7.1692856662333	8.1837202197453	7.93837357022719	7.54233299490356	7.21197430797175	7.01524014286739	7.08138936377477	7.78641010841642	7.40577525565015	7.47372755881805	7.69692332430033	7.07094107011026	7.46375431449164	7.41688939709487	7.29294621402348	7.32601258198678	7.54965143202563	7.05937541287112	7.48359334112042	7.62485823441455	7.19824184511321	7.72095178437417	8.31865583931396	7.14666857199136	7.28679365271724	7.6244999360779	7.32856830663493	7.48487023405879	6.77021216651437	7.57599382639184	8.23153666864845	7.31396933418777	7.46452109698937	7.50649217252802	7.43223975201017	7.44436373173477	7.62989634571005	7.56447361642356	7.33171517387965
100049587	5.57638889457232	5.94103057922987	5.19302736610604	5.12939972754992	4.8674142950074	4.94246617963206	6.24584886044189	5.66994508574705	6.96518573809192	7.39607647343506	7.34848078367764	5.24267772388007	6.54933895875322	7.4250997371273	7.83724442506957	7.79939815043388	7.97516993480292	7.4645732042705	5.54678055288554	6.79844453266437	7.62782732508686	6.81773382837857	6.93677863175261	7.72125742843903	6.92917112688259	7.55157215573166	6.78157294931322	7.71095273637945	7.94942086445534	7.73018492271524	7.92837777002265	8.36223544226768	7.60080959328781	6.50288399152514	7.6105807830766	8.00553999982551	6.88284631084973	7.77755900290888	7.1692856662333	7.08746370790936	7.14447686154395	7.788293052268	7.82416079319305	8.09207976093212	7.85824748003372	7.73377535417532	7.40407593767782	7.14705423063008	4.72894061514972	7.08514349014563	7.08796717982028	7.13554827056441	7.11920537352896	7.39675434960993	7.34109056188281	7.32039543837216	7.33860560270958
10005	6.35190521559938	6.58882030313177	6.72156385066522	6.46514007881445	6.78602420842871	6.77555741539343	7.07971509374497	6.66776280000771	6.89861562125077	6.90580501255773	6.28341646867357	6.98080724256718	6.63489108377522	6.35347289398791	6.40095554869558	6.25562459340342	7.11037577390796	7.11688993630375	6.77776717054629	6.72182011088312	7.154256802426	7.00653465541431	7.39927390488621	6.27310617607279	6.99660113158083	7.04377214267993	6.8769479095332	6.45169646784957	7.26467136312109	7.0013340156614	6.62233622547309	7.09822626420259	6.0709818103738	6.86783091567093	7.14336261613221	6.57815648130395	6.8504629081562	6.90809249463678	6.89710343354171	6.92435858645999	6.77374487254617	6.72083388467419	7.04803617434199	6.68976034518972	6.9448934888966	7.21878140126418	6.80504447703563	6.80777313128374	6.74425436162015	6.90205233977263	6.40829901480956	6.92311908174198	6.88849095421657	6.92586706258254	6.77043386024024	6.98294564124932	6.89458127383582
10006	8.84753214427852	8.95695000180549	8.34810423660871	8.72567368203668	9.27924546141207	9.13812945337781	9.17942553117449	9.11294843660925	9.11860702408171	9.29818436390804	8.97022089257103	9.21093055926726	9.06644295236279	8.81526239907569	9.04948924246681	9.35760749752065	8.95634767370995	9.10373629548504	9.63321008473991	9.16862728658082	9.155600669048	9.08206322050349	9.07212368462429	9.3157617913894	9.18051357333442	9.20982721391282	9.11860702408171	9.30109534416561	9.36778097065781	9.01381585962872	9.19865781709369	8.84668908618229	8.97577554763505	8.95665606932128	9.21653955563257	9.48899611916429	9.26847709939475	9.2437005346114	9.24924209492437	9.48165898164224	9.42302025663636	9.17673122597792	9.11860702408171	9.36989971477442	9.20754791565019	9.08736890789523	9.06861131716865	9.38358532687933	9.39989639790067	9.16289092244626	8.79587422161403	9.0451930118665	9.17643849574402	9.472706533778	9.23267949653663	9.53606547918231	9.36430948297047
10007	10.1333274584583	9.53664245535995	10.0196033067515	10.3935410774607	10.5400498783987	10.1151125479244	10.3253590392866	10.3328760066865	10.2984733248849	10.633264955515	10.3061102596281	10.2381884958271	10.4778395005578	10.1445908338631	10.222034914673	10.6181318016813	10.3734110609268	10.6416426088797	10.2518180251578	10.674910810847	10.5487805079009	10.7919838488849	10.6968716073469	10.5013418022291	10.6174323456055	10.3117803094086	10.6288007627387	10.8696017739646	10.6878030432311	10.4951045363352	10.4765142723316	10.6254537212076	10.7655601367305	10.5517792430456	11.060337119512	10.7353818213498	10.2376448021297	10.3865263544258	10.6058404656434	10.9519458041219	10.594936575751	10.615657133178	10.737337512977	10.5873919632399	10.6555904392032	10.5457280332519	10.6416426088797	10.8583489978174	10.7079402986717	10.5601928385101	10.3248039586564	10.4517942029511	10.4560797942847	10.9895082427873	10.5187311222312	10.6286623060425	10.9374946327682
10009	10.8766839638279	10.6416426088797	10.6201243623889	10.8858455859042	11.0231195140766	10.7780327087646	10.7800660423702	10.808766533211	10.9244859774893	10.9151996525278	10.718128826853	10.6248699202823	10.664807631839	10.8160501575998	10.6840065561232	10.7933657214404	10.7683975269208	10.5668324700357	10.8527755641345	10.9137982503929	10.7556139142548	10.5245769322657	10.7167371725911	10.5424205312385	10.6670967279618	10.759315148378	10.4265717859814	10.7752433102296	10.33134662118	10.6430301340069	10.7731720814946	10.3414454295878	10.4343108369094	10.5691723125395	10.5452510853439	10.594936575751	10.4887811809465	10.6810932921742	10.5600853556048	10.399063910978	10.3456427172231	10.560553565263	10.554379548396	10.4570919805366	10.3181943140511	10.317700931365	10.6945196835525	10.3139201726477	10.4265717859814	10.5008091800861	10.7159936077467	10.6221965371844	10.6249632493694	10.5855656498962	10.498921039826	10.5427873081886	10.4921953422939
