"ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B","trim_termSecond.Trimester...trim_termFirst.Trimester","First.Trimester_Average","Second.Trimester_Average"
4072,"EPCAM","epithelial cell adhesion molecule",-3.07811976252187,5.67452528962427,-4.85487073577243,7.98047570431997e-05,0.00202115522806534,1.51366147009781,-1,6.93351354709805,3.85598669549547
4103,"MAGEA4","MAGE family member A4",1.39057809020715,3.64127864327876,5.85615607603547,7.51397532175556e-06,0.000427642286500251,3.80970386380478,1,3.07747401089928,4.45566311227134
4109,"MAGEA10","MAGE family member A10",1.05901122737394,5.12410193972953,5.57516169372124,1.44492501661037e-05,0.000665355130944151,3.17411115036586,1,4.69088827207351,5.74985501523267
415,"ARSL","arylsulfatase L",-1.36676118112935,4.26089250682183,-4.29710528876901,0.000306026712736615,0.0048289775909319,0.211886847608199,-1,4.82132719139192,3.45137574022059
4223,"MEOX2","mesenchyme homeobox 2",1.80747145491283,6.09043774127,4.72098938609113,0.00011007680017343,0.00252644956069065,1.20168167144145,1,5.3513212361836,7.15805047083925
4246,"SCGB2A1","secretoglobin family 2A member 1",-3.19571771483994,4.56448205460443,-4.74907645876711,0.000102887578647217,0.00241653448626572,1.26718251862849,-1,5.87226466849066,2.67546272343544
4332,"MNDA","myeloid cell nuclear differentiation antigen",1.38944822974955,5.44623898384759,5.16747858749244,3.7821287252726e-05,0.00126035707405836,2.23882309426126,1,4.87905760072442,6.26550098169217
4345,"CD200","CD200 molecule",1.14201143373596,6.50719730568629,5.18434032259569,3.6335409087652e-05,0.00123108983867043,2.27776804322493,1,6.0440547349385,7.17618101898866
4360,"MRC1","mannose receptor C-type 1",1.16597123376629,8.14445252636048,3.40137701734949,0.00262838054735669,0.0202485240570319,-1.85031923797528,1,7.66581119283887,8.83582334144725
440738,"MAP1LC3C","microtubule associated protein 1 light chain 3 gamma",1.2811251044147,4.87138084714268,11.1625090968437,2.10685725182674e-10,1.43804603839089e-06,13.7918457098265,1,4.34918625967859,5.62566191792414
4494,"MT1F","metallothionein 1F",-1.94594385332154,7.49422881443887,-6.26177498009362,2.96924924878966e-06,0.000227878632688361,4.7115603707358,-1,8.29261281052992,6.3410074867518
4495,"MT1G","metallothionein 1G",-2.59110279751121,8.41833401599463,-5.9795976024659,5.65309879959568e-06,0.000353510601168543,4.08622032577725,-1,9.48102183920669,6.8833404935772
4499,"MT1M","metallothionein 1M",-1.91401868630282,4.09085704647795,-4.08525466906185,0.000510521401431577,0.00674734123575028,-0.281817635304142,-1,4.87501927582271,2.95817827075774
4501,"MT1X","metallothionein 1X",-1.46550604668465,6.4081568472913,-5.32436330416951,2.60718150935252e-05,0.000963943513886704,2.60036657196498,-1,7.0088098609839,5.54054693862422
4582,"MUC1","mucin 1, cell surface associated",-1.06266984689018,4.97983919292241,-3.70701693440817,0.00126887817308386,0.0124377071431312,-1.15609774409048,-1,5.41410433533596,4.35256732054728
4616,"GADD45B","growth arrest and DNA damage inducible beta",1.00658312939174,6.19271937022526,6.74522394417857,1.00779250127527e-06,0.000123937004391893,5.75929345899331,1,5.78117568502797,6.78717135995467
4688,"NCF2","neutrophil cytosolic factor 2",1.10732903767517,5.77248340237996,4.3790630518507,0.000251055725604735,0.0042744874424181,0.403241811172006,1,5.32211622725749,6.42301376644574
4689,"NCF4","neutrophil cytosolic factor 4",1.02757908792532,5.99427560642793,6.33758820425235,2.50160574765802e-06,0.000210311344619499,4.87789164018987,1,5.57257160818465,6.60340360389044
474344,"GIMAP6","GTPase, IMAP family member 6",1.03090689694399,6.09413695840278,3.61372289910908,0.0015862465018924,0.0145007792224445,-1.36946564750564,1,5.67310123168866,6.70229967476761
4826,"NNAT","neuronatin",1.49140493711552,6.90608428264267,6.50951865879349,1.70047889584369e-06,0.000163286269709426,5.25234714974897,1,6.2944308080868,7.78958374589005
4856,"CCN3","cellular communication network factor 3",-1.56790092309138,4.17019085084584,-5.46541046243658,1.86940029163578e-05,0.000787441149871777,2.92372683331024,-1,4.80907672158936,3.24735570421632
4897,"NRCAM","neuronal cell adhesion molecule",1.02146384414237,4.9025019999924,8.90410220683859,1.17720481241842e-08,1.04497656326172e-05,10.0309175818625,1,4.48523294299919,5.50522397120482
4922,"NTS","neurotensin",1.44766126318484,4.94346264570693,4.2802358970359,0.000318757749164176,0.00495272297225106,0.172517259864224,1,4.35724218421861,5.79022553452338
5047,"PAEP","progestagen associated endometrial protein",-4.42185395579834,8.93928880722616,-5.49499169493728,1.7438299089154e-05,0.000753046129716372,2.99132286639651,-1,10.7505257731794,6.3230576341826
5055,"SERPINB2","serpin family B member 2",1.80083967436847,8.66301136473675,3.9618091517433,0.000687640451019983,0.00816663726735984,-0.568456439365241,1,7.93501810906193,9.71455717848926
5067,"CNTN3","contactin 3",-1.19776432748853,2.92178238793892,-4.3752087455926,0.00025340396112944,0.00430361915879596,0.394240344364937,-1,3.40881933121027,2.21828458099141
5069,"PAPPA","pappalysin 1",1.7273867686224,9.05952053705921,5.14146967615529,4.02349844256756e-05,0.00130674950765059,2.17871282272811,1,8.35676771477259,10.0746079470288
51050,"PI15","peptidase inhibitor 15",-1.79107350125626,4.2048491964929,-3.8476359693097,0.000905261810439881,0.00991432948179591,-0.832554674030097,-1,4.93744965563277,3.14664853329088
51116,"MRPS2","mitochondrial ribosomal protein S2",-1.2664821404222,6.35831611517958,-4.62171402012322,0.000139795353131241,0.00293512295315241,0.970002522994553,-1,6.87733114364612,5.60862774072791
51284,"TLR7","toll like receptor 7",1.14050591301859,4.61542784425532,5.56458766665563,1.48115373316772e-05,0.000673284054292411,3.15003712955045,1,4.14884744008245,5.28937731694946
51299,"NRN1","neuritin 1",1.33138461769618,5.22099654864504,4.93494814443997,6.58708997525565e-05,0.00177948039984873,1.69992019949205,1,4.67465268518731,6.01015990697288
51338,"MS4A4A","membrane spanning 4-domains A4A",1.61920780385004,7.01400004753589,4.78478326693015,9.44269547144451e-05,0.00228490520808321,1.35041718982168,1,6.34969967275338,7.97354503333285
51473,"DCDC2","doublecortin domain containing 2",-1.08589245584714,3.71694590527338,-3.13222434055057,0.00494358567217588,0.0308665606483684,-2.44754480976311,-1,4.16145194412687,3.07488162692946
5166,"PDK4","pyruvate dehydrogenase kinase 4",1.55352544975849,6.42077375701191,8.28353844216568,3.9702131623107e-08,1.87070904375761e-05,8.87298820948515,1,5.78587332886082,7.33785215323015
51673,"TPPP3","tubulin polymerization promoting protein family member 3",1.21984212515495,5.96292301019155,11.2552293032648,1.8084012661567e-10,1.43804603839089e-06,13.9320528908812,1,5.46225603139232,6.68610864623488
5168,"ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2",1.06692298367848,9.3974602275487,6.12036730221898,4.09519317780954e-06,0.000291132312195084,4.39939135189304,1,8.9615154790387,10.0271581976187
51705,"EMCN","endomucin",-1.24730221137216,3.50473855474425,-4.02280508354791,0.000593572185803312,0.00738720273744528,-0.426948012794923,-1,4.01610960013972,2.76609148917302
5175,"PECAM1","platelet and endothelial cell adhesion molecule 1",1.46651680056655,8.16885445784087,8.82785693338814,1.36316282934948e-08,1.04497656326172e-05,9.89166616473387,1,7.5703019901552,9.03343024449796
51751,"HIGD1B","HIG1 hypoxia inducible domain family member 1B",1.68596018862044,5.44040123688261,8.78060213579614,1.49344072309217e-08,1.07188308248616e-05,9.80494024181081,1,4.7502432685463,6.43729608003507
5196,"PF4","platelet factor 4",1.9900303288027,6.42174176947012,6.50993949685872,1.69888060880366e-06,0.000163286269709426,5.25325894365068,1,5.61266737277278,7.59040478692184
5214,"PFKP","phosphofructokinase, platelet",-1.34296080499223,7.64182586313308,-6.23722565709503,3.13915198964442e-06,0.000237322233067857,4.65754408871551,-1,8.18897551282694,6.85149859135305
5308,"PITX2","paired like homeodomain 2",1.2538279013737,8.01972994900858,2.8514130872658,0.0094259712690317,0.0476972037666961,-3.051334928592,1,7.51065448547266,8.75506117411603
5322,"PLA2G5","phospholipase A2 group V",1.35997011910221,5.13109877158542,7.56854200724368,1.71617731717427e-07,4.13946055038904e-05,7.46873025572064,1,4.5737452349836,5.93616499112139
5327,"PLAT","plasminogen activator, tissue type",-1.34489673621231,5.73857982619661,-2.87698820936249,0.00889408272026327,0.0460171118476134,-2.99730698380962,-1,6.28727223633558,4.94602412266254
5357,"PLS1","plastin 1",-1.81759338003107,5.29812710291873,-6.42463606918569,2.05655231606575e-06,0.00018651806932844,5.06796045717475,-1,6.04032375827353,4.22606526740623
54360,"CYTL1","cytokine like 1",1.48689585738294,5.38326049578384,4.93437752181709,6.59609409256514e-05,0.00177954011197686,1.69859400571325,1,4.77579584630979,6.26070943391301
54536,"EXOC6","exocyst complex component 6",1.19870725895342,6.3103182911645,8.63842346226535,1.96885596091191e-08,1.13974258925818e-05,9.5420493314101,1,5.82097621445521,7.01714573530013
5473,"PPBP","pro-platelet basic protein",2.01701027345666,6.20837897801682,6.50638184310174,1.71244077821154e-06,0.000163659257581812,5.24555013727998,1,5.38935045420911,7.39142017907239
54762,"GRAMD1C","GRAM domain containing 1C",-1.02606698299411,6.66162480334787,-3.06168099077342,0.0058223452275202,0.0345436417729976,-2.6012909539906,-1,7.08178808841068,6.05472228047936
55273,"TMEM100","transmembrane protein 100",2.1450548568582,5.90121953884788,6.60513271412221,1.37415589915129e-06,0.000145984980847628,5.45889745803072,1,5.02240713517392,7.1706152330436
55365,"TMEM176A","transmembrane protein 176A",1.0550151417948,6.86511941826185,4.36374534000735,0.000260518921464697,0.00437656779745884,0.367469507959306,1,6.43245998240138,7.49007193672696
5552,"SRGN","serglycin",1.0185357360936,8.64198109734382,3.39168353189907,0.00268934722771711,0.0205308455843166,-1.87208722399415,1,8.22639273052487,9.24227540497118
5553,"PRG2","proteoglycan 2, pro eosinophil major basic protein",1.34986654685158,11.4673045052887,3.55282698426139,0.0018343195132665,0.0159233708904424,-1.50809328553132,1,10.9175341416123,12.2614172528213
55655,"NLRP2","NLR family pyrin domain containing 2",-1.22332357828696,7.98024147040976,-3.2714818738686,0.00357011857934636,0.0249084616171269,-2.14049254281653,-1,8.48287491808363,7.25421537932529
5577,"PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta",1.34396193876932,7.21441554051172,7.54726284726012,1.79447931678563e-07,4.22766807411554e-05,7.42578395963562,1,6.6649628983186,8.0080693570129
55808,"ST6GALNAC1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",-1.1042838458553,4.53942725224394,-3.30019364056517,0.00333713508877749,0.0238758740399954,-2.07664679472447,-1,4.99168422715155,3.88616717737739
55824,"PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1",1.12267489238382,6.81182361282598,5.02993728828777,5.24885847925471e-05,0.00155934195965073,1.92044874262659,1,6.35280135033109,7.47485576976305
55930,"MYO5C","myosin VC",-1.13930428308863,6.22019457227498,-3.57873894716724,0.00172441550030488,0.0153062360299849,-1.4491716313262,-1,6.68703074796347,5.54587565183606
5613,"PRKX","protein kinase cAMP-dependent X-linked catalytic subunit",-1.23435368296716,5.88217950012635,-5.40630121556476,2.14857480203652e-05,0.00087064548128124,2.78842227118323,-1,6.38580542580602,5.15471982970016
5641,"LGMN","legumain",1.04334777299979,9.39543046334839,7.34767219190185,2.73504412213637e-07,5.5414728958605e-05,7.01973707974336,1,8.96881682311967,10.011650165901
56475,"RPRM","reprimo, TP53 dependent G2 arrest mediator homolog",-1.14309595649056,4.2440350873696,-4.93818410804338,6.53626270823543e-05,0.00177284094687494,1.7074406526618,-1,4.71303248577772,3.56659440078009
56547,"MMP26","matrix metallopeptidase 26",-1.03987130629305,3.98467744684496,-3.31323576705718,0.00323625926663855,0.023459695528216,-2.04758840860911,-1,4.41048189898088,3.36962657153753
56649,"TMPRSS4","transmembrane serine protease 4",-1.25001152155465,4.70888776624708,-4.68921665340385,0.000118821867928492,0.00263397140711069,1.1275588518166,-1,5.22157006464901,3.96834666855541
56849,"TCEAL7","transcription elongation factor A like 7",-1.2093201034657,3.85070890847766,-3.99997982555978,0.000627172852943705,0.0076462467021506,-0.479932036103058,-1,4.34424879014981,3.13781796828457
56892,"TCIM","transcriptional and immune response regulator",1.31480161574098,6.23642883333721,6.89956442611938,7.18266434014144e-07,9.83297041862201e-05,6.08710820510484,1,5.69716280352818,7.01536865417248
56920,"SEMA3G","semaphorin 3G",1.070440496366,5.96479573585198,5.44745695641945,1.95005856582074e-05,0.000811296439468051,2.88266282464983,1,5.5274173358523,6.59656453585152
56967,"C14orf132","chromosome 14 open reading frame 132",-1.17038428943273,4.96666800969473,-6.79885848801414,8.95581440547114e-07,0.000114844149157754,5.87358756051197,-1,5.44493901967969,4.27583210638311
57211,"ADGRG6","adhesion G protein-coupled receptor G6",1.0533855922554,7.8611675583659,2.98262037511238,0.00698621683615536,0.0389533744529066,-2.77202040293091,1,7.43391217500306,8.47831422322333
57393,"CLTRN","collectrin, amino acid transport regulator",-1.07292619838391,3.67919320742556,-3.4528558684157,0.00232657580798966,0.0186245564779449,-1.7344310531279,-1,4.11860072801755,3.04449345545936
57413,"TMIGD3","transmembrane and immunoglobulin domain containing 3",1.46208524996629,5.81218894957271,4.97267032793285,6.01860055266509e-05,0.00168895936007683,1.78755443713033,1,5.21437376006007,6.67569977886874
57535,"ELAPOR1","endosome-lysosome associated apoptosis and autophagy regulator 1",-1.08479744401881,3.95310565275539,-4.18051162854322,0.000405602255870557,0.00576411189192071,-0.0600452030235266,-1,4.39676427430589,3.31226542162688
57863,"CADM3","cell adhesion molecule 3",1.17999020990091,5.56229002804134,7.93144276777383,8.09420677759715e-08,2.8453014246111e-05,8.1908907969679,1,5.08052981197176,6.25816589569739
5801,"PTPRR","protein tyrosine phosphatase receptor type R",-1.82402229762145,3.95010962004629,-3.57205970906444,0.00175210966350662,0.0154412761602034,-1.46436921736655,-1,4.69786837712005,2.87001363760642
58475,"MS4A7","membrane spanning 4-domains A7",1.05978108470446,6.21476193940271,3.82150812531924,0.000963966310044801,0.0103119965194391,-0.892827790276,1,5.78062598352246,6.8418472090075
58494,"JAM2","junctional adhesion molecule 2",1.55460592217517,6.81754763837243,8.66215253521291,1.87976156837651e-08,1.12017203343754e-05,9.58612904442307,1,6.18082766912298,7.73725426062164
597,"BCL2A1","BCL2 related protein A1",1.04908031756814,4.20610284954283,4.60159811314085,0.000146738835586119,0.00299977598479412,0.923033558641485,1,3.77931945648069,4.8225677506326
5972,"REN","renin",-1.24342238136924,6.52132712239027,-5.42917336194446,2.03584004294411e-05,0.000838377136383957,2.84081440625683,-1,7.03021949382144,5.78626036365636
6035,"RNASE1","ribonuclease A family member 1, pancreatic",1.39442138608038,9.65727036032635,4.80446233244501,9.00676639828427e-05,0.00220127978281831,1.3962715148407,1,9.0854576716222,10.4832220217879
6038,"RNASE4","ribonuclease A family member 4",-1.05203084856291,5.13226662349354,-2.99835004489155,0.00673812574857685,0.0380070060667916,-2.73819138505713,-1,5.56121891450509,4.51266886981018
6039,"RNASE6","ribonuclease A family member 6",1.13176187670765,5.74863504649907,4.32821934238616,0.000283865156524997,0.00459376352743846,0.284517471776163,1,5.28659600658302,6.41602477082226
60676,"PAPPA2","pappalysin 2",1.23418598883404,8.12100285261169,3.15324456042075,0.0047075403871954,0.0298472003280505,-2.40148909688163,1,7.62159543107939,8.84236912815833
624,"BDKRB2","bradykinin receptor B2",-1.30756548303209,5.24794969432967,-4.23973711200577,0.000351526035372825,0.00525628708685521,0.078032935933936,-1,5.78448388438004,4.47295586425693
6271,"S100A1","S100 calcium binding protein A1",-1.01295552068613,5.28611474587334,-3.59374777879221,0.00166374520407833,0.0149552535846633,-1.41499757917493,-1,5.70183708065576,4.68562692896541
6279,"S100A8","S100 calcium binding protein A8",1.87417616203436,7.26656730465469,3.82277559147204,0.000961033462099442,0.0102969322980417,-0.889905472152604,1,6.50237445132371,8.37040142613278
6280,"S100A9","S100 calcium binding protein A9",1.69971131074079,8.90571561293697,7.32738085424493,2.85562618938301e-07,5.61726623525137e-05,6.97813092421978,1,8.21390865095853,9.90499233579473
629,"CFB","complement factor B",1.0363561941841,5.42461747887115,2.90445524337911,0.00835483091387369,0.0440472252462017,-2.93905256566563,1,4.99987032766644,6.03814114172239
6296,"ACSM3","acyl-CoA synthetase medium chain family member 3",-1.41044803595974,4.68775176102455,-4.28762750073734,0.000313115481260698,0.00489131284951658,0.189766833466309,-1,5.26645481687404,3.85184734701973
6332,"SCN7A","sodium voltage-gated channel alpha subunit 7",1.31174325307607,4.27147210000913,6.66422171953224,1.20531990289803e-06,0.000134181244794599,5.58592806768698,1,3.73376219455259,5.04816418566859
6347,"CCL2","C-C motif chemokine ligand 2",1.64675864122085,6.20885176853403,5.71045821483035,1.05357701808546e-05,0.000535000600587207,3.48116775221137,1,5.53472551244519,7.18258969399569
6355,"CCL8","C-C motif chemokine ligand 8",1.13770163730924,4.53220673289095,5.16317821119674,3.82100046616844e-05,0.00127110293677521,2.22888750725073,1,4.06540160878592,5.20648080104264
6357,"CCL13","C-C motif chemokine ligand 13",1.52300278221784,5.1672873128511,6.40404404029671,2.15391859598556e-06,0.000188292211182902,5.02308664815131,1,4.54565353064462,6.06520277603825
6366,"CCL21","C-C motif chemokine ligand 21",-1.23659814014034,5.03406260898228,-3.72914356023546,0.00120332429227406,0.0119565589762318,-1.10533277395994,-1,5.54240656980814,4.29978799890049
6387,"CXCL12","C-X-C motif chemokine ligand 12",-1.16363381573626,4.44473483552095,-4.66426137792695,0.000126178750712599,0.00274303397874246,1.06932273806699,-1,4.92242502227466,3.75473789909892
642273,"FAM110C","family with sequence similarity 110 member C",-1.2295748466212,3.42385022911679,-3.3080241952627,0.00327620725215553,0.0236309131847359,-2.05920420650639,-1,3.92677669783772,2.69740088540876
6423,"SFRP2","secreted frizzled related protein 2",-1.33220270606112,3.83406791073054,-4.2298322212142,0.000360040092148543,0.00533243589694563,0.0549321766676947,-1,4.38016122509238,3.04526645665234
64231,"MS4A6A","membrane spanning 4-domains A6A",1.20713364829904,7.10156365079562,4.82208772869416,8.63358950842612e-05,0.00215062171190053,1.43732845807748,1,6.60673298068573,7.81631906317657
64577,"ALDH8A1","aldehyde dehydrogenase 8 family member A1",-1.69113932634495,3.77449862184626,-3.86443014796654,0.000869412924048002,0.00962052171170757,-0.793778607686285,-1,4.46878222763211,2.77164452460002
64798,"DEPTOR","DEP domain containing MTOR interacting protein",-1.58524950671749,6.55394224314483,-4.16443202419054,0.000421667310282302,0.00590013907018628,-0.0975100885519788,-1,7.2015775547642,5.61846901525019
6505,"SLC1A1","solute carrier family 1 member 1",-2.18688259908326,5.52273321723952,-4.29355060696222,0.00030866636679457,0.00485467439359599,0.203590395836,-1,6.41764014709676,4.23008987411238
6519,"SLC3A1","solute carrier family 3 member 1",-2.09746608849951,4.35316149523711,-4.39446180384306,0.000241889643861781,0.00417811259529713,0.439206290119393,-1,5.21266880184804,3.11165094124354
653,"BMP5","bone morphogenetic protein 5",1.96060871659979,7.16258944052154,7.67009319287948,1.38821099251055e-07,3.73818483661419e-05,7.67276804430468,1,6.35984881051209,8.32210368386853
653784,"MZT2A","mitotic spindle organizing protein 2A",-1.0710347813034,7.22031751063177,-8.74919001624485,1.58711280166748e-08,1.07188308248616e-05,9.74711121217001,-1,7.65837592406396,6.5875664690075
6564,"SLC15A1","solute carrier family 15 member 1",-1.92928109892693,4.50783328709479,-4.38166423567587,0.000249483291950959,0.00426073797384928,0.409316800922958,-1,5.29862357553811,3.36558064823223
6590,"SLPI","secretory leukocyte peptidase inhibitor",-2.18310791082089,7.3031750169369,-4.55539219700643,0.000164030436478449,0.00321413991633448,0.815124999183448,-1,8.19803011607271,6.0106065404074
669,"BPGM","bisphosphoglycerate mutase",1.12146958236887,8.41181141813622,3.31991877039749,0.00318572648015079,0.0232005798249247,-2.03268488481895,1,7.95838492017819,9.0667608040756
684,"BST2","bone marrow stromal cell antigen 2",1.00636697837511,6.90358503296592,7.44232733672727,2.23808185562412e-07,4.92290717555285e-05,7.21302916726764,1,6.49226464785703,7.4977144781232
6866,"TAC3","tachykinin precursor 3",1.2216514064748,7.34849065866297,3.51198801236162,0.0020216521628487,0.016933069758672,-1.60074932169848,1,6.84807793716195,8.07130903416444
6928,"HNF1B","HNF1 homeobox B",-1.00436591133875,6.31284664404308,-5.23823711616154,3.19711595022124e-05,0.0011187697110092,2.40211542384171,-1,6.72439558165876,5.7183870674871
6943,"TCF21","transcription factor 21",1.748424687476,7.49875116613778,7.07838613631692,4.87040398877191e-07,7.75006685006364e-05,6.46273124124575,1,6.78475159234282,8.5300838838416
7058,"THBS2","thrombospondin 2",-1.54541101239445,5.20547043749731,-3.28627603517273,0.00344815972168152,0.0244106094063555,-2.10761680491945,-1,5.83588586672094,4.29487037306317
7062,"TCHH","trichohyalin",1.43364383443358,5.39583582025549,3.29336931385046,0.0033911325950932,0.0240996932452297,-2.09183762466274,1,4.81495794712341,6.23488163700183
7103,"TSPAN8","tetraspanin 8",-3.12107991881716,4.8639414875699,-4.69242668898126,0.000117907442261515,0.00261961967784994,1.13504876368053,-1,6.14404502216523,3.01490304870997
712,"C1QA","complement C1q A chain",1.32193152143718,7.5859448783476,5.18861809314968,3.59679493373053e-05,0.00122272923074353,2.28764508676726,1,7.04339597120205,8.36962663311341
7123,"CLEC3B","C-type lectin domain family 3 member B",1.42709516713508,7.09182103157347,3.10357965958167,0.00528375340252822,0.0323524109062026,-2.51012871587918,1,6.50921530312924,7.93336263932626
713,"C1QB","complement C1q B chain",1.36725719073873,6.87439256108615,4.36324541156682,0.000260833725497256,0.00437656779745884,0.366302051541671,1,6.31415940321016,7.68361823357368
714,"C1QC","complement C1q C chain",1.12043224944212,7.74756642288509,3.69401730936702,0.00130902280594642,0.0126784133199896,-1.18589522350522,1,7.28729432172772,8.41240390233464
719,"C3AR1","complement C3a receptor 1",1.18595783010854,7.02667885059458,4.64922770046924,0.000130830405116795,0.0027932084700436,1.03423308860729,1,6.54134081333672,7.72772268218928
722,"C4BPA","complement component 4 binding protein alpha",-2.20280975468507,5.56998539613582,-4.74600253343475,0.000103650746648255,0.00242502052868395,1.26001508799612,-1,6.4715589151119,4.26771253539259
730,"C7","complement C7",2.06107577810225,6.75106074701305,8.38206268115659,3.26233180057139e-08,1.61214889296041e-05,9.06058559126139,1,5.9085638146068,7.96800076048873
7464,"CORO2A","coronin 2A",-1.18824451751649,4.84012764605712,-8.81680276474559,1.39254563980388e-08,1.04497656326172e-05,9.87140758210209,-1,5.32567178416161,4.13878611323953
7869,"SEMA3B","semaphorin 3B",1.38034752596738,6.96261384949656,4.21084471793298,0.000376941771342791,0.00551025774110843,0.0106575893511831,1,6.40182110523707,7.77264781342694
78989,"COLEC11","collectin subfamily member 11",-1.0888678370038,6.71600313066049,-7.81572356355946,1.02663906386063e-07,2.97153343898289e-05,7.9627211071423,-1,7.16157592027829,6.07239799010144
79144,"PPDPF","pancreatic progenitor cell differentiation and proliferation factor",-1.02942563104802,6.34240875870775,-9.72673062185974,2.53456500675935e-09,4.2794018001626e-06,11.4807547150075,-1,6.76393149082952,5.73354259008742
79191,"IRX3","iroquois homeobox 3",-2.34874816110386,6.42444962516118,-3.91398221602647,0.000771639021756655,0.00886793999989313,-0.679220222563236,-1,7.38623440669189,5.03520494072793
7940,"LST1","leukocyte specific transcript 1",1.0453372826361,6.1584137019515,5.35979383311571,2.39777479756846e-05,0.000920273855733359,2.68175183772212,1,5.73126947788306,6.77539980338368
79589,"RNF128","ring finger protein 128",1.28186652253596,6.55948337059338,3.29906589514837,0.00334600025655713,0.0239100707082507,-2.07915780511441,1,6.03936500288509,7.31076545728313
79625,"NDNF","neuron derived neurotrophic factor",1.5120183395296,6.38522462951753,7.1687905452693,4.0083543554233e-07,6.95315446100374e-05,6.65089470898318,1,5.76791247116571,7.27689774713683
79722,"ANKRD55","ankyrin repeat domain 55",-1.30260020699517,3.94805985487854,-4.01236317162432,0.000608715353792523,0.00751565008116411,-0.451191015224977,-1,4.48122323196177,3.17793497686944
7980,"TFPI2","tissue factor pathway inhibitor 2",1.47672767788594,11.103247818906,3.06789723573556,0.00573921687283672,0.034240952020184,-2.58779486143968,1,10.5045268219972,11.9680670366632
79812,"MMRN2","multimerin 2",1.02663343601086,4.52488843987816,6.65752008987561,1.22334725306465e-06,0.000134707818990994,5.57154464609414,1,4.10497342564276,5.13143234932928
79895,"ATP8B4","ATPase phospholipid transporting 8B4 (putative)",1.23311466024163,5.50718144144862,6.10032946426475,4.28690016257714e-06,0.000300542851882268,4.35495754723543,1,5.00416401204666,6.233762172807
79987,"SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",1.09393206236528,5.2392833741012,10.2999590232251,9.12695333079465e-10,3.70847916995137e-06,12.4357942690303,1,4.7930810429819,5.88379785238463
80704,"SLC19A3","solute carrier family 19 member 3",1.24640791803906,6.49389344705881,4.65766601931877,0.000128198598449094,0.0027750339777533,1.05392930644531,1,5.98771323197715,7.2250426466212
80896,"NPL","N-acetylneuraminate pyruvate lyase",1.05156085994685,7.70401829646493,3.79413927016702,0.00102950247084423,0.0107519327638015,-0.955890862986177,1,7.27754930562712,8.32002906100842
81575,"APOLD1","apolipoprotein L domain containing 1",1.33854275199035,6.12345265254796,4.94844484115988,6.37770389271521e-05,0.0017485610090704,1.73128337065324,1,5.57675215652586,6.9131311468021
83483,"PLVAP","plasmalemma vesicle associated protein",1.12450064591348,5.59931853293423,6.30491877652643,2.69310913567788e-06,0.000216900475065868,4.80630592321472,1,5.14082867627586,6.26158165921854
83595,"SOX7","SRY-box transcription factor 7",1.13205364787295,5.21588581043563,6.40967495669804,2.12683357454137e-06,0.000187646745317336,5.0353629448473,1,4.75324022267673,5.88415165942071
83700,"JAM3","junctional adhesion molecule 3",1.09073300248617,5.81842958002352,7.23241944427724,3.49708530391946e-07,6.32628976274216e-05,6.78262397229694,1,5.37233314984186,6.46279109028593
8382,"NME5","NME/NM23 family member 5",-1.07400557456342,3.84062771714197,-3.75652921966328,0.00112680595305343,0.0114609515134616,-1.04242316246693,-1,4.28094170638823,3.20461862156403
83888,"FGFBP2","fibroblast growth factor binding protein 2",-1.07246351124069,3.20658337709573,-3.13227275457286,0.00494302907225452,0.0308665606483684,-2.44743885890619,-1,3.64258482899901,2.57680350212433
8470,"SORBS2","sorbin and SH3 domain containing 2",1.10723280130738,5.11512921463862,9.37525537586296,4.83479580372166e-09,7.53521521378496e-06,10.8729572532723,1,4.66292137019076,5.76831832328552
84701,"COX4I2","cytochrome c oxidase subunit 4I2",1.44179603416587,6.509309192863,8.66579797241317,1.86644827391162e-08,1.12017203343754e-05,9.59289363716438,1,5.91855687558985,7.36261809559087
8483,"CILP","cartilage intermediate layer protein",-1.37456471569524,5.40505002547646,-4.3308909698719,0.000282038848029171,0.0045791578616248,0.290754868790235,-1,5.96606482861141,4.59469530983709
84944,"MAEL","maelstrom spermatogenic transposon silencer",1.15618635603982,4.97775225242151,7.12514167291214,4.40304516274188e-07,7.31230311822239e-05,6.56019240827568,1,4.50777681803307,5.65660565764925
8821,"INPP4B","inositol polyphosphate-4-phosphatase type II B",-1.01067637294583,4.41673747301793,-3.44075751241685,0.00239430058057063,0.0190015370399301,-1.76170899907874,-1,4.83064658817483,3.81886875112463
885,"CCK","cholecystokinin",1.20356099935707,5.50415239290059,3.07335741321688,0.005667144704208,0.0339710114946622,-2.5759318260341,1,5.01610409616947,6.20911104373443
8909,"ENDOU","endonuclease, poly(U) specific",1.41122926072491,5.521817229669,4.48613421649509,0.000193861497453902,0.00358378448897219,0.653345876766283,1,4.9498212071614,6.34803370662442
