"ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B","trim_termSecond.Trimester...trim_termFirst.Trimester","First.Trimester_Average","Second.Trimester_Average"
1123,"CHN1","chimerin 1",1.07112155038912,8.82168517000616,4.3182206065479,0.000290805935342641,0.00467454643459791,0.261174851650852,1,8.38467163977979,9.45292693588869
11309,"SLCO2B1","solute carrier organic anion transporter family member 2B1",1.03730945034353,5.44289541093357,8.06469892064232,6.16947449103428e-08,2.45097495417344e-05,8.45119126654773,1,5.01975957653349,6.05409161617814
11326,"VSIG4","V-set and immunoglobulin domain containing 4",1.01882870240763,8.3696460524742,3.23319589172258,0.00390554211098182,0.0264420831956369,-2.22535224610984,1,7.9518229221505,8.97316835183065
114769,"CARD16","caspase recruitment domain family member 16",1.19284833776651,7.10777277999076,6.36323171629606,2.36109308326811e-06,0.000199870317869789,4.93398611887072,1,6.62305512694182,7.80792050106145
114801,"TMEM200A","transmembrane protein 200A",-1.39206123528291,4.50328510795274,-4.25580412436849,0.000338141040661689,0.00511656133296974,0.115511872982261,-1,5.07068417190019,3.68370868225087
116039,"OSR2","odd-skipped related transciption factor 2",-1.25736169669349,6.33855538119172,-3.10243510180536,0.00529780519648361,0.0324175644618322,-2.51262506761776,-1,6.85118901518238,5.59808457653853
117247,"SLC16A10","solute carrier family 16 member 10",1.57008702745814,6.55673348711662,6.99720010538912,5.80681749824344e-07,8.73405988600801e-05,6.29275855357038,1,5.91560859290561,7.48280277875474
1191,"CLU","clusterin",-1.43922160735382,6.71800600686797,-3.86022262159874,0.000878259997410285,0.00969195305421012,-0.803495824607888,-1,7.30712130269319,5.86706169067598
120224,"TMEM45B","transmembrane protein 45B",-1.47151498936175,4.68458397280612,-4.55474753157592,0.000164285652961394,0.00321603054555633,0.813619284092212,-1,5.28705832838247,3.8143432369736
121506,"ERP27","endoplasmic reticulum protein 27",-1.35280000546587,5.60894228817078,-4.63863490001101,0.000134211308251631,0.00284143711231588,1.00950595165593,-1,6.16125084946165,4.81116325519508
1236,"CCR7","C-C motif chemokine receptor 7",-1.26564753197325,5.47979754026254,-4.69315825841145,0.000117700037824724,0.00261961967784994,1.13675568376106,-1,5.99824072568528,4.73093516131858
1280,"COL2A1","collagen type II alpha 1 chain",-1.40320292263343,4.06038239918894,-3.35145185611371,0.00295748646057481,0.022021915905074,-1.96224286861293,-1,4.63098515904422,3.23617841273132
1299,"COL9A3","collagen type IX alpha 3 chain",-1.36740342123286,5.481606841048,-4.16467953951226,0.000421415269390806,0.00590013907018628,-0.0969334688768848,-1,6.04080454264858,4.67387682762494
1311,"COMP","cartilage oligomeric matrix protein",-1.75839799856185,4.57910326759101,-4.62838789140014,0.000137565516997015,0.00289731282731447,0.985583945572868,-1,5.29709523486149,3.54200375931142
132720,"FAM241A","family with sequence similarity 241 member A",1.10953219256344,6.38158303099689,5.36185855483499,2.38611193371271e-05,0.000920273855733359,2.68649139441013,1,5.92795518258388,7.03682325648235
133,"ADM","adrenomedullin",1.26705643642809,10.0246349465648,3.59458846358448,0.00166040970801439,0.0149318957363868,-1.41308243728384,1,9.51064200494703,10.7670691955682
1356,"CP","ceruloplasmin",-2.02821541895172,4.9401524664279,-3.26306769384661,0.00364134444198184,0.0251885735742431,-2.15916973047492,-1,5.77109585304116,3.73990090798653
1363,"CPE","carboxypeptidase E",-1.49327482927237,3.92220275910453,-3.99995004374258,0.000627217907258985,0.0076462467021506,-0.480001145414936,-1,4.53199474724665,3.04139210956591
1365,"CLDN3","claudin 3",-1.70820676414289,4.85495952904465,-5.10002132147997,4.44085275335081e-05,0.00139931753710172,2.08282658573568,-1,5.55397880664301,3.84526501695812
137872,"ADHFE1","alcohol dehydrogenase iron containing 1",1.02826882471588,7.2124706393854,4.27231585547352,0.000324916312339864,0.0050093606408236,0.1540360518055,1,6.79515648136268,7.81525775652932
143872,"ARHGAP42","Rho GTPase activating protein 42",1.51078903554476,5.30254691790909,11.1561031377314,2.12928192842045e-10,1.43804603839089e-06,13.7821199890429,1,4.68774141055156,6.19059931742553
1439,"CSF2RB","colony stimulating factor 2 receptor subunit beta",1.44287590644206,8.62598573488512,4.0973948144329,0.000495774337673802,0.00659979228358009,-0.253578404084463,1,8.03800032978912,9.47529798669045
1442,"CSH1","chorionic somatomammotropin hormone 1",1.65476319289563,12.3995356780147,3.3325553435867,0.00309227017607523,0.0227248770538485,-2.00447978447489,1,11.7297734915267,13.3669699473863
1444,"CSHL1","chorionic somatomammotropin hormone like 1",2.27053097212228,10.477144195175,3.97982780515615,0.00065840659953426,0.00793573831836029,-0.526681089135282,1,9.55640522678502,11.8071004828495
144423,"GLT1D1","glycosyltransferase 1 domain containing 1",-1.41669109444178,5.1357980622673,-4.55092783762906,0.000165806041098798,0.00323329759259167,0.804697721260982,-1,5.71678046958664,4.29660125169493
145741,"C2CD4A","C2 calcium dependent domain containing 4A",-2.62462423066725,4.53219120705782,-3.99783410555797,0.00063042717689946,0.0076669177858103,-0.484911067125754,-1,5.60887148169528,2.97698636591483
147798,"TMC4","transmembrane channel like 4",-1.05639756478556,6.49326669755511,-3.73895677564672,0.00117533245709058,0.0117539046955144,-1.08279997177548,-1,6.92284633095285,5.87276278264727
153,"ADRB1","adrenoceptor beta 1",1.00403901756494,6.77658767951882,4.06940725144675,0.000530431319837031,0.00691129837377369,-0.318668170816695,1,6.36679770445173,7.36850653239351
1536,"CYBB","cytochrome b-245 beta chain",1.46546298110979,6.0559683161847,5.48923260336296,1.76758582092841e-05,0.000756511117664142,2.97816901877182,1,5.45638992562645,6.9220259914355
154,"ADRB2","adrenoceptor beta 2",1.22835221629453,4.5441014349156,5.75704844860892,9.45404494216198e-06,0.000493083933185594,3.58647160383832,1,4.0406101277573,5.27136665636647
1559,"CYP2C9","cytochrome P450 family 2 subfamily C member 9",-1.40363789256452,4.48906139811673,-4.55693642456972,0.000163420712052344,0.00321413991633448,0.818731763260486,-1,5.06528561687809,3.65673752657254
1588,"CYP19A1","cytochrome P450 family 19 subfamily A member 1",1.66224204722519,9.83760611870093,2.87188893651718,0.00899779035928166,0.0462818559201335,-3.00809592041574,1,9.16497318872303,10.8091870175579
1647,"GADD45A","growth arrest and DNA damage inducible alpha",-1.37559352855661,7.98881171202684,-4.04362447874068,0.000564489060151225,0.00713927144052682,-0.378590692249375,-1,8.55239552144841,7.17474620952903
1672,"DEFB1","defensin beta 1",-3.22474775095977,6.31972362429263,-4.90980516429163,6.99586892215121e-05,0.00184359006538353,1.64146993780344,-1,7.64166228920487,4.41025666386384
169693,"TMEM252","transmembrane protein 252",-1.20166347210069,4.16718813333688,-3.81783485359807,0.000972516210313116,0.0103597008081777,-0.901296121230673,-1,4.65937589493114,3.4562502554785
169792,"GLIS3","GLIS family zinc finger 3",-1.15113496488729,4.41422296453471,-4.28182200953095,0.000317538505248329,0.00494259616507985,0.176218608262102,-1,4.88520654359329,3.73391335033899
170692,"ADAMTS18","ADAM metallopeptidase with thrombospondin type 1 motif 18",1.08589625322382,6.35692964505771,5.66713511905617,1.16547764214685e-05,0.000573776868496271,3.38304612164919,1,5.9118155167828,6.99987227478813
174,"AFP","alpha fetoprotein",-2.36464030992079,5.24610591330749,-3.56743222627506,0.00177155256364835,0.0155517445806236,-1.47489448314996,-1,6.2200256648499,3.83933293885733
176,"ACAN","aggrecan",-1.04390882972386,5.20226359858027,-4.34232057634792,0.000274357542115782,0.00450101875369057,0.317440833018382,-1,5.62886267758726,4.5860649289035
1776,"DNASE1L3","deoxyribonuclease 1L3",1.10816138976517,4.7523041289378,4.48115277207807,0.000196206362258228,0.00361723121539032,0.641709030347752,1,4.29746123778249,5.40929941616213
1805,"DPT","dermatopontin",1.49442118005969,5.56876249044872,6.42343791217952,2.06209207490107e-06,0.00018651806932844,5.06535097079523,1,4.95651357815109,6.45312203043419
1842,"ECM2","extracellular matrix protein 2",-1.22708828552901,4.87416403841713,-3.16894682325454,0.00453837140260935,0.0291355966376008,-2.36701489975141,-1,5.37597986258741,4.14931895906006
185,"AGTR1","angiotensin II receptor type 1",1.31274377447175,8.66323529482295,3.60830464253752,0.00160690975549366,0.0146194874522034,-1.38182175887558,1,8.12812498427134,9.43617241006418
187,"APLNR","apelin receptor",1.23649265628144,7.45248946704488,5.17480003614108,3.71686889860081e-05,0.00124888027785325,2.25573562010246,1,6.94828917439139,8.18077877865548
1880,"GPR183","G protein-coupled receptor 183",1.5469781653912,6.3272567329451,7.89583628280016,8.70681053876353e-08,2.8453014246111e-05,8.1208940358803,1,5.69597409512297,7.23910943202151
192668,"CYS1","cystin 1",-1.86776082465376,4.22789162767485,-3.69867642443845,0.00129449274177545,0.0125913189827712,-1.17521806961923,-1,4.9945958679484,3.12042994727972
196,"AHR","aryl hydrocarbon receptor",1.12542574205775,8.33288287176232,4.40904431813215,0.000233518871962009,0.00408146946696442,0.473266672412801,1,7.87422099397445,8.99539447301147
196410,"TMT1B","thiol methyltransferase 1B",1.31909418652053,5.95838879179277,7.65612550830702,1.42918513286948e-07,3.73818483661419e-05,7.64479394747976,1,5.41714008947104,6.74019247292415
200958,"MUC20","mucin 20, cell surface associated",-1.57368351198535,5.0514517854526,-3.49532730184197,0.0021033591160517,0.0174799667966873,-1.63847334326479,-1,5.69732265298928,4.11852719901072
2018,"EMX2","empty spiracles homeobox 2",-1.88302898786897,4.04725105324352,-4.36330451011702,0.000260796491392491,0.00437656779745884,0.366440061069097,-1,4.81964363083772,2.93157288560747
205,"AK4","adenylate kinase 4",-1.19946833288384,4.85309918594649,-6.83696483960132,8.23720995292746e-07,0.000109081118206708,5.95454874280921,-1,5.34034225920979,4.14930363567729
206338,"LVRN","laeverin",1.24278152234447,6.80413414926668,3.12866428753825,0.00498468098602745,0.0310561566598715,-2.45533415078875,1,6.29417050987869,7.54074829504934
2162,"F13A1","coagulation factor XIII A chain",1.28426865966231,9.74119901236281,2.92548495659709,0.0079632572726211,0.042643708216822,-2.89429357078681,1,9.21450794271777,10.5019750018501
219972,"MPEG1","macrophage expressed 1",1.29731182446498,6.23601567529697,6.82744613802149,8.41097148491751e-07,0.000110658891724619,5.93434415538368,1,5.70630283070695,7.00115645081587
220,"ALDH1A3","aldehyde dehydrogenase 1 family member A3",-1.24899596965117,7.18067651537785,-2.88795406891424,0.00867491830320815,0.0452064093984826,-2.974077892444,-1,7.69022690036707,6.44465929261564
221061,"FAM171A1","family with sequence similarity 171 member A1",-1.44692300792887,6.51758812418693,-6.52480580569711,1.64339744214019e-06,0.000160081132573089,5.28545338325626,-1,7.1104172859356,5.66127933499441
2213,"FCGR2B","Fc gamma receptor IIb",2.96370651708654,7.18968092519492,8.0679477631248,6.12894806033173e-08,2.45097495417344e-05,8.45750478842691,1,5.9764132506162,8.94217867736417
221303,"FAM162B","family with sequence similarity 162 member B",1.56073681491812,7.49007403223552,7.63309246692142,1.49949649478865e-07,3.79766231011411e-05,7.59860131818762,1,6.84885459782713,8.41627988193652
2258,"FGF13","fibroblast growth factor 13",1.23455525164863,6.3448860981705,5.27826427183169,2.90772831703604e-05,0.00104659405837225,2.49432422557097,1,5.83854434817382,7.07626862594348
22918,"CD93","CD93 molecule",1.02226539100507,8.52998572561816,5.1496647020264,3.94580706017772e-05,0.0012915346824921,2.19765764983443,1,8.11196932913492,9.13378718720507
2295,"FOXF2","forkhead box F2",1.02107803032259,5.41340084101492,5.1625269395879,3.82692261701237e-05,0.00127110293677521,2.22738269858197,1,4.9935991489049,6.01978106295162
23015,"GOLGA8A","golgin A8 family member A",-1.25809353429984,7.35453610134466,-4.1747749355309,0.000411262419329274,0.00581697948012331,-0.0734127114876379,-1,7.86416889477413,6.61839984416877
2350,"FOLR2","folate receptor beta",1.018114734656,7.54404661635384,4.78536805449464,9.42943937843773e-05,0.00228490520808321,1.35178000614386,1,7.12781343789264,8.14527231857557
2357,"FPR1","formyl peptide receptor 1",1.43392040586201,6.66641031189482,6.06860191345894,4.60940932877162e-06,0.000314448627643912,4.28450287137355,1,6.07946445594324,7.51422099271376
23641,"LDOC1","LDOC1 regulator of NFKB signaling",-1.33725634148694,5.71005960260024,-8.38995524369841,3.21159050951286e-08,1.61214889296041e-05,9.07555193602179,-1,6.25620917862657,4.92117688167331
23768,"FLRT2","fibronectin leucine rich transmembrane protein 2",-1.42328170453432,6.16582368665041,-5.83493092909619,7.89211057131262e-06,0.000441028472282516,3.76198589032917,-1,6.74661551105976,5.32690216250358
24,"ABCA4","ATP binding cassette subfamily A member 4",-1.96500913256581,4.95007251698389,-4.40466448540292,0.000236002036726276,0.00411500625310764,0.463036489595234,-1,5.75680747711138,3.78478868568861
250,"ALPP","alkaline phosphatase, placental",1.53518769842551,4.24930795679079,4.44867340243679,0.00021220892890862,0.00382842513579253,0.565836220908658,1,3.6234382986716,5.1533419074074
2520,"GAST","gastrin",-1.30086410140499,4.85352967752686,-4.27585555430448,0.000322149295970802,0.0049824938058507,0.16229564117902,-1,5.38559300840376,4.0849937551491
253725,"WASHC2C","WASH complex subunit 2C",1.15332318520255,7.42704696319795,3.14120119247205,0.00484141181160741,0.0303878081520997,-2.42788964397032,1,6.96005324609534,8.10159344345728
256691,"MAMDC2","MAM domain containing 2",-1.22353823381225,6.57604546014681,-2.91808629501701,0.00809897275609454,0.0431483794402397,-2.91005603024078,-1,7.07866112600496,5.85004505390726
256949,"KANK3","KN motif and ankyrin repeat domains 3",1.22777243871651,5.3461509659659,8.72017849995714,1.67902759988033e-08,1.0973799419734e-05,9.69357454208591,1,4.84410480781589,6.07132874996034
257019,"FRMD3","FERM domain containing 3",1.2145959366992,4.84386177840667,6.33422980759807,2.52063193832342e-06,0.000210676589741098,4.87053897609254,1,4.34599203519429,5.56300696304677
25890,"ABI3BP","ABI family member 3 binding protein",1.20766787634594,7.75030527946497,3.43075860315317,0.00245172637930016,0.0192760683628252,-1.78423395297657,1,7.2523800644303,8.46953059007059
25945,"NECTIN3","nectin cell adhesion molecule 3",1.48819072689883,6.24915640959156,4.29661229465528,0.000306391449361781,0.00483097054904206,0.210736205860757,1,5.64437391774474,7.12273112003696
26,"AOC1","amine oxidase copper containing 1",1.6494299392598,8.01867532925571,3.718485342687,0.00123447263950951,0.0121830130565552,-1.129793109803,1,7.34434090165089,8.99271394690711
26002,"MOXD1","monooxygenase DBH like 1",-1.29027311763188,4.52881217962292,-4.1484111516491,0.000438305169468533,0.00604115716911697,-0.134827173001965,-1,5.05689146054512,3.76603099606863
26157,"GIMAP2","GTPase, IMAP family member 2",1.22887015695431,5.42600118810386,4.41320939302678,0.000231181771354761,0.00405188050987787,0.48299538512063,1,4.92506745237423,6.14957213971333
2628,"GATM","glycine amidinotransferase",1.0809190111692,7.79282155473174,5.48869142503991,1.76983500208678e-05,0.000756511117664142,2.97693280373311,1,7.35122684534357,8.43068057940354
2669,"GEM","GTP binding protein overexpressed in skeletal muscle",-1.22320862210042,5.56882725274455,-3.70338039945296,0.0012799842546315,0.0124921777375187,-1.16443541328124,-1,6.06877173988755,4.84668521576022
2681,"GGTA1","glycoprotein alpha-galactosyltransferase 1 (inactive)",1.24947013936005,7.0425897198259,4.70217969412652,0.000115172414162166,0.00259871254392989,1.15780364570906,1,6.53097088465717,7.7815947039585
2688,"GH1","growth hormone 1",1.95870686057158,10.3127984714046,3.98536072875684,0.000649680258671492,0.0078649647633518,-0.513848553307173,1,9.51836795539943,11.4603092167454
26996,"GPR160","G protein-coupled receptor 160",-1.63686940866924,5.61196470936194,-4.14985164893825,0.00043678277287485,0.00602573169422031,-0.131472316379286,-1,6.28484411708891,4.64002778708965
2701,"GJA4","gap junction protein alpha 4",1.23239385725937,6.00941230788587,5.25157041369762,3.09760827777925e-05,0.00109339096369487,2.43284424797357,1,5.50580520572965,6.73684478877819
2719,"GPC3","glypican 3",1.02393765277585,9.9110537015805,3.5632608074452,0.00178926092018076,0.0156664716956708,-1.48437969543396,1,9.4948203458461,10.5122796598635
27306,"HPGDS","hematopoietic prostaglandin D synthase",1.13608266617397,7.34131315835667,3.06651855558079,0.00575755425099342,0.0343200372696022,-2.59078899961925,1,6.87710663876047,8.01183368666229
2791,"GNG11","G protein subunit gamma 11",1.33179065670783,8.8856480200712,9.89242200665942,1.87908847023391e-09,4.2794018001626e-06,11.7613691497485,1,8.34070151838342,9.67279296695357
2810,"SFN","stratifin",-1.79713005610272,7.5997564553534,-6.91525319295734,6.94080575982198e-07,9.76581010414952e-05,6.12024421309705,-1,8.33196439513441,6.54212276455861
28231,"SLCO4A1","solute carrier organic anion transporter family member 4A1",-1.37906895874468,6.39217098668052,-4.67265204263548,0.000123655329628581,0.00270559463672211,1.08890498012849,-1,6.95711363171475,5.57614272163107
2857,"GPR34","G protein-coupled receptor 34",1.54651665449109,7.29163070254682,3.19708534833335,0.0042498423034404,0.0279383695360175,-2.30509003567387,1,6.65774027752978,8.20725020534921
2878,"GPX3","glutathione peroxidase 3",-1.72529725418623,10.7796590527367,-4.41924961220965,0.0002278341007712,0.00400359645769756,0.497104268980133,-1,11.4866109428432,9.758506322583
2888,"GRB14","growth factor receptor bound protein 14",1.49852465663927,3.97695024617922,10.1944811976569,1.09821208329837e-09,3.70847916995137e-06,12.2633687386747,1,3.36313242526102,4.8635759875055
28959,"TMEM176B","transmembrane protein 176B",1.72877307478998,6.37490927512036,6.25685524964112,3.00252733523797e-06,0.000229563042789647,4.70074148170103,1,5.66695372998358,7.39751172920684
2919,"CXCL1","C-X-C motif chemokine ligand 1",1.53161927348443,4.25085942427939,3.65328589772105,0.00144309493447001,0.0135801587804585,-1.27912190114586,1,3.62304338340301,5.1577048166564
2920,"CXCL2","C-X-C motif chemokine ligand 2",1.36407622617458,3.81610622238415,3.70504646285533,0.00127488419106298,0.0124606076232686,-1.16061574380598,1,3.25560890077388,4.62571346471011
2983,"GUCY1B1","guanylate cyclase 1 soluble subunit beta 1",1.05759471400771,6.84224485168377,5.91588256978525,6.54609673714671e-06,0.000391240312658789,3.94371066702419,1,6.40846345333556,7.46881798263119
3043,"HBB","hemoglobin subunit beta",1.07606498938266,11.1761701256451,3.47186142002241,0.0022239568892731,0.0180644420943287,-1.69152853934442,1,10.7420322567109,11.80325815855
3046,"HBE1","hemoglobin subunit epsilon 1",-2.06005598396504,9.2282965788585,-3.20780464404659,0.00414467569108721,0.027533556241858,-2.28145123862683,-1,10.0831121353186,7.99356299730506
3055,"HCK","HCK proto-oncogene, Src family tyrosine kinase",1.22839395780729,5.88709580228268,6.90408908523435,7.11203638125491e-07,9.80251490616366e-05,6.09666822194399,1,5.38430846783778,6.61334417425866
3081,"HGD","homogentisate 1,2-dioxygenase",-1.17821070022742,4.3131814052845,-3.91634696610452,0.000767256105185257,0.00885223400544091,-0.673747939681668,-1,4.79578388848384,3.61608892955212
3087,"HHEX","hematopoietically expressed homeobox",1.09540490650683,5.38761831306638,7.24347202912176,3.41535959956353e-07,6.2341081843925e-05,6.80544625825712,1,4.94076283811523,6.03307622132916
3117,"HLA-DQA1","major histocompatibility complex, class II, DQ alpha 1",-1.24640194048386,4.56858880014873,-3.88196607786718,0.000833482077549791,0.00935059821330914,-0.753262307881418,-1,5.08116563557914,3.82820003786037
317649,"EIF4E3","eukaryotic translation initiation factor 4E family member 3",-1.00730456849279,4.92727458461742,-3.16863881898759,0.00454163235035939,0.0291472958665288,-2.36769169110559,-1,5.33989308757489,4.33127008034552
3236,"HOXD10","homeobox D10",-1.07528831228526,4.00804217011195,-4.83297086548144,8.41099628913382e-05,0.00211433245426973,1.46267388511957,-1,4.44766744171186,3.37302788891207
3284,"HSD3B2","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",2.06111609708404,5.23425454976402,9.21405346542467,6.5348846454689e-09,8.59146063449313e-06,10.5884110737554,1,4.39071231615591,6.45270444275351
3290,"HSD11B1","hydroxysteroid 11-beta dehydrogenase 1",2.65725577615462,6.23247537730895,9.12814133962509,7.6834866078745e-09,8.64861789789696e-06,10.4352596867474,1,5.14609981343034,7.80168452513362
3292,"HSD17B1","hydroxysteroid 17-beta dehydrogenase 1",1.39454054138438,9.32075081175647,3.70836830979924,0.00126477531974369,0.0124034911681157,-1.15299896878028,1,8.75578716948629,10.1368094061467
3294,"HSD17B2","hydroxysteroid 17-beta dehydrogenase 2",1.77128279017357,8.96700480777202,8.50185753000596,2.57382378302593e-08,1.37232220178653e-05,9.28676510332686,1,8.24321305192742,10.0124817884364
3489,"IGFBP6","insulin like growth factor binding protein 6",-1.46464833802408,7.02718119606067,-3.8829258303026,0.000831558625144467,0.00934454204329009,-0.751044029935497,-1,7.62639266566008,6.16165351775042
3569,"IL6","interleukin 6",1.67776128545402,5.04227995727148,4.55037112680403,0.000166028811660728,0.00323452860870963,0.803397414470559,1,4.35249512225272,6.03863583007636
3576,"CXCL8","C-X-C motif chemokine ligand 8",1.73921887241582,4.34440128289752,3.55341461741283,0.00183175244536634,0.0159183100218329,-1.50675817269431,1,3.6338327920165,5.37077799194787
358,"AQP1","aquaporin 1 (Colton blood group)",-1.12123862090385,6.83566027308949,-6.9297995973657,6.72403390185339e-07,9.59405992151067e-05,6.15093649549751,-1,7.29311348891228,6.17489451690102
3595,"IL12RB2","interleukin 12 receptor subunit beta 2",1.24476163282966,3.88032934493382,6.33315600532304,2.52674652322624e-06,0.000210676589741098,4.86818775501266,1,3.36853807281933,4.61958340465474
3670,"ISL1","ISL LIM homeobox 1",1.36229127872118,6.79208495112593,4.26467774412553,0.000330968351425177,0.00505537172169199,0.136214318783198,1,6.23845257720415,7.59177615790183
3671,"ISLR","immunoglobulin superfamily containing leucine rich repeat",-1.2036297161842,5.82754968453947,-3.01069790462846,0.00654933011111212,0.0372218730382168,-2.71158637256086,-1,6.3199421572897,5.11631611278914
374,"AREG","amphiregulin",1.57779286813272,8.36061243979679,3.6500222823652,0.0014544054716191,0.0136298377708023,-1.28658245539578,1,7.71584590617953,9.29194187724393
375612,"LHFPL3","LHFPL tetraspan subfamily member 3",-1.5120161929629,3.72856431475684,-3.58932733197395,0.00168139248969917,0.0150804308250531,-1.42506601226858,-1,4.34764524453809,2.83433630507282
3759,"KCNJ2","potassium inwardly rectifying channel subfamily J member 2",1.18577854787552,6.20182723331994,5.06793137892651,4.79389843359071e-05,0.00146909956916901,2.00851448163317,1,5.7179422900965,6.90077215130934
387882,"C12orf75","chromosome 12 open reading frame 75",-1.6451540595403,7.08229252442822,-5.603823738116,1.35119294935954e-05,0.00063225220200863,3.23931195283283,-1,7.75561399635753,6.10971706497478
389376,"SFTA2","surfactant associated 2",-1.56664122767017,3.57803654945511,-3.85230535112778,0.000895150055574664,0.00981951016567312,-0.821776187746259,-1,4.22256175032129,2.64705570375951
3903,"LAIR1","leukocyte associated immunoglobulin like receptor 1",1.33398367915431,6.02854824430723,7.91231249313095,8.41760239512624e-08,2.8453014246111e-05,8.153306934716,1,5.48202783230026,6.81796661720619
3914,"LAMB3","laminin subunit beta 3",-1.49642456393759,5.13700822350953,-3.03004214953308,0.00626375491015982,0.0362392741961017,-2.66982124968237,-1,5.74774671370803,4.25483040433391
3934,"LCN2","lipocalin 2",-1.98502542973685,5.28596562480102,-3.87098491669098,0.000855806049172023,0.00949068766408011,-0.778637239616462,-1,6.09966509895905,4.1106219399061
3952,"LEP","leptin",-2.67527944194492,8.55131204095809,-4.60920190025743,0.000144074320812555,0.00297398059223561,0.9407885359868,-1,9.64890543499323,6.96589936068509
4015,"LOX","lysyl oxidase",-1.38183478750856,5.55130657150948,-3.03994414069763,0.00612225171294726,0.0356445235505817,-2.64840251845277,-1,6.11182650985594,4.74166666056459
4023,"LPL","lipoprotein lipase",1.26965949503584,5.74211936681071,6.80168850685062,8.90029790649395e-07,0.000114844149157754,5.87960719633143,1,5.22281161563528,6.49223056295298
